"","X","ID","day","beep","obsNumber","missed","Sad","Angry","Disappointed","Ashamed","Anxious","Stressed","Proud","Happy","Content","Relieved"
"2169",2169,125,9,10,91,1,0.08,0.12,0.14,0.1,0.07,0.08,0.57,0.63,0.55,0.75
"2170",2170,126,1,1,1,1,0.56,0.01,0.64,0.31,0.89,0.89,0.39,0.31,0.31,0.17
"2171",2171,126,1,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2172",2172,126,1,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173",2173,126,1,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2174",2174,126,1,5,6,1,0.6,0,0.62,0.17,0.82,0.97,0.35,0.26,0.4,0.4
"2175",2175,126,1,6,7,1,0.55,0,0.59,0.21,0.97,0.98,0.38,0.33,0.37,0.36
"2176",2176,126,1,7,8,1,0.59,0.03,0.63,0.39,1,0.99,0.37,0.34,0.29,0.33
"2177",2177,126,1,8,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178",2178,126,1,9,10,1,0.74,0,0.63,0.28,1,0.98,0.4,0.28,0.34,0.36
"2179",2179,126,1,10,11,1,0.63,0.01,0.6,0.31,0.98,0.99,0.27,0.23,0.36,0.35
"2180",2180,126,2,1,12,1,0.57,0,0.65,0.42,0.99,1,0.43,0.38,0.4,0.49
"2181",2181,126,2,2,13,1,0.64,0,0.59,0.48,1,1,0.36,0.35,0.41,0.43
"2182",2182,126,2,3,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2183",2183,126,2,4,15,1,0.58,0,0.63,0.45,1,1,0.36,0.31,0.4,0.43
"2184",2184,126,2,5,16,1,0.57,0.01,0.67,0.38,0.99,1,0.41,0.36,0.41,0.45
"2185",2185,126,2,6,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2186",2186,126,2,7,18,1,0.58,0,0.64,0.5,1,1,0.38,0.3,0.38,0.42
"2187",2187,126,2,8,19,1,0.63,0.01,0.6,0.51,1,1,0.42,0.35,0.45,0.46
"2188",2188,126,2,9,20,1,0.68,0.02,0.58,0.48,1,1,0.4,0.33,0.34,0.28
"2189",2189,126,2,10,21,1,0.57,0,0.65,0.56,1,1,0.42,0.29,0.42,0.37
"2190",2190,126,3,1,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2191",2191,126,3,2,23,1,0.36,0,0.37,0.29,0.39,0.05,0.6,0.59,0.55,0.57
"2192",2192,126,3,3,24,1,0.41,0,0.42,0.42,0.26,0.11,0.57,0.62,0.58,0.62
"2193",2193,126,3,4,25,1,0.33,0,0.42,0.35,0.3,0.21,0.62,0.62,0.56,0.72
"2194",2194,126,3,5,26,1,0.37,0,0.49,0.46,0.26,0.32,0.58,0.61,0.64,0.56
"2195",2195,126,3,6,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196",2196,126,3,7,28,1,0.35,0,0.33,0.31,0.28,0.27,0.58,0.6,0.59,0.36
"2197",2197,126,3,8,29,1,0.38,0,0.41,0.39,0.21,0.12,0.6,0.57,0.56,0.59
"2198",2198,126,3,9,30,1,0.42,0.01,0.35,0.41,0.28,0.25,0.55,0.67,0.61,0.63
"2199",2199,126,3,10,31,1,0.2,0,0.28,0.35,0.2,0.18,0.58,0.69,0.63,0.6
"2200",2200,126,4,1,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2201",2201,126,4,2,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2202",2202,126,4,3,34,1,0.41,0,0.44,0.35,0.28,0.32,0.58,0.55,0.59,0.6
"2203",2203,126,4,4,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2204",2204,126,4,5,36,1,0.38,0,0.44,0.37,0.26,0.21,0.72,0.66,0.59,0.59
"2205",2205,126,4,6,37,1,0.28,0,0.35,0.32,0.31,0.3,0.66,0.61,0.58,0.51
"2206",2206,126,4,7,38,1,0.38,0,0.49,0.4,0.23,0.22,0.46,0.56,0.55,0.56
"2207",2207,126,4,8,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208",2208,126,4,9,40,1,0.39,0,0.35,0.36,0.3,0.23,0.56,0.55,0.6,0.56
"2209",2209,126,4,10,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210",2210,126,5,1,42,1,0.4,0,0.33,0.38,0.32,0.27,0.6,0.61,0.63,0.58
"2211",2211,126,5,2,43,1,0.39,0,0.25,0.38,0.21,0.25,0.57,0.55,0.53,0.54
"2212",2212,126,5,3,44,1,0.38,0,0.3,0.35,0.26,0.26,0.49,0.57,0.57,0.48
"2213",2213,126,5,4,45,1,0.45,0,0.45,0.43,0.31,0.25,0.5,0.57,0.54,0.53
"2214",2214,126,5,5,46,1,0.34,0,0.45,0.39,0.21,0.23,0.62,0.52,0.58,0.54
"2215",2215,126,5,6,47,1,0.47,0,0.38,0.3,0.32,0.28,0.51,0.54,0.55,0.52
"2216",2216,126,5,7,48,1,0.35,0,0.38,0.36,0.24,0.23,0.58,0.58,0.58,0.54
"2217",2217,126,5,8,49,1,0.35,0,0.36,0.36,0.25,0.25,0.47,0.57,0.55,0.58
"2218",2218,126,5,9,50,1,0.39,0,0.31,0.32,0.31,0.32,0.56,0.55,0.62,0.52
"2219",2219,126,5,10,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2220",2220,126,6,1,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2221",2221,126,6,2,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2222",2222,126,6,3,54,1,0.41,0,0.16,0.2,0.18,0.21,0.53,0.62,0.55,0.57
"2223",2223,126,6,4,55,1,0.32,0,0.31,0.39,0.26,0.27,0.56,0.48,0.56,0.51
"2224",2224,126,6,5,56,1,0.35,0,0.41,0.35,0.23,0.34,0.53,0.5,0.54,0.51
"2225",2225,126,6,6,57,1,0.33,0,0.29,0.28,0.3,0.32,0.55,0.37,0.53,0.5
"2226",2226,126,6,7,58,1,0.34,0,0.3,0.26,0.21,0.24,0.54,0.51,0.56,0.5
"2227",2227,126,6,8,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2228",2228,126,6,9,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2229",2229,126,6,10,61,1,0.31,0,0.29,0.37,0.34,0.25,0.44,0.49,0.51,0.48
"2230",2230,126,7,1,62,1,0.17,0,0.25,0.29,0.14,0.25,0.53,0.49,0.58,0.59
"2231",2231,126,7,2,63,1,0.31,0,0.13,0.18,0.18,0.1,0.48,0.55,0.51,0.54
"2232",2232,126,7,3,64,1,0.35,0,0.37,0.31,0.24,0.29,0.46,0.58,0.56,0.57
"2233",2233,126,7,4,65,1,0.23,0,0.28,0.2,0.21,0.25,0.56,0.57,0.58,0.59
"2234",2234,126,7,5,66,1,0.24,0,0.22,0.25,0,0.28,0.58,0.55,0.56,0.54
"2235",2235,126,7,6,67,1,0.23,0.01,0.3,0.19,0.19,0.2,0.57,0.51,0.54,0.55
"2236",2236,126,7,7,68,1,0.22,0,0.31,0.3,0.25,0.33,0.57,0.58,0.56,0.58
"2237",2237,126,7,8,69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2238",2238,126,7,9,70,1,0.23,0,0.29,0.3,0.23,0.16,0.55,0.6,0.53,0.51
"2239",2239,126,7,10,71,1,0.28,0,0.31,0.31,0.28,0.2,0.55,0.56,0.52,0.55
"2240",2240,126,8,1,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2241",2241,126,8,2,73,1,0.25,0.01,0.21,0.19,0.24,0.28,0.47,0.56,0.46,0.52
"2242",2242,126,8,3,74,1,0.25,0,0.27,0.24,0.23,0.27,0.53,0.49,0.53,0.54
"2243",2243,126,8,4,75,1,0.21,0.01,0.17,0.31,0.23,0.2,0.46,0.54,0.52,0.56
"2244",2244,126,8,5,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2245",2245,126,8,6,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2246",2246,126,8,7,78,1,0.23,0,0.25,0.29,0.15,0.26,0.56,0.54,0.55,0.48
"2247",2247,126,8,8,79,1,0.26,0.02,0.2,0.2,0.28,0.31,0.5,0.51,0.59,0.51
"2248",2248,126,8,9,80,1,0.33,0,0.26,0.28,0.24,0.29,0.55,0.55,0.51,0.42
"2249",2249,126,8,10,81,1,0.25,0,0.27,0.27,0.27,0.36,0.42,0.49,0.51,0.51
"2250",2250,126,9,1,82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251",2251,126,9,2,83,1,0.25,0,0.18,0.24,0.25,0.16,0.48,0.53,0.54,0.51
"2252",2252,126,9,3,84,1,0.18,0,0.22,0.27,0.23,0.2,0.51,0.55,0.6,0.54
"2253",2253,126,9,4,85,1,0.24,0,0.18,0.15,0.26,0.26,0.49,0.55,0.54,0.48
"2254",2254,126,9,5,86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2255",2255,126,9,6,87,1,0.31,0,0.28,0.29,0.3,0.3,0.55,0.6,0.56,0.28
"2256",2256,126,9,7,88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2257",2257,126,9,8,89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2258",2258,126,9,9,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2259",2259,126,9,10,91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2260",2260,127,1,1,1,1,0.06,0.1,0.48,0.08,0.03,0.23,0.36,0.49,0.54,0.04
"2261",2261,127,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2262",2262,127,1,3,3,1,0.06,0.08,0.37,0.05,0.08,0.08,0.41,0.48,0.54,0.48
"2263",2263,127,1,4,4,1,0.07,0.07,0.3,0.04,0.05,0.32,0.47,0.44,0.48,0.31
"2264",2264,127,1,5,5,1,0.23,0.1,0.29,0.05,0.05,0.31,0.38,0.46,0.43,0.33
"2265",2265,127,1,6,6,1,0.05,0.06,0.24,0.05,0.14,0.21,0.37,0.36,0.53,0.41
"2266",2266,127,1,7,7,1,0.14,0.13,0.22,0.23,0.13,0.51,0.14,0.84,0.52,0.38
"2267",2267,127,1,8,8,1,0.08,0.06,0.31,0.06,0.11,0.37,0.39,0.52,0.54,0.3
"2268",2268,127,1,9,9,1,0.11,0.21,0.29,0.06,0.07,0.19,0.44,0.4,0.26,0.33
"2269",2269,127,1,10,10,1,0.13,0.08,0.07,0.08,0.13,0.18,0.3,0.29,0.44,0.24
"2270",2270,127,2,1,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2271",2271,127,2,2,12,1,0.05,0.05,0.11,0.09,0.03,0.13,0.33,0.61,0.38,0.07
"2272",2272,127,2,3,13,1,0.16,0.17,0.08,0.08,0.04,0.06,0.54,0.71,0.52,0.4
"2273",2273,127,2,4,14,1,0.17,0.15,0.31,0.12,0.13,0.05,0.45,0.81,0.56,0.38
"2274",2274,127,2,5,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2275",2275,127,2,6,16,1,0.05,0.05,0.52,0.05,0.05,0.27,0.46,0.38,0.05,0.38
"2276",2276,127,2,7,17,1,0.08,0.04,0.27,0.04,0.04,0.46,0.45,0.74,0.3,0.29
"2277",2277,127,2,8,18,1,0.04,0.03,0.04,0.03,0.03,0.42,0.48,0.46,0.36,0.37
"2278",2278,127,2,9,19,1,0.06,0.05,0.09,0.08,0.08,0.47,0.41,0.52,0.47,0.38
"2279",2279,127,2,10,20,1,0.11,0.1,0.11,0.05,0.04,0.57,0.3,0.48,0.43,0.38
"2280",2280,127,3,1,21,1,0.09,0.07,0.14,0.06,0.06,0.62,0.45,0.37,0.45,0.45
"2281",2281,127,3,2,22,1,0.04,0.06,0.05,0.05,0.04,0.05,0.64,0.98,0.98,1
"2282",2282,127,3,3,23,1,0.05,0.05,0.03,0.05,0.05,0.06,0.95,0.96,0.9,0.94
"2283",2283,127,3,4,24,1,0.08,0.07,0.05,0.09,0.05,0.05,1,1,1,1
"2284",2284,127,3,5,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2285",2285,127,3,6,26,1,0.03,0.03,0.05,0.03,0.03,0.04,0.97,0.97,0.96,0.96
"2286",2286,127,3,7,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2287",2287,127,3,8,28,1,0.07,0.05,0.05,0.05,0.05,0.04,0.98,0.98,0.98,0.97
"2288",2288,127,3,9,29,1,0.06,0.04,0.05,0.04,0.05,0.07,0.96,0.97,0.95,1
"2289",2289,127,3,10,30,1,0.05,0.05,0.04,0.07,0.04,0.07,0.93,0.97,0.91,0.97
"2290",2290,127,4,1,31,1,0.04,0.05,0.04,0.05,0.05,0.04,0.96,0.96,0.96,0.96
"2291",2291,127,4,2,32,1,0.06,0.06,0.05,0.04,0.04,0.06,0.97,0.94,0.97,0.98
"2292",2292,127,4,3,33,1,0.05,0.04,0.04,0.1,0.04,0.05,0.97,0.96,0.97,0.97
"2293",2293,127,4,4,34,1,0.05,0.05,0.05,0.05,0.04,0.04,0.99,0.98,0.94,0.98
"2294",2294,127,4,5,35,1,0.04,0.05,0.05,0.04,0.04,0.05,0.97,0.97,0.93,0.99
"2295",2295,127,4,6,36,1,0.04,0.06,0.04,0.05,0.04,0.04,0.96,0.9,0.91,1
"2296",2296,127,4,7,37,1,0.07,0.05,0.04,0.08,0.07,0.04,0.92,0.92,0.86,0.96
"2297",2297,127,4,8,38,1,0.05,0.05,0.04,0.03,0.05,0.04,0.91,0.8,0.9,1
"2298",2298,127,4,9,39,1,0.05,0.05,0.05,0.04,0.05,0.05,0.98,0.97,0.05,1
"2299",2299,127,4,10,40,1,0.05,0.06,0.04,0.04,0.06,0.07,0.99,0.98,0.97,1
"2300",2300,127,4,11,41,1,0.04,0.08,0.06,0.07,0.04,0.05,0.94,0.92,0.94,0.97
"2301",2301,127,5,1,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2302",2302,127,5,2,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2303",2303,127,5,3,44,1,0.05,0.05,0.06,0.05,0.06,0.08,0.87,0.9,0.84,0.99
"2304",2304,127,5,4,45,1,0.06,0.05,0.04,0.04,0.03,0.05,0.97,0.94,0.95,0.98
"2305",2305,127,5,5,46,1,0.05,0.01,0.04,0.01,0.06,0.03,0.99,0.03,0.96,0.95
"2306",2306,127,5,6,47,1,0.06,0.11,0.04,0.05,0.09,0.05,0.98,1,0.97,0.96
"2307",2307,127,5,7,48,1,0.04,0.05,0.05,0.04,0.01,0.04,0.97,0.96,0.95,0.91
"2308",2308,127,5,8,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2309",2309,127,5,9,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2310",2310,127,5,10,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2311",2311,127,6,1,52,1,0.06,0.11,0.05,0.06,0.04,0.05,0.96,0.91,0.96,1
"2312",2312,127,6,2,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2313",2313,127,6,3,54,1,0.03,0.03,0.03,0.04,0.03,0.03,0.94,0.91,0.86,0.98
"2314",2314,127,6,4,55,1,0.07,0.04,0.05,0.09,0.09,0.05,0.97,0.94,0.94,0.97
"2315",2315,127,6,5,56,1,0.05,0.03,0.05,0.05,0.05,0.07,0.87,0.86,0.88,0.99
"2316",2316,127,6,6,57,1,0.06,0.05,0.04,0.05,0.09,0.03,0.91,0.92,0.7,1
"2317",2317,127,6,7,58,1,0.06,0.06,0.04,0.04,0.04,0.05,0.85,0.84,0.63,1
"2318",2318,127,6,8,59,1,0.04,0.04,0.04,0.05,0.05,0.03,0.79,0.71,0.66,1
"2319",2319,127,6,9,60,1,0.03,0.04,0.04,0.04,0.04,0.05,0.71,0.68,0.83,1
"2320",2320,127,6,10,61,1,0.07,0.04,0.04,0.05,0.05,0.05,0.83,0.77,0.76,1
"2321",2321,127,7,1,62,1,0.09,0.05,0.05,0.06,0.06,0.08,0.85,0.76,0.79,0.99
"2322",2322,127,7,2,63,1,0.02,0.04,0.04,0.04,0.04,0.05,0.73,0.68,0.67,0.99
"2323",2323,127,7,3,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2324",2324,127,7,4,65,1,0.02,0.04,0.03,0.04,0.07,0.03,0.76,0.71,0.71,1
"2325",2325,127,7,5,66,1,0.04,0.04,0.06,0.05,0.02,0.05,0.7,0.69,0.6,1
"2326",2326,127,7,6,67,1,0.04,0.04,0.03,0.04,0.04,0.07,0.88,0.04,0.87,1
"2327",2327,127,7,7,68,1,0.05,0.03,0.05,0.07,0.04,0.05,0.72,0.77,0.66,1
"2328",2328,127,7,8,69,1,0.04,0.05,0.05,0.04,0.03,0.04,0.71,0.75,0.71,1
"2329",2329,127,7,9,70,1,0.07,0.04,0.04,0.06,0.05,0.05,0.8,0.67,0.58,0.64
"2330",2330,127,7,10,71,1,0.04,0.05,0.05,0.04,0.04,0.05,0.77,0.79,0.76,1
"2331",2331,127,8,1,72,1,0.06,0.04,0.02,0.02,0.04,0.03,0.6,0.68,0.66,1
"2332",2332,127,8,2,73,1,0.05,0.05,0.05,0.04,0.05,0.07,0.69,0.64,0.72,1
"2333",2333,127,8,3,74,1,0.06,0.08,0.04,0.04,0.04,0.05,0.72,0.67,0.69,1
"2334",2334,127,8,4,75,1,0.01,0.04,0.04,0.04,0.03,0.04,0.7,0.78,0.7,1
"2335",2335,127,8,5,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2336",2336,127,8,6,77,1,0.04,0.05,0.04,0.05,0.06,0.13,0.75,0.62,0.67,1
"2337",2337,127,8,7,78,1,0.04,0.05,0.06,0.03,0.03,0.04,0.8,0.65,0.71,1
"2338",2338,127,8,8,79,1,0.04,0.04,0.04,0.05,0.04,0.05,0.75,0.69,0.67,1
"2339",2339,127,8,9,80,1,0.04,0.03,0.02,0.02,0.05,0.03,0.91,0.96,0.85,0.98
"2340",2340,127,8,10,81,1,0.02,0.02,0.02,0.04,0.02,0.05,0.64,0.58,0.67,1
"2341",2341,127,9,1,82,1,0.05,0.05,0.04,0.05,0.05,0.04,0.81,0.69,0.73,1
"2342",2342,127,9,2,83,1,0.14,0.05,0.04,0.06,0.05,0.05,0.93,0.91,0.97,0.97
"2343",2343,127,9,3,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2344",2344,127,9,4,85,1,0.04,0.04,0.06,0.04,0.05,0.05,0.72,0.82,0.61,0.98
"2345",2345,127,9,5,86,1,0.05,0.09,0.04,0.05,0.05,0.06,0.53,0.79,0.7,0.65
"2346",2346,127,9,6,87,1,0.01,0.02,0.03,0.02,0.03,0.02,0.63,0.7,0.62,0.77
"2347",2347,127,9,7,88,1,0.04,0.05,0.05,0.06,0.03,0.02,0.63,0.63,0.67,0.71
"2348",2348,127,9,8,89,1,0.04,0.04,0.05,0.04,0.03,0.04,0.85,0.85,0.04,0.87
"2349",2349,127,9,9,90,1,0.05,0.06,0.06,0.04,0.05,0.06,0.77,0.88,0.8,1
"2350",2350,127,9,10,91,1,0.05,0.05,0.04,0.05,0.05,0.05,0.75,0.87,0.9,0.94
"2351",2351,128,1,1,2,1,0.07,0.21,0,0,0.47,0.45,0.15,0.38,0.32,0.07
"2352",2352,128,1,2,3,1,0.22,0.22,0.18,0,0.26,0.63,0,0.65,0.5,0.56
"2353",2353,128,1,3,4,1,0,0,0.12,0,0.54,0.44,0.27,0.52,0.32,0.21
"2354",2354,128,1,4,5,1,0.11,0,0.2,0,0.7,0.3,0.19,0.47,0.45,0.18
"2355",2355,128,1,5,6,1,0.04,0.01,0.06,0,0.25,0.42,0.2,0.3,0.31,0.08
"2356",2356,128,1,6,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2357",2357,128,1,7,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2358",2358,128,1,8,9,1,0.13,0.06,0.06,0,0.13,0.03,0.21,0.38,0.3,0.1
"2359",2359,128,1,9,10,1,0.06,0.04,0.04,0.02,0.24,0.08,0,0.44,0.47,0.07
"2360",2360,128,2,1,11,1,0.03,0.01,0.07,0,0.05,0.04,0.15,0.9,0.54,0.2
"2361",2361,128,2,2,12,1,0,0,0,0,0,0,0.18,0.91,0.4,0.26
"2362",2362,128,2,3,13,1,0,0,0,0,0,0.6,0,0.13,0.09,0
"2363",2363,128,2,4,14,1,0.18,0.9,0.1,0.07,0.04,0.7,0.1,0.09,0.06,0.08
"2364",2364,128,2,5,15,1,0.12,0.07,0.25,0.12,0.07,1,0.06,0.07,0.09,0.1
"2365",2365,128,2,6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2366",2366,128,2,7,17,1,0,0,0.05,0,0,0.27,0.21,0.12,0.2,0
"2367",2367,128,2,8,18,1,0,0.39,0,0,0.04,0.69,0.38,0,0,0
"2368",2368,128,2,9,19,1,0,0,0,0,0,0.92,0,0.15,0.31,0
"2369",2369,128,2,10,20,1,0.03,0.18,0,0,0,0.57,0.14,0.12,0.18,0
"2370",2370,128,3,1,21,1,0,0.06,0.27,0.11,0.61,0.47,0.02,0.24,0.24,0.12
"2371",2371,128,3,2,22,1,0.11,0.16,0.28,0.29,0.36,0.51,0.19,0.21,0.22,0.35
"2372",2372,128,3,3,23,1,0.83,0.63,0.77,0.63,0.39,0.79,0.09,0.25,0.38,0.05
"2373",2373,128,3,4,24,1,0.51,0.32,0.37,0,0.29,0.55,0.19,0.14,0.42,0.44
"2374",2374,128,3,5,25,1,0.2,0.39,0.34,0.67,0.08,0.61,0.12,0.62,0.19,0.25
"2375",2375,128,3,6,26,1,0.23,0.39,0.42,0.29,0.18,0.51,0.17,0.62,0.63,0.41
"2376",2376,128,3,7,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2377",2377,128,3,8,28,1,0.12,0.51,0.43,0.04,0.08,0.2,0.08,0.11,0.33,0.13
"2378",2378,128,3,9,29,1,0.14,0.22,0.74,0,0,0.86,0,0,0.21,0.11
"2379",2379,128,3,10,30,1,0.1,0.87,0.69,0,0,0.42,0,0.11,0.14,0
"2380",2380,128,4,1,31,1,0,0.15,0.44,0,0,0.14,0,0.13,0.61,0.15
"2381",2381,128,4,2,32,1,0,0.12,0,0,0,0.12,0,0.34,0.02,0
"2382",2382,128,4,3,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383",2383,128,4,4,34,1,0,0.38,0,0,0,0.73,0,0.12,0.27,0
"2384",2384,128,4,5,35,1,0,0,0.4,0,0,0.34,0,0.07,0.16,0
"2385",2385,128,4,6,36,1,0,0.08,0.54,0,0,0.4,0.05,0.16,0.21,0.03
"2386",2386,128,4,7,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387",2387,128,4,8,38,1,0,0,0,0,0,0.49,0,0.2,0.16,0
"2388",2388,128,4,9,39,1,0,0,0.17,0,0,0.5,0,0.22,0.19,0
"2389",2389,128,4,10,40,1,0.2,0.61,0.21,0.22,0.57,1,0,0.31,0.22,0.02
"2390",2390,128,5,1,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391",2391,128,5,2,42,1,0.05,0.21,0.16,0,0,0,0,0.51,0.15,0.31
"2392",2392,128,5,3,43,1,0.21,0,0,0,0,0.04,0,0.4,0,0.01
"2393",2393,128,5,4,44,1,0,0,0.64,0,0,0,0,0.24,0.04,0.2
"2394",2394,128,5,5,45,1,0,0,0.45,0,0,0.12,0,0.55,0.4,0
"2395",2395,128,5,6,46,1,0,0,0.82,0,0,0.23,0,0,0,0
"2396",2396,128,5,7,47,1,0,0,0.08,0,0,0.37,0,0.33,0,0
"2397",2397,128,5,8,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398",2398,128,5,9,49,1,0,0.53,0,0,0,0.76,0,0,0,0
"2399",2399,128,5,10,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400",2400,128,6,1,51,1,0,0,0.19,0,0,0.7,0.1,0.09,0.18,0
"2401",2401,128,6,2,52,1,0,0,0.08,0,0,0,0,0.24,0.15,0
"2402",2402,128,6,3,53,1,0,0,0.3,0,0,0,0,0,0.2,0
"2403",2403,128,6,4,54,1,0,0,0,0,0,0,0,0.47,0.15,0
"2404",2404,128,6,5,55,1,0,0.43,0,0,0,0.57,0,0,0,0
"2405",2405,128,6,6,56,1,0,0,0,0,0,0.3,0,0,0,0
"2406",2406,128,6,7,57,1,0,0,0.45,0,0,0.03,0,0.15,0,0
"2407",2407,128,6,8,58,1,0,0.28,0.27,0,0,0.32,0,0,0,0
"2408",2408,128,6,9,59,1,0,0,0.42,0,0,0.41,0,0.14,0.12,0
"2409",2409,128,6,10,60,1,0,0.27,0.61,0,0,0.45,0,0,0,0
"2410",2410,128,7,1,61,1,0,0.1,0.82,0.12,0.56,0.62,0,0,0,0
"2411",2411,128,7,2,62,1,0.2,0.41,0.7,0.58,0,0.75,0,0,0,0
"2412",2412,128,7,3,63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2413",2413,128,7,4,64,1,0.33,0,0,0,0,0.54,0,0.5,0.24,0
"2414",2414,128,7,5,65,1,0,0.48,0.89,0.05,0,0.85,0,0,0.52,0
"2415",2415,128,7,6,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416",2416,128,7,7,67,1,0.27,0.64,0.71,0.46,0,0.64,0,0,0.22,0
"2417",2417,128,7,8,68,1,0.31,0.86,0.38,0.23,0,0.76,0,0,0,0.36
"2418",2418,128,7,9,69,1,0,0.43,0.37,0,0,0.45,0,0,0,0
"2419",2419,128,7,10,70,1,0,0.66,0.76,0.15,0,0.78,0,0,0,0
"2420",2420,128,8,1,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421",2421,128,8,2,72,1,0,0,0.4,0,0,0.51,0,0,0,0
"2422",2422,128,8,3,73,1,0,0.62,0.45,0,0,0.53,0,0,0,0
"2423",2423,128,8,4,74,1,0,0.51,0.3,0,0,0.56,0,0,0,0.28
"2424",2424,128,8,5,75,1,0,0.24,0.39,0,0,0.39,0,0.13,0,0.19
"2425",2425,128,8,6,76,1,0,0,0.28,0,0,0.26,0,0.12,0,0
"2426",2426,128,8,7,77,1,0,0.28,0.41,0,0,0.59,0,0,0,0
"2427",2427,128,8,8,78,1,0.43,0,0.4,0,0,0.39,0,0,0,0
"2428",2428,128,8,9,79,1,0.24,0.46,0.46,0,0,0.61,0,0,0,0.11
"2429",2429,128,8,10,80,1,0,0,0.21,0,0.16,0.5,0,0,0,0
"2430",2430,128,9,1,81,1,0,0.27,0,0,0,0.13,0,0,0,0
"2431",2431,128,9,2,82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432",2432,128,9,3,83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2433",2433,128,9,4,84,1,0,0,0.41,0,0,0.35,0,0.18,0,0
"2434",2434,128,9,5,85,1,0,0,0,0.06,0,0,0,0,0,0
"2435",2435,128,9,6,86,1,0,0,0.17,0,0,0.23,0,0,0,0
"2436",2436,128,9,7,87,1,0,0,0.32,0.22,0,0,0,0,0,0
"2437",2437,128,9,8,88,1,0,0,0,0,0,0.25,0,0.14,0,0
"2438",2438,128,9,9,89,1,0,0,0.17,0,0,0.11,0,0,0,0
"2439",2439,128,9,10,90,1,0,0,0.24,0.48,0,0.38,0,0,0,0
