"","X","ID","day","missing","Afraid","Active","Alert","Nervous","Attentive","Determined","Hostile","Inspired","Ashamed","Upset"
"10484",108.81,108,81,0,0,0,0.25,0,0.25,0,0,0,0.25,0.25
"10485",108.82,108,82,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10486",108.83,108,83,0,0,1,1,0,1,1,0,1,0,0
"10487",108.84,108,84,0,0,0.25,0,0.25,0.25,0,0,0,0,0.25
"10488",108.85,108,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10489",108.86,108,86,2,0,1,1,0,NA,0.75,0,0.75,0,0
"10490",108.87,108,87,0,0.25,1,0.75,0.25,0.75,0.75,0,0.75,0,0
"10491",108.88,108,88,0,0.25,0.5,0.5,0,0.5,0.5,0,0.5,0,0
"10492",108.89,108,89,0,0,0.5,0.5,0,0.5,0.25,0,0.5,0,0
"10493",108.9,108,90,0,0,0.5,0.5,0,0.5,0.25,0,0.25,0.25,0
"10494",108.91,108,91,0,0,0.25,0.25,0,0.25,0.25,0,0.25,0,0
"10495",108.92,108,92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10496",108.93,108,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10497",108.94,108,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10498",108.95,108,95,0,0,0.25,0.25,0,0.25,0,0,0,0.5,0
"10499",108.96,108,96,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10500",108.97,108,97,0,0,1,0.75,0.25,0.75,0.75,0,0.75,0,0
"10501",108.98,108,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10502",108.99,108,99,0,0.25,1,1,0.5,0.75,1,0,0.75,0,0.25
"10503",108.1,108,100,0,0.25,0.75,0.75,0.5,0.5,0.75,0,0.75,0,0
"10504",108.101,108,101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10505",109.1,109,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10506",109.2,109,2,0,0.75,0,0.5,1,0.25,0.5,0.75,0,0.75,1
"10507",109.3,109,3,0,0,0,0.75,0.25,0,0.75,0.25,0,1,0.5
"10508",109.4,109,4,0,0.25,0,0.75,0.75,0.5,0.75,1,0.25,0.5,0.75
"10509",109.5,109,5,0,0.25,0.75,0.75,1,0.75,0.75,0.5,0.75,0.25,0.25
"10510",109.6,109,6,0,0,0.25,0.5,0.5,0.75,0.75,1,0.75,0.75,0.5
"10511",109.7,109,7,0,1,0.25,0.75,1,1,1,0.5,0.5,0.75,0.75
"10512",109.8,109,8,0,0.25,0,0.75,0.75,0.75,0.5,0.75,0.25,0.75,1
"10513",109.9,109,9,0,0.25,0.5,0.75,0.5,0.75,0.75,0,0.5,0,0.25
"10514",109.1,109,10,0,1,0,1,1,0,0.25,0.25,0.25,0.5,0.75
"10515",109.11,109,11,0,0.75,0,0.5,0.75,0.5,0.5,0.75,0.25,0.25,1
"10516",109.12,109,12,0,0,0,0.5,0.25,0.5,0.5,0.25,0,0,0.5
"10517",109.13,109,13,0,0,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.5
"10518",109.14,109,14,0,0.25,0,0.5,0.5,0.25,0.5,1,0,0,0.75
"10519",109.15,109,15,0,0,0.25,0.5,0.25,0.75,1,0.25,1,0,0
"10520",109.16,109,16,0,0,0.25,0.5,0.25,0.5,0.5,1,0.25,0,0.75
"10521",109.17,109,17,0,0.75,0,0.5,0.5,0.5,0.5,0.5,0.25,0.75,1
"10522",109.18,109,18,0,0,0.5,0.5,0.25,0.5,0.75,1,0.5,0.75,1
"10523",109.19,109,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10524",109.2,109,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10525",109.21,109,21,0,0.75,0.25,0.75,0.75,0.5,0.5,0.5,0.25,0.5,0.25
"10526",109.22,109,22,0,0,0.25,0.5,0.5,0.25,0.25,1,0,0,0.75
"10527",109.23,109,23,0,0,0,0.5,0.75,0.25,0.75,1,0.25,0.5,1
"10528",109.24,109,24,0,0.5,0.5,0.5,0.25,0.25,0.75,0.25,0.25,0.5,0.5
"10529",109.25,109,25,0,0,0.5,0.5,0,0.25,0.5,0.5,0,0.25,0
"10530",109.26,109,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10531",109.27,109,27,0,0.5,0,0.75,1,0,0.25,1,0,0.25,0.5
"10532",109.28,109,28,0,0,0.25,0.5,0.25,0,0.75,0.75,0.25,0.5,0.75
"10533",109.29,109,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10534",109.3,109,30,0,0.25,0.25,0.5,0.75,0.5,0.75,0.75,0.25,0.25,0.25
"10535",109.31,109,31,0,0.5,0.25,0.5,0.75,0.5,0.5,0.25,0.25,0.25,0.25
"10536",109.32,109,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10537",109.33,109,33,2,0,0.5,0.5,0.25,0.5,0.75,0.75,NA,0.25,0.5
"10538",109.34,109,34,0,0.25,0.25,0.25,0.5,0.5,0.75,1,0.5,0.5,0.25
"10539",109.35,109,35,0,0.5,0.25,0.5,0.75,0.25,0.5,0.75,0.25,0.75,0.25
"10540",109.36,109,36,0,0.25,0.25,0.5,0.25,0.25,0.75,1,0.25,0.5,0.5
"10541",109.37,109,37,0,0.25,0.25,0.5,0.5,0.25,0.5,1,0.25,0.5,0.75
"10542",109.38,109,38,0,0.25,0.25,0.25,0.25,0.5,0.75,0.25,0.25,0.5,0.75
"10543",109.39,109,39,0,0.75,0,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0.75
"10544",109.4,109,40,0,0.5,0,0.25,0.25,0.25,0.75,0.25,0.5,0.5,0.75
"10545",109.41,109,41,0,0,0.25,0.5,0.25,0.25,0.5,0.25,0,0,0.25
"10546",109.42,109,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10547",109.43,109,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10548",109.44,109,44,0,1,0.25,0.5,1,1,0.5,1,0.5,0.75,1
"10549",109.45,109,45,0,0.5,0.25,0.25,0.5,0.5,0.5,0.75,0.25,0,0.5
"10550",109.46,109,46,0,0.5,0.5,1,0.75,0.5,0.5,0.5,0.25,0.5,1
"10551",109.47,109,47,0,0.25,0.5,0.5,0,0.5,0.75,0.75,0.25,0,0.25
"10552",109.48,109,48,0,0,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0,0.25
"10553",109.49,109,49,0,0.25,0.25,0.5,0.25,0.5,0.25,0.75,0.5,0.25,0
"10554",109.5,109,50,0,0.25,0.25,0.5,0.25,0.5,0.5,0.75,0.25,0.25,0.5
"10555",109.51,109,51,0,0.5,0.25,0.5,0.5,0.25,0.5,0.75,0.25,0.25,0.75
"10556",109.52,109,52,0,0.25,0.25,0.5,0.75,0.25,0.5,1,0.25,0.25,1
"10557",109.53,109,53,0,0.25,0.25,0.25,0.25,0.5,0.75,0.5,0.25,0.25,0.25
"10558",109.54,109,54,0,0,0.5,0.25,0.25,0.5,0.5,0.25,0.5,0,0
"10559",109.55,109,55,0,0.5,0,0.5,0.75,0.5,0.5,1,0,0.25,1
"10560",109.56,109,56,0,0.25,0.5,0.25,0.5,0.5,0.75,0.75,0.25,0.25,0.25
"10561",109.57,109,57,0,0.25,0.5,0.5,0.75,0.5,0.5,0.75,0.25,0.5,0.5
"10562",109.58,109,58,0,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.75
"10563",109.59,109,59,0,0,0.5,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.25
"10564",109.6,109,60,0,0,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0.25,0.25
"10565",109.61,109,61,0,0,0.25,0.25,0.5,0.25,0.25,0.75,0.5,0,0.5
"10566",109.62,109,62,0,0.5,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.5,0.5
"10567",109.63,109,63,0,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.25
"10568",109.64,109,64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10569",109.65,109,65,0,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0,0.25
"10570",109.66,109,66,0,0,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0,0.25
"10571",109.67,109,67,0,0,0.5,0.25,0.25,0.25,0.5,0.75,0.25,0.75,0.75
"10572",109.68,109,68,0,0,0.75,0.5,0,0.25,0.5,0.5,0.5,0.25,0.25
"10573",109.69,109,69,0,0.25,0.5,0.75,0,0.25,0.5,0.5,0.25,0.5,0.75
"10574",109.7,109,70,0,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0,0.5,0.5
"10575",109.71,109,71,0,0.25,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.25
"10576",109.72,109,72,0,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.25,0.5,0.75
"10577",109.73,109,73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10578",109.74,109,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10579",109.75,109,75,0,0,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.25
"10580",109.76,109,76,0,0,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.25
"10581",109.77,109,77,0,0,0.25,0,0.25,0.25,0.25,0.75,0.25,0.25,0.25
"10582",109.78,109,78,0,0.25,0.25,0.5,0.5,0.25,0.5,0.75,0.25,0.25,0.5
"10583",109.79,109,79,0,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0.25,0.5,0.25
"10584",109.8,109,80,0,0,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0.25,0.5
"10585",109.81,109,81,0,0.25,0.5,0.5,0,0.5,0.5,0.25,0.5,0,0.25
"10586",109.82,109,82,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10587",109.83,109,83,0,0.5,0.5,0.25,0.75,0.5,0.75,0.75,0.25,0.5,0.75
"10588",109.84,109,84,0,0.25,0.5,0.5,0.25,0.25,0.75,0.75,0.25,0.25,0.5
"10589",109.85,109,85,0,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0.25,0.25,0.5
"10590",109.86,109,86,0,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.5
"10591",109.87,109,87,0,0.25,0.5,0.25,0.5,0.25,0.5,0.75,0,0.5,0.5
"10592",109.88,109,88,0,0.5,0.75,0.75,1,0.5,0.75,1,0.25,0.25,1
"10593",109.89,109,89,2,0.75,0.5,0.5,NA,0.75,0.5,1,0.5,0.5,0.75
"10594",109.9,109,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10595",109.91,109,91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10596",109.92,109,92,0,0.5,0.5,0.25,0.25,0.5,0.5,0.75,0.5,0.25,0.25
"10597",109.93,109,93,0,0.25,0.5,0.5,0.75,0.25,0.5,0.75,0.25,0.5,0.5
"10598",109.94,109,94,0,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.5
"10599",109.95,109,95,0,0.5,0.5,0.25,0.5,0.25,0.5,0.75,0.5,0.25,0.25
"10600",109.96,109,96,0,0.25,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.25,0.5
"10601",109.97,109,97,0,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25
"10602",109.98,109,98,0,0.5,0.5,0.5,0.5,0.25,0.5,0.75,0.25,0.25,0.5
"10603",109.99,109,99,0,0,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.75
"10604",109.1,109,100,0,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0.25,0.5,0.5
"10605",109.101,109,101,0,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.25
"10606",110.1,110,1,0,0.5,0.75,0.75,0.5,0.75,0.75,0.25,0.75,0,0.25
"10607",110.2,110,2,0,0.25,0.75,0.5,0.25,0.5,0.5,0.25,0.5,0,0.25
"10608",110.3,110,3,0,0.25,0.75,0.75,0.25,0.75,1,0,0.5,0,0.25
"10609",110.4,110,4,0,0.25,0.75,0.75,0.25,0.75,0.75,0.25,0.5,0,0.25
"10610",110.5,110,5,0,0.5,0.25,0.75,0.5,0.5,0.25,0.5,0.25,0,0.75
"10611",110.6,110,6,0,0,0.5,0.5,0.25,0.5,0.5,0,0.5,0,0.25
"10612",110.7,110,7,0,1,0.75,0.75,1,0.75,0.5,0,0.25,0.75,0.75
"10613",110.8,110,8,0,0,0.5,0.75,0.25,0.75,0.5,0.25,0,0,0.5
"10614",110.9,110,9,0,0,0.5,0.75,0,0.75,0.5,0,0.25,0,0
"10615",110.1,110,10,0,0,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0,0
"10616",110.11,110,11,0,0.25,0.75,0.75,0,0.75,0.75,0.5,0.25,0,0.25
"10617",110.12,110,12,2,NA,0.5,0,0.5,0.5,0.25,0.25,0,0.5,0.25
"10618",110.13,110,13,0,0,0.5,0.25,0.25,0.5,0.5,0.25,0,0,0.25
"10619",110.14,110,14,0,0.25,0.5,0.75,0,0.75,0.5,0.25,0.5,0.25,0
"10620",110.15,110,15,0,0.25,0.75,0.75,0.25,0.75,0.75,0.25,0.25,0,0.5
"10621",110.16,110,16,0,0.25,0.5,0.75,0.25,0.75,0.75,0.25,0,0,0.25
"10622",110.17,110,17,0,0.5,0.5,0.5,0.25,0.5,0.75,0.25,0,0,0.25
"10623",110.18,110,18,0,0.25,0.5,0.5,0.25,0.5,0.75,0.25,0.5,0,0.25
"10624",110.19,110,19,0,0.25,0.5,0.75,0.25,0.5,0,0.25,0,0,0.75
"10625",110.2,110,20,0,0.75,0.25,0.75,0.75,0.5,0.75,0.5,0.25,0,1
"10626",110.21,110,21,0,0.25,0.5,0.5,0.25,0.5,0.75,0.25,0.25,0,0.5
"10627",110.22,110,22,0,0.25,0.5,0.5,0.25,0.75,0.75,0.25,0.25,0,0
"10628",110.23,110,23,0,0.25,0.5,0.5,0.25,0.75,0.75,0.75,0,0,0.5
"10629",110.24,110,24,0,0,0.75,0.75,0,0.75,0.5,0,0.25,0,0
"10630",110.25,110,25,0,0.25,0.75,0.5,0.5,0.75,0.75,0.75,0,0,0.5
"10631",110.26,110,26,0,0,0.75,0.5,0,0.5,0.25,0,0,0,0
"10632",110.27,110,27,0,0,1,0.75,0.25,0.75,1,0,0.5,0,0
"10633",110.28,110,28,0,0.25,0.75,0.5,0.5,0.75,0.75,0.25,0,0,0.5
"10634",110.29,110,29,0,0,0.75,0.75,0.25,0.75,0.5,0.25,0.25,0,0.25
"10635",110.3,110,30,0,0.25,0.75,0.75,0.5,0.75,1,0.25,0,0,0.5
"10636",110.31,110,31,0,0,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0,0.25
"10637",110.32,110,32,0,0.75,0.75,0.5,0.25,0.5,0.75,0.5,0,0,0.5
"10638",110.33,110,33,0,0.25,0.75,0.5,0.25,0.5,0.75,0.25,0,0,0.25
"10639",110.34,110,34,0,0.5,0.25,0.5,0.5,0.25,0,0,0,0,0.75
"10640",110.35,110,35,0,0.25,0.5,0.5,0.5,0.75,0.25,0.75,0,0,0.25
"10641",110.36,110,36,0,0.25,0.5,0.5,0.25,0.75,0.5,0.25,0,0,0.25
"10642",110.37,110,37,0,0.75,0.5,0.75,1,0.75,0.5,0.75,0,0,1
"10643",110.38,110,38,0,0.25,0.5,0.25,0.25,0.5,0.5,0,0,0,0.25
"10644",110.39,110,39,0,0.25,1,0.5,0.5,0.5,0.75,1,0,0,1
"10645",110.4,110,40,0,0,0.25,0.25,0,0,0,0.25,0,0,0.5
"10646",110.41,110,41,2,0.25,0.5,0.5,0.5,0.25,0.5,NA,0,0,0.75
"10647",110.42,110,42,0,0.5,0.5,0.75,0.5,0.75,0.75,0.75,0,0.25,1
"10648",110.43,110,43,0,0.25,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0,0.5
"10649",110.44,110,44,0,0,0.5,0.5,0.25,0.5,0.75,0,0,0,0.25
"10650",110.45,110,45,0,0.25,0.75,0.5,0.25,0.5,0.75,0.25,0,0,0.25
"10651",110.46,110,46,0,0,0.75,0.75,0.25,0.5,0.5,0.25,0,0,0.25
"10652",110.47,110,47,0,0,0.25,0.5,0,0.25,0.25,0,0,0,0
"10653",110.48,110,48,0,0,0.75,0.5,0,0.5,0.25,0,0.25,0,0
"10654",110.49,110,49,0,0.25,0.5,0.5,0.25,0.75,0.75,0.75,0.5,0,0.75
"10655",110.5,110,50,0,0,0.75,0.5,0,0.5,0.5,0,0,0,0.25
"10656",110.51,110,51,0,0.25,0.5,0.5,0.75,0.75,0.5,0.25,0,0,0.25
"10657",110.52,110,52,0,0.25,0.5,0.5,0.25,0.5,0.75,0.25,0,0,0.25
"10658",110.53,110,53,0,0.25,0.75,0.5,0.25,0.5,0.75,0.25,0.25,0,0
"10659",110.54,110,54,0,0,0.75,0.5,0,0.5,0.5,0,0.5,0,0.25
"10660",110.55,110,55,0,0,0.5,0.5,0,0,0.5,0.25,0,0,0.25
"10661",110.56,110,56,0,0.25,0.25,0.5,0.5,0.25,0.25,0.5,0,0,0.75
"10662",110.57,110,57,0,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0,0,0.25
"10663",110.58,110,58,0,0.5,0.5,0.75,0.25,0.75,0.75,0.25,0,0,0.25
"10664",110.59,110,59,0,0.5,0.5,0.25,0.75,0.25,0.25,0.75,0,0,0.75
"10665",110.6,110,60,0,0.25,0.75,0.5,0.25,0.5,0.5,0.5,0,0,0.75
"10666",110.61,110,61,0,0.25,0.75,0.25,0.5,0.5,0.25,0.25,0,0,0.25
"10667",110.62,110,62,0,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0,0,0.25
"10668",110.63,110,63,0,0.25,0.5,0.5,0.75,0.5,0.5,0.25,0,0,0.25
"10669",110.64,110,64,0,0.25,0.25,0.75,0.25,0.5,0.5,0,0.25,0,0.25
"10670",110.65,110,65,0,0.25,0.75,0.5,0.25,0.5,0.25,0.25,0,0,0.25
"10671",110.66,110,66,0,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0,0.25,0.75
"10672",110.67,110,67,0,0.5,0.75,0.75,0.75,0.75,1,0.25,0.25,0,0.75
"10673",110.68,110,68,0,0.25,0.75,0.25,0.25,0.5,0.5,0.25,0.25,0,0.25
"10674",110.69,110,69,0,0.25,0.5,0.75,0.25,0.5,0.5,0,0,0,0.25
"10675",110.7,110,70,2,0.25,0.5,NA,0.5,0.5,0.5,0.25,0,0,0.25
"10676",110.71,110,71,0,0.25,0.75,0.5,0.25,0.5,0.5,0.25,0,0,0.25
"10677",110.72,110,72,0,0.25,0.5,0.5,0.25,0.75,0.5,0,0,0,0.25
"10678",110.73,110,73,0,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0,0,0.25
"10679",110.74,110,74,0,0,0.75,0.5,0.25,0.5,0.75,0.5,0,0,0.25
"10680",110.75,110,75,0,0,0.75,0.75,0.25,0.75,0.5,0,0.25,0,0
"10681",110.76,110,76,0,0.25,0.75,0.5,0.25,0.5,0.25,0,0,0,0.25
"10682",110.77,110,77,0,0.25,0.75,0.75,0.5,0.75,0.5,0.25,0.25,0,0.25
"10683",110.78,110,78,0,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0,0,0.25
"10684",110.79,110,79,0,1,0.5,0.5,1,0.5,0.5,0.75,0,0,0.75
"10685",110.8,110,80,0,0.25,0.5,0.5,0.75,0.5,0.5,0.5,0,0,0.75
"10686",110.81,110,81,0,0.25,0.5,0.5,0.75,0.5,0.75,1,0,0,1
"10687",110.82,110,82,0,0.5,0.75,0.5,0.5,0.25,0.75,0.75,0,0,0.5
"10688",110.83,110,83,0,0.75,0.75,0.5,0.75,0.5,0.75,0.25,0.25,0,0.75
"10689",110.84,110,84,0,0.25,0.75,0.75,0,0.5,0.5,0,0,0,0
"10690",110.85,110,85,0,0.5,0.5,0.5,0.25,0.5,0.75,0.25,0,0,0.75
"10691",110.86,110,86,0,0.25,0.5,0.75,0.5,0.75,0.75,0.25,0,0,0.25
"10692",110.87,110,87,0,0.25,0.75,0.5,0.25,0.5,0.75,0.25,0,0,0.25
"10693",110.88,110,88,0,0,0.5,0.5,0.25,0.5,0.25,0.25,0,0,0.25
"10694",110.89,110,89,0,0.25,0.5,0.5,0.25,0.25,0.25,0,0,0,0
"10695",110.9,110,90,0,0,0.75,0.5,0.25,0.5,0,0.25,0,0,0
"10696",110.91,110,91,0,0.25,0.5,0.75,0.25,0.75,0.75,0.25,0,0,0.25
"10697",110.92,110,92,0,0,0.5,0.5,0.25,0.75,0.75,0.25,0,0,0.25
"10698",110.93,110,93,0,0,0.5,0.5,0.25,0.5,0.5,0.25,0,0,0.25
"10699",110.94,110,94,0,0.25,0.5,0.5,0.25,0.5,0.5,0.75,0,0.25,0.25
"10700",110.95,110,95,0,0.25,0.75,0.5,0.25,0.5,0.5,0.25,0,0,0.25
"10701",110.96,110,96,0,0.25,0.75,0.75,0.25,0.5,0.5,0,0.25,0,0
"10702",110.97,110,97,2,0,0.5,NA,0.25,0.5,0.5,0,0,0,0
"10703",110.98,110,98,0,0.5,0.25,0.5,0.75,0.5,0.5,0.25,0,0,0.25
"10704",110.99,110,99,0,0.25,0.5,0.5,0.25,0.75,0.5,0.25,0,0,0.25
"10705",110.1,110,100,0,0.5,0.5,0.75,1,0.5,0.75,0.75,0,0.25,1
"10706",110.101,110,101,0,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0.25
"10707",111.1,111,1,0,0,0.75,0.75,0.25,1,1,0,0.25,0,0
"10708",111.2,111,2,0,0.25,0.5,0.75,0,0.75,0.5,0,0,0,0.25
"10709",111.3,111,3,0,0.25,0.75,0.75,0,0.75,1,0,0.5,0.5,0
"10710",111.4,111,4,0,0.5,0.75,0.75,0.5,0.75,0.75,0,0.5,0,0.25
"10711",111.5,111,5,0,0.25,0.25,0.75,0.5,0.75,0.5,0.25,0.25,0.25,0.5
"10712",111.6,111,6,0,0.25,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.75
"10713",111.7,111,7,0,0,0.75,0.75,0,0.75,0.75,0,0.25,0,0.25
"10714",111.8,111,8,0,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0,0.25,0.5
"10715",111.9,111,9,0,0.25,0.75,0.75,0,0.75,0.75,0,0.5,0,0.5
"10716",111.1,111,10,0,0.25,0.75,0.75,0.25,0.75,0.75,0,0.5,0,0
"10717",111.11,111,11,0,0,0.75,0.75,0,0.75,0.75,0,0.25,0,0.25
"10718",111.12,111,12,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0,0
"10719",111.13,111,13,0,0,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0,0.25
"10720",111.14,111,14,0,0,0.75,0.75,0.25,0.75,0.75,0,0.5,0,0.25
"10721",111.15,111,15,0,0,1,0.75,0.25,0.75,0.75,0,0.5,0.25,0
"10722",111.16,111,16,0,0.25,0.75,0.75,0.25,0.75,0.75,0.25,0.25,0.25,0
"10723",111.17,111,17,0,0.25,0.75,0.75,0.25,0.75,0.75,0.25,0.25,0.25,0.5
"10724",111.18,111,18,0,0,0.75,0.75,0.25,0.75,1,0,0.25,0.25,0.25
"10725",111.19,111,19,0,0,0.5,0.75,0,0.5,0.75,0,0.5,0,0.25
"10726",111.2,111,20,0,0,0.5,0.75,0.25,0.75,0.5,0.25,0.5,0,0.25
"10727",111.21,111,21,0,0,0.75,0.75,0.25,0.75,0.75,0,0,0.25,0.25
"10728",111.22,111,22,0,0.25,0.75,0.75,0,0.75,0.75,0,0.25,0,0
"10729",111.23,111,23,0,0,0.75,0.75,0.25,0.75,0.5,0,0.25,0.5,1
"10730",111.24,111,24,0,0,0.75,0.75,0,0.75,0.75,0,0.5,0,0
"10731",111.25,111,25,0,0,0.5,0.5,0.25,0.75,0.5,0,0.5,0,0
"10732",111.26,111,26,0,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0,0.5
"10733",111.27,111,27,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.25,0
"10734",111.28,111,28,0,0,0.25,0.5,0,0.5,0.5,0,0.5,0.25,0
"10735",111.29,111,29,0,0,0.25,0.25,0,0.25,0.25,0,0.25,0.25,0.25
"10736",111.3,111,30,0,0.25,0.5,0.75,0.25,0.75,0.75,0,0.25,0.25,0.25
"10737",111.31,111,31,0,0,0.75,0.5,0.25,0.75,0.75,0.25,0.75,0,0.25
"10738",111.32,111,32,0,0.25,0.75,0.75,0.5,0.75,0.5,0.5,0.25,0.5,0.5
"10739",111.33,111,33,0,0,0.75,0.75,0,0.75,0.75,0,0.25,0.25,0
"10740",111.34,111,34,0,0,0.5,0.5,0.5,0.5,0.5,0.25,0,0.25,0.25
"10741",111.35,111,35,0,0,0.75,0.75,0.25,0.75,0.75,0,0.5,0,0
"10742",111.36,111,36,0,0,0.75,0.75,0,0.75,0.75,0,0.5,0,0
"10743",111.37,111,37,0,0,0.75,0.75,0.25,0.75,0.75,0,0.5,0,0.25
"10744",111.38,111,38,0,0,1,0.75,0.25,0.75,0.75,0,0.5,0,0
"10745",111.39,111,39,0,0,1,1,0.25,1,1,0,0.75,0.25,0.25
"10746",111.4,111,40,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.25,0.25
"10747",111.41,111,41,0,0.25,0.5,0.75,0.25,0.75,0.5,0.75,0.25,0.25,0.5
"10748",111.42,111,42,0,0.25,0.75,0.75,0,0.75,0.75,0,0.5,0,0
"10749",111.43,111,43,0,0.25,0.75,0.5,0.25,0.5,0.75,0,0.25,0.25,0
"10750",111.44,111,44,0,0.5,1,1,0.75,1,1,0,0.5,0,0.25
"10751",111.45,111,45,0,0.25,1,1,0.5,1,1,0.5,0.25,0.25,0.75
"10752",111.46,111,46,0,0,0.75,0.75,0,0.75,0.75,0,0.25,0,0
"10753",111.47,111,47,0,0,0.75,0.75,0.25,0.75,0.75,0,0.5,0,0.25
"10754",111.48,111,48,0,0,0.75,0.75,0.25,0.75,0.75,0,0.5,0,0
"10755",111.49,111,49,0,0,0.75,0.75,0.25,0.75,0.75,0,0.75,0,0
"10756",111.5,111,50,0,0,0.75,0.75,0,0.75,0.75,0,0.5,0,0
"10757",111.51,111,51,0,0,0.75,0.75,0.25,0.75,0.75,0.25,0.5,0,0.25
"10758",111.52,111,52,0,0,0.75,0.75,0,0.75,0.75,0.25,0.25,0,0
"10759",111.53,111,53,0,0.25,0.75,0.75,0.25,0.75,0.75,0,0,0,0.25
"10760",111.54,111,54,0,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0,0.5
"10761",111.55,111,55,0,0.25,0.5,0.75,0,0.75,0.75,0.25,0.75,0.25,0.25
"10762",111.56,111,56,0,0,0,0.75,0,0.75,0.75,0,0.75,0,0
"10763",111.57,111,57,0,0,0.75,0.75,0,0.75,0.75,0,0.75,0,0
"10764",111.58,111,58,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0
"10765",111.59,111,59,0,0,0.5,0.75,0,0.75,0.5,0,0.25,0,0
"10766",111.6,111,60,0,0,0.75,0.5,0,0.5,0.5,0,0.5,0,0
"10767",111.61,111,61,0,0,0.5,0.75,0,0.75,0.5,0,0.5,0.25,0
"10768",111.62,111,62,0,0.25,0.75,0.75,0.25,1,1,0,0.5,0.25,0
"10769",111.63,111,63,0,0,1,1,0.25,1,1,0,0.5,0,0
"10770",111.64,111,64,0,0,0.75,0.75,0.25,0.75,0.75,0,0.25,0,0.5
