"","X","ID","day","beep","obsNumber","missed","Angry","Anxiety","Guilty","Sad","Happy","Relaxed","Confident"
"3018",3018,43,4,4,32,0,0.22,0.3,0.39,0.22,0.41,0.68,0.25
"3019",3019,43,4,5,33,1,NA,NA,NA,NA,NA,NA,NA
"3020",3020,43,4,6,34,0,0.27,0.25,0.19,0.41,0.35,0.7,0.62
"3021",3021,43,4,7,35,1,NA,NA,NA,NA,NA,NA,NA
"3022",3022,43,4,8,36,0,0.25,0.22,0.65,0.29,0.41,0.63,0.33
"3023",3023,43,4,9,37,0,0.6,0.72,0.94,0.76,0.14,0.65,0.16
"3024",3024,43,4,10,38,0,0.38,0.18,0.26,0.66,0.59,0.91,0.17
"3025",3025,43,5,1,39,1,NA,NA,NA,NA,NA,NA,NA
"3026",3026,43,5,2,40,0,0.42,0.1,0.18,0.11,0.26,0.68,0.24
"3027",3027,43,5,3,41,0,NA,0.7,NA,NA,0.13,NA,NA
"3028",3028,43,5,4,42,0,0.72,0.64,0.76,0.7,0.14,0.73,0.34
"3029",3029,43,5,5,43,0,0.32,0.56,0.67,0.45,0.36,0.66,0.22
"3030",3030,43,5,6,44,0,0.25,0.18,0.7,0.37,0.65,0.74,0.35
"3031",3031,43,5,7,45,0,0.22,0.37,0.88,0.71,0.59,0.76,0.21
"3032",3032,43,5,8,46,0,0.12,0.25,0.94,0.62,0.36,0.87,0.32
"3033",3033,43,5,9,47,0,0.32,0.15,0.67,0.01,0.84,0.77,0.65
"3034",3034,43,5,10,48,1,NA,NA,NA,NA,NA,NA,NA
"3035",3035,43,6,1,49,1,NA,NA,NA,NA,NA,NA,NA
"3036",3036,43,6,2,50,0,0.16,0.61,0.04,0.61,0.59,0.32,0.71
"3037",3037,43,6,3,51,0,0.17,0.36,0.42,0.75,0.4,0.77,0.43
"3038",3038,43,6,4,52,1,NA,NA,NA,NA,NA,NA,NA
"3039",3039,43,6,5,53,0,0.22,0.35,0.26,0.26,0.55,0.31,0.6
"3040",3040,43,6,6,54,0,0.27,0.34,0.26,0.37,0.77,0.67,0.66
"3041",3041,43,6,7,55,0,0.13,0.2,0.17,0.67,0.39,0.62,0.61
"3042",3042,43,6,8,56,0,0.44,0.2,0.7,0.23,0.73,0.77,0.56
"3043",3043,43,6,9,57,0,0.28,0.37,0.64,0.17,0.58,0.9,0.29
"3044",3044,43,6,10,58,0,0.44,0.11,0.62,0.71,0.32,0.9,0.23
"3045",3045,43,6,11,59,1,NA,NA,NA,NA,NA,NA,NA
"3046",3046,43,7,1,60,1,NA,NA,NA,NA,NA,NA,NA
"3047",3047,43,7,2,61,0,0.42,0.69,0.6,0.69,0.4,0.08,0.63
"3048",3048,43,7,3,62,0,0.28,0.69,0.11,0.41,0.26,0.34,0.38
"3049",3049,43,7,4,63,0,0.14,0.15,0.3,0.15,0.56,0.66,0.6
"3050",3050,43,7,5,64,1,NA,NA,NA,NA,NA,NA,NA
"3051",3051,43,7,6,65,0,0.17,0.8,0.41,0.29,0.69,0.58,0.56
"3052",3052,43,7,7,66,0,0.05,0.8,0.18,0.28,0.59,0.26,0.63
"3053",3053,43,7,8,67,0,0.23,0.27,0.15,0.68,0.43,0.74,0.39
"3054",3054,43,7,9,68,0,0.06,0.67,0.07,0.24,0.46,0.86,0.7
"3055",3055,43,7,10,69,0,0.2,0.69,0.64,0.36,0.58,0.62,0.42
"3056",3056,44,1,1,0,0,0,0.14,0.05,0.06,0.79,0.84,0.76
"3057",3057,44,1,2,1,0,0,0.01,0.04,0.07,0.83,0.64,0.8
"3058",3058,44,1,3,2,1,NA,NA,NA,NA,NA,NA,NA
"3059",3059,44,1,4,3,0,0.1,0.08,0,0,0.73,0.21,0.66
"3060",3060,44,1,5,4,0,0.02,0,0,0,0.93,0.55,0.71
"3061",3061,44,1,6,5,0,0,0.26,0.14,0,0.87,0.19,0.82
"3062",3062,44,1,7,6,0,0.01,0.05,0,0,0.57,0.19,0.8
"3063",3063,44,1,8,7,0,0.18,0.23,0.13,0,0.75,0.26,0.76
"3064",3064,44,1,9,8,0,0.13,0,0.13,0,0.62,0.19,0.68
"3065",3065,44,1,10,9,1,NA,NA,NA,NA,NA,NA,NA
"3066",3066,44,2,1,10,0,0,0.05,0.01,0,0.88,0.99,0.99
"3067",3067,44,2,2,11,1,NA,NA,NA,NA,NA,NA,NA
"3068",3068,44,2,3,12,0,0,0,0,0,0.83,0.04,0.71
"3069",3069,44,2,4,13,0,0,0.01,0,0,0.89,0.57,0.96
"3070",3070,44,2,5,14,0,0.06,0.71,0,0.05,0.55,0.18,0.82
"3071",3071,44,2,6,15,0,0,0,0.01,0,0.84,0.73,0.78
"3072",3072,44,2,7,16,0,0,0,0.02,0,1,0.94,0.86
"3073",3073,44,2,8,17,0,0.19,0.25,0,0,0.77,0.68,0.56
"3074",3074,44,2,9,18,0,0,0,0,0,0.8,0.73,0.96
"3075",3075,44,2,10,19,0,0,0.03,0,0,0.97,0.72,0.96
"3076",3076,44,3,1,20,0,0.64,0,0,0.21,0.81,0.74,0.85
"3077",3077,44,3,2,21,0,0,0,0,0,0.84,0.94,0.92
"3078",3078,44,3,3,22,1,NA,NA,NA,NA,NA,NA,NA
"3079",3079,44,3,4,23,0,0,0,0,0,0.92,0.96,0.86
"3080",3080,44,3,5,24,0,0,0.01,0,0,0.74,0.84,0.65
"3081",3081,44,3,6,25,0,0,0.03,0,0,0.93,0.78,1
"3082",3082,44,3,7,26,1,NA,NA,NA,NA,NA,NA,NA
"3083",3083,44,3,8,27,0,0.03,0,0,0,0.98,0.91,1
"3084",3084,44,3,9,28,0,0,0,0,0,1,0.9,0.84
"3085",3085,44,3,10,29,0,0,0.14,0.25,0,0.65,0.58,0.81
"3086",3086,44,3,11,30,0,0,0,0.23,0,0.65,0.81,0.72
"3087",3087,44,4,1,31,0,0.06,0.06,0,0,0.83,0.95,0.64
"3088",3088,44,4,2,32,0,0,0.09,0.01,0,0.74,0.48,0.76
"3089",3089,44,4,3,33,0,0,0,0,0,0.85,0.74,0.79
"3090",3090,44,4,4,34,0,0,0.08,0,0,0.87,0.94,0.87
"3091",3091,44,4,5,35,1,NA,NA,NA,NA,NA,NA,NA
"3092",3092,44,4,6,36,0,0,0.06,0.11,0,0.56,0.28,0.82
"3093",3093,44,4,7,37,0,0,0,0,0,0.84,0.74,0.85
"3094",3094,44,4,8,38,0,0,0,0,0,0.78,0.72,0.9
"3095",3095,44,4,9,39,0,0.04,0,0,0,0.85,0.56,0.59
"3096",3096,44,4,10,40,0,0.03,0,0,0.01,0.87,0.63,0.92
"3097",3097,44,5,1,41,0,0.01,0.07,0.1,0,0.73,0.85,0.68
"3098",3098,44,5,2,42,1,NA,NA,NA,NA,NA,NA,NA
"3099",3099,44,5,3,43,1,NA,NA,NA,NA,NA,NA,NA
"3100",3100,44,5,4,44,1,NA,NA,NA,NA,NA,NA,NA
"3101",3101,44,5,5,45,0,0,0,0,0,0.83,0.69,0.72
"3102",3102,44,5,6,46,0,0,0.05,0.01,0,0.73,0.64,0.82
"3103",3103,44,5,7,47,0,0,0,0,0,0.73,0.72,0.66
"3104",3104,44,5,8,49,0,0,0,0,0,0.79,0.76,0.69
"3105",3105,44,5,9,50,0,0,0,0,0.02,0.65,0.6,0.66
"3106",3106,44,5,10,51,0,0,0,0,0,0.55,0.61,0.48
"3107",3107,44,6,1,52,0,0,0,0,0,0.73,0.34,0.81
"3108",3108,44,6,2,53,0,0,0.36,0.04,0,0.63,0.43,0.79
"3109",3109,44,6,3,54,1,NA,NA,NA,NA,NA,NA,NA
"3110",3110,44,6,4,55,0,0,0.07,0.08,0.02,0.6,0.3,0.67
"3111",3111,44,6,5,56,0,0,0,0,0,0.74,0.71,0.67
"3112",3112,44,6,6,57,0,0,0,0,0,0.77,0.64,0.71
"3113",3113,44,6,7,58,1,NA,NA,NA,NA,NA,NA,NA
"3114",3114,44,6,8,59,0,0,0.06,0,0,0.76,0.88,0.59
"3115",3115,44,6,9,60,0,0,0,0,0,0.8,0.98,0.69
"3116",3116,44,6,10,61,0,0,0.28,0.16,0.13,0.31,0.17,0.57
"3117",3117,44,7,1,62,0,0,0,0.03,0,0.84,0.71,0.77
"3118",3118,44,7,2,63,1,NA,NA,NA,NA,NA,NA,NA
"3119",3119,44,7,3,64,0,0,0.03,0,0,0.77,0.64,0.65
"3120",3120,44,7,4,65,0,0,0,0,0,0.89,0.73,0.82
"3121",3121,44,7,5,66,0,0,0,0.24,0,1,0.75,0.87
"3122",3122,44,7,6,67,0,0,0,0.01,0,0.81,0.83,0.76
"3123",3123,44,7,7,68,0,0,0,0,0,0.95,0.9,0.84
"3124",3124,44,7,8,69,1,NA,NA,NA,NA,NA,NA,NA
"3125",3125,44,7,9,70,0,0,0,0,0,0.92,0.64,0.87
"3126",3126,44,7,10,71,1,NA,NA,NA,NA,NA,NA,NA
"3127",3127,44,8,1,72,1,NA,NA,NA,NA,NA,NA,NA
"3128",3128,44,8,2,73,0,0,0,0,0.01,0.89,0.17,0.57
"3129",3129,45,1,1,0,0,0,0.63,0.35,0.6,0.6,0.5,0.2
"3130",3130,45,1,2,1,0,0.5,0.22,0.23,0.67,0.31,0.26,0.23
"3131",3131,45,1,3,2,0,0.01,0,0.67,0,0.5,0.5,0.02
"3132",3132,45,1,4,3,0,0.12,0.12,0.72,0.77,0.19,0.25,0.23
"3133",3133,45,1,5,4,0,0.4,0.73,0.38,0.61,0.5,0.33,0.49
"3134",3134,45,1,6,5,0,0.16,0.02,0.62,0.16,0.27,0.5,0.23
"3135",3135,45,1,7,6,0,0,0.56,0.75,0.01,0.32,0.51,0.05
"3136",3136,45,1,8,7,0,0,0.14,0.08,0.07,0.46,0.48,0.25
"3137",3137,45,1,9,8,0,0.11,0,0.62,0.28,0.3,0.49,0.28
"3138",3138,45,2,1,9,0,0,0.61,0.1,0.38,0.69,0.34,0.18
"3139",3139,45,2,2,10,0,0,0,0.69,0.04,0.5,0.37,0.28
"3140",3140,45,2,3,11,0,0.09,0.18,0.09,0.11,0.84,1,0.39
"3141",3141,45,2,4,12,0,0.61,0.64,0.64,0.73,0.77,0.24,0.26
"3142",3142,45,2,5,13,0,0.09,0,0.27,0.51,0.18,0.9,0.5
"3143",3143,45,2,6,14,0,0.01,0.5,0.14,0.15,0.31,0,0.5
"3144",3144,45,2,7,15,0,0,0,0.51,0.27,0.62,0.49,0.51
"3145",3145,45,2,8,16,0,0.52,0.1,0.2,0.51,0.38,0.48,0.49
"3146",3146,45,2,9,17,0,0,0.34,0,0,0.87,0.64,0.51
"3147",3147,45,2,10,18,0,0,0,0,0,0.51,0.49,0.46
"3148",3148,45,2,11,19,0,0,0.16,0.39,0,0.71,0.49,0.48
"3149",3149,45,3,1,20,0,0.49,0.49,0.3,0.28,0.5,0.5,0.49
"3150",3150,45,3,2,21,0,0.02,0.01,0.54,0,0.5,0.49,0.49
"3151",3151,45,3,3,22,0,0,0.5,0,0,0.49,0.49,0.5
"3152",3152,45,3,4,23,0,0,0.1,0.06,0,0.72,0.51,0.5
"3153",3153,45,3,5,24,0,0,0,0,0,0.5,0.5,0.45
"3154",3154,45,3,6,25,0,0,0.26,0.29,0,0.03,0.89,0.49
"3155",3155,45,3,7,26,0,0,0.5,0.68,0,0.44,0.5,0.07
"3156",3156,45,3,8,27,0,0,0,0,0,0.5,0.5,0.5
"3157",3157,45,3,9,28,0,0,0,0,0,0.49,0.62,0.5
"3158",3158,45,4,1,29,0,0,0.34,0,0.04,0.32,0.51,0.51
"3159",3159,45,4,2,30,0,0.02,0.32,0,0,0.5,0.5,0.5
"3160",3160,45,4,3,31,0,0,0.07,0.01,0.05,0.05,0.49,0.5
"3161",3161,45,4,4,32,0,0,0.5,0.3,0,0.48,0.63,0.46
"3162",3162,45,4,5,33,0,0,0,0.22,0.2,0.49,0.5,0.5
"3163",3163,45,4,6,34,0,0.11,0.5,0.5,0.1,0.5,0.49,0.51
"3164",3164,45,4,7,35,0,0,0,0.19,0,0.5,0.49,0.49
"3165",3165,45,4,8,36,0,0.3,0.19,0.5,0,0.5,0.49,0.5
"3166",3166,45,4,9,37,0,0.09,0.15,0.2,0,0.51,0.48,0.49
"3167",3167,45,4,10,38,0,0.01,0.51,0.01,0.08,0.52,0.5,0.51
"3168",3168,45,4,11,39,0,0,0,0.02,0,0.49,0.48,0.49
"3169",3169,45,5,1,40,0,0,0,0,0,0.49,0.5,0.49
"3170",3170,45,5,2,41,0,0,0.13,0.19,0.02,0.47,0.78,0.44
"3171",3171,45,5,3,42,0,0.04,0.06,0.02,0.11,0.5,0.49,0.53
"3172",3172,45,5,4,43,0,0.17,0.33,0.6,0.17,0.27,0.49,0.18
"3173",3173,45,5,5,44,0,0.06,0.53,0.28,0.52,0.51,0.51,0.52
"3174",3174,45,5,6,45,0,0.85,0.05,0.23,0.36,0.48,0.5,0.49
"3175",3175,45,5,7,46,0,0.1,0.48,0.19,0.21,0.49,0.5,0.49
"3176",3176,45,5,8,47,0,0,0.28,0.61,0.08,0.49,0.04,0.21
"3177",3177,45,5,9,48,0,0.26,0.5,0.88,0.22,0.72,0.5,0.52
"3178",3178,45,5,10,49,0,0.28,0.5,0.74,0.23,0.49,0.5,0.5
"3179",3179,45,5,11,50,0,0.15,0.12,0.06,0.09,0.51,0.51,0.5
"3180",3180,45,6,1,51,0,0.2,0.21,0.17,0.1,0.49,0.5,0.5
"3181",3181,45,6,2,52,0,0.07,0.3,0.18,0.08,0.5,0.49,0.47
"3182",3182,45,6,3,53,0,0.49,0.5,0.24,0.24,0.69,0.37,0.28
"3183",3183,45,6,4,54,0,0,0.25,0.1,0.25,0.5,0.5,0.49
"3184",3184,45,6,5,55,0,0.13,0.25,0.11,0,0.51,0.09,0.5
"3185",3185,45,6,6,56,0,0.06,0.5,0.13,0.15,0.5,0.51,0.49
"3186",3186,45,6,7,57,0,0.27,0.48,0.2,0.23,0.5,0.46,0.48
"3187",3187,45,6,8,58,0,0.18,0.49,0.07,0.13,0.51,0.49,0.2
"3188",3188,45,6,9,59,0,0.1,0.17,0.15,0.05,0.52,0.51,0.5
"3189",3189,45,6,10,60,0,0.2,0.17,0.14,0.07,0.5,0.5,0.62
"3190",3190,45,6,11,61,0,0.17,0.18,0.2,0.2,0.8,0.51,0.5
"3191",3191,45,6,12,62,0,0.24,0.24,0.16,0.23,0.95,0.5,0.74
"3192",3192,45,7,1,63,0,0.11,0.16,0.17,0.08,0.5,0.5,0.49
"3193",3193,45,7,2,64,0,0.02,0.61,0.11,0.27,0.5,0.5,0.5
"3194",3194,45,7,3,65,0,0.1,0.18,0.17,0.17,0.34,0.5,0.5
"3195",3195,45,7,4,66,0,0.32,0.19,0.15,0.15,0.15,0.5,0.5
"3196",3196,45,7,5,67,0,0.17,0.28,0.18,0.3,0.51,0.66,0.5
"3197",3197,45,7,6,68,0,0.23,0.22,0.12,0.26,0.78,0.48,0.5
"3198",3198,45,7,7,69,0,0,0.2,0.21,0.2,0.14,0.5,0.25
"3199",3199,45,7,8,70,0,0.01,0.21,0.08,0.15,0.72,0.79,0.22
"3200",3200,45,7,9,71,0,0.15,0.23,0.21,0.75,0.11,0.49,0.19
"3201",3201,45,7,10,72,1,NA,NA,NA,NA,NA,NA,NA
"3202",3202,45,8,1,73,0,0,0.71,0.26,0.29,0.75,0.16,0.16
"3203",3203,46,1,1,0,1,NA,NA,NA,NA,NA,NA,NA
"3204",3204,46,1,2,1,1,NA,NA,NA,NA,NA,NA,NA
"3205",3205,46,1,3,2,0,0.21,0.2,0.22,0.33,0.78,0.58,0.67
"3206",3206,46,1,4,3,0,0.42,0.9,0.56,0.71,0.17,0.23,0.29
"3207",3207,46,1,5,4,0,0.35,0.06,0.55,0.44,0.58,0.67,0.61
"3208",3208,46,1,6,5,0,0.36,0.71,0.86,0.18,0.76,0.98,0.71
"3209",3209,46,1,7,6,1,NA,NA,NA,NA,NA,NA,NA
"3210",3210,46,1,8,7,1,NA,NA,NA,NA,NA,NA,NA
"3211",3211,46,1,9,8,1,NA,NA,NA,NA,NA,NA,NA
"3212",3212,46,2,1,9,0,0.29,0.62,0.23,0.22,0.69,0.84,0.65
"3213",3213,46,2,2,10,0,0.2,0.19,0.59,0.72,0.66,0.73,0.68
"3214",3214,46,2,3,11,0,0.28,0.36,0.76,0.18,0.79,0.75,0.67
"3215",3215,46,2,4,12,0,0.39,0.28,0.63,0.31,0.71,0.75,0.83
"3216",3216,46,2,5,13,0,0.19,0.86,0.65,0.27,0.73,0.78,0.82
"3217",3217,46,2,6,14,1,NA,NA,NA,NA,NA,NA,NA
"3218",3218,46,2,7,15,0,0.13,0,0.15,0.81,0.87,0.89,0.78
"3219",3219,46,2,8,16,0,0.83,0.89,0.97,0.85,0.22,1,0.95
"3220",3220,46,2,9,17,0,0,0,0,0,0.9,1,1
"3221",3221,46,2,10,18,1,NA,NA,NA,NA,NA,NA,NA
"3222",3222,46,2,11,19,1,NA,NA,NA,NA,NA,NA,NA
"3223",3223,46,2,12,20,1,NA,NA,NA,NA,NA,NA,NA
"3224",3224,46,3,1,21,1,NA,NA,NA,NA,NA,NA,NA
"3225",3225,46,3,2,22,1,NA,NA,NA,NA,NA,NA,NA
"3226",3226,46,3,3,23,1,NA,NA,NA,NA,NA,NA,NA
"3227",3227,46,3,4,24,0,0.01,0.9,0.84,0.79,0.02,0.31,0.15
"3228",3228,46,3,5,25,0,0.04,0.81,0.87,0.91,0.09,0.85,0.79
"3229",3229,46,3,6,26,1,NA,NA,NA,NA,NA,NA,NA
"3230",3230,46,3,7,27,0,0.07,0.13,0.18,0.33,0.97,0.87,0.82
"3231",3231,46,3,8,28,0,0.01,0.89,0.09,0.18,0.85,1,0.87
"3232",3232,46,3,9,29,1,NA,NA,NA,NA,NA,NA,NA
"3233",3233,46,3,10,30,0,0.05,0.8,0.79,0.82,0.09,0.05,0.93
"3234",3234,46,3,11,31,1,NA,NA,NA,NA,NA,NA,NA
"3235",3235,46,4,1,32,0,0,0.7,0,0,0.91,0.93,0.96
"3236",3236,46,4,2,33,1,NA,NA,NA,NA,NA,NA,NA
"3237",3237,46,4,3,34,1,NA,NA,NA,NA,NA,NA,NA
"3238",3238,46,4,4,35,1,NA,NA,NA,NA,NA,NA,NA
"3239",3239,46,4,5,36,0,0,0,0.04,0.94,0.96,1,0.83
"3240",3240,46,4,6,37,1,NA,NA,NA,NA,NA,NA,NA
"3241",3241,46,4,7,38,1,NA,NA,NA,NA,NA,NA,NA
"3242",3242,46,4,8,39,1,NA,NA,NA,NA,NA,NA,NA
"3243",3243,46,4,9,40,1,NA,NA,NA,NA,NA,NA,NA
"3244",3244,46,4,10,41,1,NA,NA,NA,NA,NA,NA,NA
"3245",3245,46,4,11,42,1,NA,NA,NA,NA,NA,NA,NA
"3246",3246,46,5,1,43,1,NA,NA,NA,NA,NA,NA,NA
"3247",3247,46,5,2,44,0,0.14,1,1,1,0,1,1
"3248",3248,46,5,3,45,0,0.81,0.97,0.87,0.04,0.9,0.92,0.72
"3249",3249,46,5,4,46,0,0.78,0.91,0.88,0.89,0.19,0.88,0.04
"3250",3250,46,5,5,47,0,0.77,0.8,0.9,0.1,0.92,1,0.15
"3251",3251,46,5,6,48,0,0.25,0.77,0.79,0.92,0,0.25,0.24
"3252",3252,46,5,7,49,1,NA,NA,NA,NA,NA,NA,NA
"3253",3253,46,5,8,50,0,0.1,0.07,0.77,0.02,0.91,0.86,0.95
"3254",3254,46,5,9,51,0,0,0.96,1,0,1,1,0.95
"3255",3255,46,5,10,52,1,NA,NA,NA,NA,NA,NA,NA
"3256",3256,46,6,1,53,0,0.07,0.88,0.07,0.14,0.07,0.93,0.84
"3257",3257,46,6,2,54,0,0.96,1,0.86,0.86,0.24,0.07,0.19
"3258",3258,46,6,3,55,1,NA,NA,NA,NA,NA,NA,NA
"3259",3259,46,6,4,56,0,0,0.05,0.17,0.09,0.97,0.96,1
"3260",3260,46,6,5,57,1,NA,NA,NA,NA,NA,NA,NA
"3261",3261,46,6,6,58,0,0.01,1,1,1,1,0.85,0.94
"3262",3262,46,6,7,59,0,0.04,0.03,0.03,0.89,0.98,1,0.9
"3263",3263,46,6,8,60,0,0.01,1,1,0.96,0.06,0.88,0.76
"3264",3264,46,6,9,61,0,0,0.87,0,0.07,0.84,0.98,1
"3265",3265,46,6,10,62,1,NA,NA,NA,NA,NA,NA,NA
"3266",3266,46,6,11,63,1,NA,NA,NA,NA,NA,NA,NA
"3267",3267,46,6,12,64,1,NA,NA,NA,NA,NA,NA,NA
"3268",3268,46,7,1,65,1,NA,NA,NA,NA,NA,NA,NA
"3269",3269,46,7,2,66,1,NA,NA,NA,NA,NA,NA,NA
"3270",3270,46,7,3,67,1,NA,NA,NA,NA,NA,NA,NA
"3271",3271,46,7,4,68,0,0,0.84,0.04,0.07,1,0.96,0.87
"3272",3272,46,7,5,69,0,0.08,0.87,1,0.04,0.95,1,0.98
"3273",3273,46,7,6,70,1,NA,NA,NA,NA,NA,NA,NA
"3274",3274,46,7,7,71,1,NA,NA,NA,NA,NA,NA,NA
"3275",3275,46,7,8,72,0,0.16,0.09,0.8,0.24,0.93,1,0.95
"3276",3276,46,7,9,73,0,0.35,0.86,0.71,0.86,0.14,0.24,0.22
"3277",3277,46,7,10,74,0,0,0.84,0.95,0.92,1,0.07,1
"3278",3278,46,7,11,75,0,0.1,0.92,0.16,0.16,0.81,0.92,0.79
"3279",3279,47,1,1,0,0,0.63,0.63,0.33,0.14,0.67,0.82,0.49
"3280",3280,47,1,2,1,0,0.19,0.62,0.15,0.3,0.63,0.76,0.46
"3281",3281,47,1,3,2,0,0.2,0.15,0.13,0.08,0.85,0.92,0.89
"3282",3282,47,1,4,3,0,0,0.07,0.06,0,0.99,1,1
"3283",3283,47,1,5,4,0,0.08,0,0.09,0,0.95,0.97,0.92
"3284",3284,47,1,6,5,0,0,0.16,0.03,0.09,0.94,0.99,0.9
"3285",3285,47,2,1,6,1,NA,NA,NA,NA,NA,NA,NA
"3286",3286,47,2,2,7,0,0.15,0.28,0.08,0.24,1,0.87,0.82
"3287",3287,47,2,3,8,0,0.09,0.84,0.8,0.14,0.84,0.25,0.86
"3288",3288,47,2,4,9,0,0.05,0.05,0.2,0,0.89,0.89,0.12
"3289",3289,47,2,5,10,0,0.09,0.58,0.88,0.12,0.45,0.32,0.22
"3290",3290,47,2,6,11,0,0.01,0.41,0.59,0.03,0.49,0.58,0.4
"3291",3291,47,2,7,12,0,0.34,0.65,0.2,0.17,0.86,0.78,0.48
"3292",3292,47,2,8,13,0,0.12,0.25,0.71,0,0.7,0.93,0.52
"3293",3293,47,2,9,14,0,0.07,0.18,0,0.08,0.74,0.85,0.64
"3294",3294,47,2,10,15,0,0.15,0.75,0.1,0.56,0.41,0.71,0.27
"3295",3295,47,3,1,16,0,0.69,0.78,0.23,0.65,0.13,0.48,0.26
"3296",3296,47,3,2,18,0,0.19,0.7,0.6,0.65,0.39,0.38,0.16
"3297",3297,47,3,3,19,0,0.1,0.25,0.37,0.45,0.75,0.77,0.61
"3298",3298,47,3,4,20,0,0.21,0.29,0.74,0.33,0.52,0.75,0.32
"3299",3299,47,3,5,21,0,0.11,0.26,0.06,0.05,0.58,0.84,0.24
"3300",3300,47,3,6,22,0,0.2,0.67,0.58,0.3,0.63,0.9,0.34
"3301",3301,47,3,7,23,0,0.18,0.66,0.13,0.16,0.9,0.86,0.75
"3302",3302,47,3,8,24,0,0.15,0.13,0.18,0.04,0.96,0.86,0.84
"3303",3303,47,3,9,25,0,0.21,0.16,0.6,0.22,0.66,0.95,0.64
"3304",3304,47,4,1,26,0,0.2,0.17,0.6,0.63,0.32,0.72,0.27
"3305",3305,47,4,2,27,0,0.03,0.32,0.63,0.06,0.88,0.77,0.84
"3306",3306,47,4,3,28,0,0.05,0.78,0.13,0.12,0.55,0.26,0.27
"3307",3307,47,4,4,29,0,0.26,0.8,0.14,0.13,0.87,0.86,0.92
"3308",3308,47,4,5,30,0,0,0.76,0.1,0.21,0.85,0.88,0.95
"3309",3309,47,4,6,31,0,0.15,0.82,0.14,0.23,0.74,0.96,0.77
"3310",3310,47,4,7,32,0,0.15,0.71,0.2,0.06,0.78,0.78,0.87
"3311",3311,47,4,8,33,0,0.31,0.28,0.16,0.2,0.78,0.74,0.71
"3312",3312,47,4,9,34,0,0.14,0.96,0.13,0.11,0.87,0.9,0.09
"3313",3313,47,4,10,35,0,0.14,0.76,0.09,0.05,0.84,0.86,0.92
"3314",3314,47,4,11,36,0,0.68,0.69,0.22,0.31,1,0.67,1
"3315",3315,47,5,1,37,0,0.19,0.31,0.13,0.19,0.83,1,0.17
"3316",3316,47,5,2,38,0,0.14,0.2,0.76,0.08,0.82,0.9,0.7
"3317",3317,47,5,3,39,0,0,0.29,0.09,0.18,0.84,0.9,0.28
"3318",3318,47,5,4,40,0,0.14,0.71,0.42,0.32,0.88,0.08,0.31
"3319",3319,47,5,5,41,0,0.14,0.08,0.09,0.2,0.94,0.87,0.8
"3320",3320,47,5,6,42,0,0.12,0.15,0.14,0.09,0.88,0.85,0.85
"3321",3321,47,5,7,43,0,0.25,0.74,0.32,0.72,0.79,0.73,0.16
"3322",3322,47,5,8,44,0,0.08,0.83,0.06,0.14,0.97,0.96,0.8
"3323",3323,47,5,9,45,0,0.09,0.81,0.1,0.26,0.9,0.9,0.83
"3324",3324,47,5,10,46,0,0,0.69,0.27,0.04,1,1,0.76
"3325",3325,47,6,1,47,0,0.13,0.69,0.21,0.54,0.63,0.81,0.36
"3326",3326,47,6,2,48,1,NA,NA,NA,NA,NA,NA,NA
"3327",3327,47,6,3,49,0,0.19,0.79,0.1,0.1,0.76,0.8,0.9
"3328",3328,47,6,4,50,0,0.05,0.73,0.17,0.21,0.6,0.72,0.24
"3329",3329,47,6,5,51,0,0.21,0.74,0.08,0.18,0.65,0.81,0.28
"3330",3330,47,6,6,52,0,0.06,0.67,0.59,0,0.7,0.63,0.43
"3331",3331,47,6,7,53,0,0.28,0.22,0.17,0.21,0.92,0.13,0.81
"3332",3332,47,6,8,54,0,0,0.15,0.05,0.04,0.88,1,0.85
"3333",3333,47,6,9,55,0,0.13,0.66,0.1,0.27,0.97,0.88,1
"3334",3334,47,7,1,56,0,0,0.68,0,0.1,1,1,0.79
"3335",3335,47,7,2,57,0,0.18,0.12,0.11,0.18,0.92,0.95,0.87
"3336",3336,47,7,3,58,0,0.73,0.69,0.16,0.04,0.89,0.88,0.85
"3337",3337,47,7,4,59,0,0.05,0.63,0.3,0.25,0.72,0.66,0.68
"3338",3338,47,7,5,60,0,0.25,0.74,0.28,0.76,0.88,0.83,0.89
"3339",3339,47,7,6,61,0,0.13,0.17,0.07,0.2,0.79,0.91,0.92
"3340",3340,47,7,7,62,0,0.17,0.86,0.11,0.11,0.79,0.85,0.8
"3341",3341,47,7,8,63,0,0.1,0.18,0.13,0.13,0.79,0.86,0.75
"3342",3342,47,7,9,64,0,0.04,0.08,0.13,0.04,1,1,0.64
"3343",3343,47,7,10,65,0,0.07,0.9,0.72,0.12,0.81,0.89,0.82
"3344",3344,47,8,1,66,0,0.22,0.19,0.26,0.8,0.78,0.77,0.86
"3345",3345,47,8,2,67,1,NA,NA,NA,NA,NA,NA,NA
"3346",3346,48,1,1,0,0,0,0.01,0,0,0.81,0.78,0.91
"3347",3347,48,1,2,1,0,0,0.51,0,0,0.83,1,0.35
"3348",3348,48,1,3,2,0,0,0,0,0,0.93,0.82,0.81
"3349",3349,48,1,4,3,0,0.51,0.67,0.02,0.04,0.54,0.26,0.71
"3350",3350,48,1,5,4,0,0,0.65,0,0.06,0.61,0.25,0.38
"3351",3351,48,1,6,5,0,0,0,0.02,0,0.75,0.77,0.79
"3352",3352,48,1,7,6,0,0,0.16,0,0,0.98,0.89,0.67
