"","X","ID","beep","day","observationID","missing","Energetic","Cheerful","Relaxed","Satisfied","Nervous","Irritated","Bored","Down"
"1239",1239,54149,3,7,21,0,0.787878787878788,0.878787878787879,0.252525252525253,0.656565656565657,0.0505050505050505,0.0808080808080808,0.0606060606060606,0.131313131313131
"1240",1240,54149,1,8,22,0,0.101010101010101,0.656565656565657,0.838383838383838,0.636363636363636,0.0303030303030303,0.0303030303030303,0.111111111111111,0.0808080808080808
"1241",1241,54149,2,8,23,0,0.707070707070707,0.797979797979798,0.595959595959596,0.747474747474748,0.0404040404040404,0.0505050505050505,0.191919191919192,0.0808080808080808
"1242",1242,54149,3,8,24,0,0.373737373737374,0.696969696969697,0.696969696969697,0.767676767676768,0.0606060606060606,0.0101010101010101,0.191919191919192,0.171717171717172
"1243",1243,54149,1,9,25,0,0.202020202020202,0.595959595959596,0.797979797979798,0.595959595959596,0.0303030303030303,0.282828282828283,0.191919191919192,0.383838383838384
"1244",1244,54149,2,9,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"1245",1245,54149,3,9,27,1,NA,NA,NA,NA,NA,NA,NA,NA
"1246",1246,54149,1,10,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"1247",1247,54149,2,10,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"1248",1248,54149,3,10,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"1249",1249,54149,1,11,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"1250",1250,54149,2,11,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"1251",1251,54149,3,11,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"1252",1252,54149,1,12,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"1253",1253,54149,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"1254",1254,54149,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"1255",1255,54149,1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"1256",1256,54149,2,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"1257",1257,54149,3,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"1258",1258,54149,1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"1259",1259,54149,2,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"1260",1260,54149,3,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"1261",1261,54151,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1262",1262,54151,2,1,2,0,0.575757575757576,0.747474747474748,0.626262626262626,0.868686868686869,0.0303030303030303,0.0707070707070707,0.131313131313131,0.121212121212121
"1263",1263,54151,3,1,3,0,0.474747474747475,0.636363636363636,0.848484848484849,0.848484848484849,0,0,0.121212121212121,0.0606060606060606
"1264",1264,54151,1,2,4,0,0.464646464646465,0.565656565656566,0.565656565656566,0.636363636363636,0.0606060606060606,0.0909090909090909,0.424242424242424,0.111111111111111
"1265",1265,54151,2,2,5,0,0.808080808080808,1,0.696969696969697,0.929292929292929,0.0202020202020202,0.0505050505050505,0.0303030303030303,0
"1266",1266,54151,3,2,6,0,0.595959595959596,0.595959595959596,0.646464646464647,0.686868686868687,0.0404040404040404,0.161616161616162,0.121212121212121,0.111111111111111
"1267",1267,54151,1,3,7,0,0.868686868686869,0.97979797979798,1,1,0.0202020202020202,0,0.0707070707070707,0.0505050505050505
"1268",1268,54151,2,3,8,0,0.939393939393939,0.898989898989899,0.828282828282828,0.909090909090909,0.0404040404040404,0,0.151515151515152,0
"1269",1269,54151,3,3,9,0,0.646464646464647,0.94949494949495,0.848484848484849,0.838383838383838,0.747474747474748,0.0505050505050505,0,0.0707070707070707
"1270",1270,54151,1,4,10,0,0.858585858585859,0.868686868686869,0.606060606060606,0.717171717171717,0.0202020202020202,0.0909090909090909,0.525252525252525,0.0909090909090909
"1271",1271,54151,2,4,11,0,0.818181818181818,0.767676767676768,0.878787878787879,0.818181818181818,0.0505050505050505,0.0404040404040404,0.0101010101010101,0.0606060606060606
"1272",1272,54151,3,4,12,0,0.888888888888889,0.727272727272727,0.575757575757576,0.828282828282828,0.787878787878788,0,0,0
"1273",1273,54151,1,5,13,0,0.757575757575758,0.909090909090909,0.868686868686869,0.94949494949495,0.0404040404040404,0.0202020202020202,0.323232323232323,0.0505050505050505
"1274",1274,54151,2,5,14,0,0.737373737373737,0.828282828282828,0.838383838383838,0.797979797979798,0.0606060606060606,0.0606060606060606,0.333333333333333,0.0606060606060606
"1275",1275,54151,3,5,15,0,0.585858585858586,0.767676767676768,0.575757575757576,0.757575757575758,0.0505050505050505,0.0808080808080808,0.181818181818182,0.0606060606060606
"1276",1276,54151,1,6,16,0,0.858585858585859,0.868686868686869,0.737373737373737,0.929292929292929,0.0404040404040404,0.0202020202020202,0.0303030303030303,0
"1277",1277,54151,2,6,17,0,0.97979797979798,0.858585858585859,0.848484848484849,0.848484848484849,0.252525252525253,0,0.0303030303030303,0.0707070707070707
"1278",1278,54151,3,6,18,0,0.747474747474748,0.757575757575758,0.868686868686869,0.929292929292929,0.0303030303030303,0.0505050505050505,0.434343434343434,0.0505050505050505
"1279",1279,54151,1,7,19,0,1,0.878787878787879,0.666666666666667,0.888888888888889,0,0,0.0404040404040404,0
"1280",1280,54151,2,7,20,0,0.676767676767677,0.656565656565657,0.787878787878788,0.646464646464647,0.0707070707070707,0.0606060606060606,0.404040404040404,0.0808080808080808
"1281",1281,54151,3,7,21,0,0.838383838383838,0.888888888888889,0.868686868686869,0.898989898989899,0.212121212121212,0.171717171717172,0,0
"1282",1282,54151,1,8,22,0,0.818181818181818,0.797979797979798,0.838383838383838,0.797979797979798,0.0707070707070707,0,0.575757575757576,0.131313131313131
"1283",1283,54151,2,8,23,0,0.757575757575758,0.858585858585859,0.777777777777778,0.767676767676768,0,0,0.727272727272727,0.0707070707070707
"1284",1284,54151,3,8,24,0,0.848484848484849,0.838383838383838,0.787878787878788,0.707070707070707,0.0303030303030303,0.0101010101010101,0.0202020202020202,0.0909090909090909
"1285",1285,54151,1,9,25,0,0.767676767676768,0.787878787878788,0.737373737373737,0.838383838383838,0.0707070707070707,0,0.313131313131313,0
"1286",1286,54151,2,9,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"1287",1287,54151,3,9,27,1,NA,NA,NA,NA,NA,NA,NA,NA
"1288",1288,54151,1,10,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"1289",1289,54151,2,10,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"1290",1290,54151,3,10,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"1291",1291,54151,1,11,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"1292",1292,54151,2,11,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"1293",1293,54151,3,11,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"1294",1294,54151,1,12,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"1295",1295,54151,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"1296",1296,54151,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"1297",1297,54151,1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"1298",1298,54151,2,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"1299",1299,54151,3,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"1300",1300,54151,1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"1301",1301,54151,2,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"1302",1302,54151,3,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"1303",1303,54152,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1304",1304,54152,2,1,2,0,0.555555555555556,0.414141414141414,0.313131313131313,0.595959595959596,0,0,0,0.262626262626263
"1305",1305,54152,3,1,3,0,0,0.0909090909090909,0,0.282828282828283,0,0.111111111111111,0.737373737373737,0.424242424242424
"1306",1306,54152,1,2,4,0,0.0808080808080808,0.262626262626263,0.666666666666667,0.121212121212121,0,0.515151515151515,0,0.595959595959596
"1307",1307,54152,2,2,5,0,0.595959595959596,0.444444444444444,0.323232323232323,0.404040404040404,0,0.676767676767677,0.151515151515152,0.151515151515152
"1308",1308,54152,3,2,6,0,0.242424242424242,0.454545454545455,0.191919191919192,0.656565656565657,0,0.242424242424242,0.727272727272727,0.202020202020202
"1309",1309,54152,1,3,7,0,0.282828282828283,0.242424242424242,0.595959595959596,0.272727272727273,0,0.0303030303030303,0.303030303030303,0.565656565656566
"1310",1310,54152,2,3,8,0,0.202020202020202,0.111111111111111,0.545454545454545,0.292929292929293,0.212121212121212,0.606060606060606,0.636363636363636,0.575757575757576
"1311",1311,54152,3,3,9,0,0.0909090909090909,0.161616161616162,0.121212121212121,0.292929292929293,0.585858585858586,0.575757575757576,0.646464646464647,0.717171717171717
"1312",1312,54152,1,4,10,0,0.727272727272727,0.343434343434343,0.111111111111111,0.171717171717172,0,0.696969696969697,0.272727272727273,0.181818181818182
"1313",1313,54152,2,4,11,0,0.323232323232323,0.727272727272727,0.515151515151515,0.282828282828283,0.131313131313131,0.585858585858586,0.191919191919192,0.161616161616162
"1314",1314,54152,3,4,12,0,0.292929292929293,0.616161616161616,0.333333333333333,0.323232323232323,0,0.666666666666667,0,0
"1315",1315,54152,1,5,13,0,0,0.101010101010101,0.0808080808080808,0,0,0,0,0.686868686868687
"1316",1316,54152,2,5,14,0,0,0.171717171717172,0.111111111111111,0.0505050505050505,0,0.151515151515152,0.595959595959596,0.777777777777778
"1317",1317,54152,3,5,15,0,0.202020202020202,0.676767676767677,0.626262626262626,0.404040404040404,0,0.656565656565657,0.0707070707070707,0
"1318",1318,54152,1,6,16,0,0.272727272727273,0.181818181818182,0.161616161616162,0.222222222222222,0,0.666666666666667,0,0.646464646464647
"1319",1319,54152,2,6,17,0,0.292929292929293,0.272727272727273,0.212121212121212,0.272727272727273,0.323232323232323,0.676767676767677,0.818181818181818,0.292929292929293
"1320",1320,54152,3,6,18,0,0,0.212121212121212,0.292929292929293,0.232323232323232,0,0.616161616161616,0,0.595959595959596
"1321",1321,54152,1,7,19,1,NA,NA,NA,NA,NA,NA,NA,NA
"1322",1322,54152,2,7,20,1,NA,NA,NA,NA,NA,NA,NA,NA
"1323",1323,54152,3,7,21,1,NA,NA,NA,NA,NA,NA,NA,NA
"1324",1324,54152,1,8,22,1,NA,NA,NA,NA,NA,NA,NA,NA
"1325",1325,54152,2,8,23,1,NA,NA,NA,NA,NA,NA,NA,NA
"1326",1326,54152,3,8,24,1,NA,NA,NA,NA,NA,NA,NA,NA
"1327",1327,54152,1,9,25,1,NA,NA,NA,NA,NA,NA,NA,NA
"1328",1328,54152,2,9,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"1329",1329,54152,3,9,27,1,NA,NA,NA,NA,NA,NA,NA,NA
"1330",1330,54152,1,10,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"1331",1331,54152,2,10,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"1332",1332,54152,3,10,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"1333",1333,54152,1,11,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"1334",1334,54152,2,11,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"1335",1335,54152,3,11,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"1336",1336,54152,1,12,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"1337",1337,54152,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"1338",1338,54152,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"1339",1339,54152,1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"1340",1340,54152,2,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"1341",1341,54152,3,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"1342",1342,54152,1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"1343",1343,54152,2,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"1344",1344,54152,3,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"1345",1345,54153,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1346",1346,54153,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"1347",1347,54153,3,1,3,0,0.878787878787879,0.858585858585859,1,1,0,0,0,0.0303030303030303
"1348",1348,54153,1,2,4,0,0.858585858585859,0.797979797979798,0.787878787878788,0.797979797979798,0,0.0202020202020202,0,0
"1349",1349,54153,2,2,5,0,0.494949494949495,0.484848484848485,0.494949494949495,0.292929292929293,0.0101010101010101,0,0.707070707070707,0.373737373737374
"1350",1350,54153,3,2,6,0,0.858585858585859,1,0.96969696969697,0.767676767676768,0,0,0,0
"1351",1351,54153,1,3,7,0,0.363636363636364,0.858585858585859,0.858585858585859,0.757575757575758,0,0,0,0
"1352",1352,54153,2,3,8,0,0.777777777777778,1,0.828282828282828,0.797979797979798,0,0,0.0202020202020202,0
"1353",1353,54153,3,3,9,0,0.505050505050505,0.717171717171717,0.212121212121212,0.818181818181818,0.545454545454545,0.212121212121212,0,0.191919191919192
"1354",1354,54153,1,4,10,0,0.818181818181818,0.818181818181818,0.353535353535354,0.838383838383838,0.727272727272727,0,0.0404040404040404,0.0505050505050505
"1355",1355,54153,2,4,11,0,0.797979797979798,0.777777777777778,0.898989898989899,0.898989898989899,0.272727272727273,0.222222222222222,0,0
"1356",1356,54153,3,4,12,0,0.595959595959596,0.616161616161616,0.191919191919192,0.656565656565657,0,0,0.0202020202020202,0.303030303030303
"1357",1357,54153,1,5,13,0,0.767676767676768,0.878787878787879,0.414141414141414,0.818181818181818,0.0303030303030303,0,0,0.151515151515152
"1358",1358,54153,2,5,14,0,0.545454545454545,0.797979797979798,0.737373737373737,0.686868686868687,0.0303030303030303,0,0,0.0404040404040404
"1359",1359,54153,3,5,15,0,0.141414141414141,0.505050505050505,0.272727272727273,0.464646464646465,0,0,0.202020202020202,0.626262626262626
"1360",1360,54153,1,6,16,0,0.777777777777778,0.797979797979798,0.797979797979798,0.797979797979798,0.232323232323232,0.121212121212121,0.212121212121212,0.151515151515152
"1361",1361,54153,2,6,17,0,0.222222222222222,0.616161616161616,0.313131313131313,0.292929292929293,0.626262626262626,0.595959595959596,0.383838383838384,0.202020202020202
"1362",1362,54153,3,6,18,0,0.393939393939394,0.575757575757576,0.424242424242424,0.797979797979798,0.0505050505050505,0.262626262626263,0.252525252525253,0.484848484848485
"1363",1363,54153,1,7,19,0,0.333333333333333,0.95959595959596,0.878787878787879,0.707070707070707,0.0101010101010101,0.0101010101010101,0.0202020202020202,0.0101010101010101
"1364",1364,54153,2,7,20,0,0.242424242424242,0.777777777777778,0.878787878787879,0.919191919191919,0.0303030303030303,0,0,0
"1365",1365,54153,3,7,21,0,0.848484848484849,0.757575757575758,0.787878787878788,0.808080808080808,0.191919191919192,0.191919191919192,0.191919191919192,0.111111111111111
"1366",1366,54153,1,8,22,0,0.797979797979798,0.757575757575758,0.656565656565657,0.202020202020202,0,0,0,0
"1367",1367,54153,2,8,23,0,0.656565656565657,0.787878787878788,0.707070707070707,0.747474747474748,0.0101010101010101,0.101010101010101,0,0
"1368",1368,54153,3,8,24,1,NA,NA,NA,NA,NA,NA,NA,NA
"1369",1369,54153,1,9,25,0,0.666666666666667,0.656565656565657,0.414141414141414,0.757575757575758,0,0.0404040404040404,0.0303030303030303,0.0101010101010101
"1370",1370,54153,2,9,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"1371",1371,54153,3,9,27,1,NA,NA,NA,NA,NA,NA,NA,NA
"1372",1372,54153,1,10,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"1373",1373,54153,2,10,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"1374",1374,54153,3,10,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"1375",1375,54153,1,11,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"1376",1376,54153,2,11,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"1377",1377,54153,3,11,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"1378",1378,54153,1,12,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"1379",1379,54153,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"1380",1380,54153,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"1381",1381,54153,1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"1382",1382,54153,2,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"1383",1383,54153,3,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"1384",1384,54153,1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"1385",1385,54153,2,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"1386",1386,54153,3,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"1387",1387,54155,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1388",1388,54155,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"1389",1389,54155,3,1,3,0,0.484848484848485,0.494949494949495,0.494949494949495,0.666666666666667,0,0,0.161616161616162,0
"1390",1390,54155,1,2,4,0,0.494949494949495,0.484848484848485,0.484848484848485,0.656565656565657,0.606060606060606,0.313131313131313,0.303030303030303,0.343434343434343
"1391",1391,54155,2,2,5,0,0.696969696969697,0.272727272727273,0.0303030303030303,0.292929292929293,0.494949494949495,0.737373737373737,0.0202020202020202,0.484848484848485
"1392",1392,54155,3,2,6,0,0.484848484848485,0.494949494949495,0.292929292929293,0.494949494949495,0.292929292929293,0.191919191919192,0.101010101010101,0
"1393",1393,54155,1,3,7,0,0.646464646464647,0.424242424242424,0.171717171717172,0.323232323232323,0.515151515151515,0.737373737373737,0.0303030303030303,0.242424242424242
"1394",1394,54155,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"1395",1395,54155,3,3,9,0,0.383838383838384,0.252525252525253,0.292929292929293,0.161616161616162,0.484848484848485,0.727272727272727,0.282828282828283,0.474747474747475
"1396",1396,54155,1,4,10,0,0.696969696969697,0.393939393939394,0.393939393939394,0.292929292929293,0.494949494949495,0.393939393939394,0.191919191919192,0.232323232323232
"1397",1397,54155,2,4,11,0,0.494949494949495,0.484848484848485,0.484848484848485,0.484848484848485,0.343434343434343,0.262626262626263,0.484848484848485,0.252525252525253
"1398",1398,54155,3,4,12,0,0.484848484848485,0.505050505050505,0.323232323232323,0.343434343434343,0.323232323232323,0.616161616161616,0.484848484848485,0.262626262626263
"1399",1399,54155,1,5,13,0,0.555555555555556,0.323232323232323,0.252525252525253,0.393939393939394,0.494949494949495,0.484848484848485,0.252525252525253,0.393939393939394
"1400",1400,54155,2,5,14,0,0.505050505050505,0.313131313131313,0.414141414141414,0.393939393939394,0.393939393939394,0.494949494949495,0.343434343434343,0.333333333333333
"1401",1401,54155,3,5,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"1402",1402,54155,1,6,16,0,0.383838383838384,0.232323232323232,0.242424242424242,0.313131313131313,0.323232323232323,0.707070707070707,0.313131313131313,0.656565656565657
"1403",1403,54155,2,6,17,0,0.484848484848485,0.656565656565657,0.383838383838384,0.616161616161616,0.323232323232323,0.313131313131313,0.333333333333333,0.232323232323232
"1404",1404,54155,3,6,18,0,0.323232323232323,0.313131313131313,0.333333333333333,0.393939393939394,0.363636363636364,0.636363636363636,0.727272727272727,0.646464646464647
"1405",1405,54155,1,7,19,1,NA,NA,NA,NA,NA,NA,NA,NA
"1406",1406,54155,2,7,20,0,0.262626262626263,0.282828282828283,0.373737373737374,0.565656565656566,0.383838383838384,0.666666666666667,0.343434343434343,0.373737373737374
"1407",1407,54155,3,7,21,0,0.484848484848485,0.494949494949495,0.373737373737374,0.606060606060606,0.353535353535354,0.343434343434343,0.313131313131313,0.343434343434343
"1408",1408,54155,1,8,22,0,0.484848484848485,0.393939393939394,0.424242424242424,0.404040404040404,0.343434343434343,0.373737373737374,0.484848484848485,0.343434343434343
"1409",1409,54155,2,8,23,0,0.505050505050505,0.343434343434343,0.363636363636364,0.565656565656566,0.363636363636364,0.404040404040404,0.313131313131313,0.353535353535354
"1410",1410,54155,3,8,24,0,0.262626262626263,0.323232323232323,0.282828282828283,0.323232323232323,0.484848484848485,0.666666666666667,0.686868686868687,0.313131313131313
"1411",1411,54155,1,9,25,1,NA,NA,NA,NA,NA,NA,NA,NA
"1412",1412,54155,2,9,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"1413",1413,54155,3,9,27,1,NA,NA,NA,NA,NA,NA,NA,NA
"1414",1414,54155,1,10,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"1415",1415,54155,2,10,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"1416",1416,54155,3,10,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"1417",1417,54155,1,11,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"1418",1418,54155,2,11,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"1419",1419,54155,3,11,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"1420",1420,54155,1,12,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"1421",1421,54155,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"1422",1422,54155,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"1423",1423,54155,1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"1424",1424,54155,2,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"1425",1425,54155,3,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"1426",1426,54155,1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"1427",1427,54155,2,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"1428",1428,54155,3,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"1429",1429,54157,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1430",1430,54157,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"1431",1431,54157,3,1,3,0,0.545454545454545,0.606060606060606,0.818181818181818,0.616161616161616,0.0101010101010101,0.0808080808080808,0,0.131313131313131
"1432",1432,54157,1,2,4,0,0.727272727272727,0.484848484848485,0.707070707070707,0.646464646464647,0.0808080808080808,0.111111111111111,0.252525252525253,0.0606060606060606
"1433",1433,54157,2,2,5,0,0.191919191919192,0.111111111111111,0.636363636363636,0.353535353535354,0.0303030303030303,0.404040404040404,0.0808080808080808,0.616161616161616
"1434",1434,54157,3,2,6,0,0.707070707070707,0.656565656565657,0.717171717171717,0.717171717171717,0.292929292929293,0.0202020202020202,0.0808080808080808,0.121212121212121
"1435",1435,54157,1,3,7,0,0.757575757575758,0.787878787878788,0.838383838383838,0.606060606060606,0.141414141414141,0.0404040404040404,0.0404040404040404,0.111111111111111
"1436",1436,54157,2,3,8,0,0.222222222222222,0.707070707070707,0.848484848484849,0.737373737373737,0.0404040404040404,0.585858585858586,0.0909090909090909,0.0505050505050505
"1437",1437,54157,3,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"1438",1438,54157,1,4,10,0,0.808080808080808,0.777777777777778,0.747474747474748,0.707070707070707,0.121212121212121,0.101010101010101,0.151515151515152,0.141414141414141
"1439",1439,54157,2,4,11,0,0.818181818181818,0.757575757575758,0.787878787878788,0.646464646464647,0.212121212121212,0.0505050505050505,0.0505050505050505,0.0404040404040404
"1440",1440,54157,3,4,12,0,0.767676767676768,0.363636363636364,0.767676767676768,0.616161616161616,0.111111111111111,0.0808080808080808,0.0303030303030303,0.0303030303030303
"1441",1441,54157,1,5,13,0,0.919191919191919,0.808080808080808,0.717171717171717,0.808080808080808,0.0909090909090909,0.0505050505050505,0.0404040404040404,0
"1442",1442,54157,2,5,14,0,0.737373737373737,0.767676767676768,0.686868686868687,0.909090909090909,0.212121212121212,0.161616161616162,0.252525252525253,0.111111111111111
"1443",1443,54157,3,5,15,0,0.676767676767677,0.656565656565657,0.656565656565657,0.727272727272727,0.191919191919192,0.0404040404040404,0.0404040404040404,0.0606060606060606
"1444",1444,54157,1,6,16,0,0.858585858585859,0.818181818181818,0.484848484848485,0.616161616161616,0.232323232323232,0.141414141414141,0.161616161616162,0.161616161616162
"1445",1445,54157,2,6,17,0,0.818181818181818,0.626262626262626,0.111111111111111,0.626262626262626,0.181818181818182,0.151515151515152,0.171717171717172,0.0808080808080808
"1446",1446,54157,3,6,18,1,NA,NA,NA,NA,NA,NA,NA,NA
"1447",1447,54157,1,7,19,0,0.292929292929293,0.333333333333333,0.757575757575758,0.585858585858586,0.595959595959596,0.575757575757576,0.252525252525253,0.676767676767677
"1448",1448,54157,2,7,20,0,0.484848484848485,0.575757575757576,0.696969696969697,0.303030303030303,0.161616161616162,0.0808080808080808,0.262626262626263,0.151515151515152
"1449",1449,54157,3,7,21,0,0.303030303030303,0.676767676767677,0.929292929292929,0.696969696969697,0.0404040404040404,0.131313131313131,0.181818181818182,0.0808080808080808
"1450",1450,54157,1,8,22,0,0.272727272727273,0.656565656565657,0.686868686868687,0.595959595959596,0.0909090909090909,0.161616161616162,0.0707070707070707,0.171717171717172
"1451",1451,54157,2,8,23,0,0.676767676767677,0.646464646464647,0.313131313131313,0.707070707070707,0.151515151515152,0.121212121212121,0.111111111111111,0.161616161616162
"1452",1452,54157,3,8,24,0,0.282828282828283,0.373737373737374,0.585858585858586,0.626262626262626,0.0808080808080808,0.111111111111111,0.161616161616162,0.0808080808080808
"1453",1453,54157,1,9,25,0,0.646464646464647,0.555555555555556,0.868686868686869,0.606060606060606,0.0404040404040404,0.121212121212121,0.585858585858586,0.151515151515152
"1454",1454,54157,2,9,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"1455",1455,54157,3,9,27,1,NA,NA,NA,NA,NA,NA,NA,NA
"1456",1456,54157,1,10,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"1457",1457,54157,2,10,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"1458",1458,54157,3,10,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"1459",1459,54157,1,11,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"1460",1460,54157,2,11,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"1461",1461,54157,3,11,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"1462",1462,54157,1,12,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"1463",1463,54157,2,12,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"1464",1464,54157,3,12,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"1465",1465,54157,1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"1466",1466,54157,2,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"1467",1467,54157,3,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"1468",1468,54157,1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"1469",1469,54157,2,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA
"1470",1470,54157,3,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"1471",1471,54158,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1472",1472,54158,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"1473",1473,54158,3,1,3,0,0.404040404040404,0.565656565656566,0.414141414141414,0.686868686868687,0.717171717171717,0.494949494949495,0.717171717171717,0.686868686868687
"1474",1474,54158,1,2,4,0,0.656565656565657,0.666666666666667,0.575757575757576,0.676767676767677,0.575757575757576,0.242424242424242,0.494949494949495,0.404040404040404
"1475",1475,54158,2,2,5,0,0.707070707070707,0.717171717171717,0.383838383838384,0.707070707070707,0.616161616161616,0.333333333333333,0.444444444444444,0.191919191919192
