"","X","ID","day","beep","observationID","missing","Enthusiastic","Relaxed","Satisfied","Irritable","Energetic","Calm","Cheerful","Irritated","Bored","Nervous","Sad","Angry","Gloomy","Insecure","Anxious","Happy","Worried","Stressed"
"1846",1846,1051,2,7,12,0,0.17,0.44,0.51,0.1,0.41,0.68,0.49,0.12,0.15,0.51,0.23,0.25,0.21,0.09,0.11,0.37,0.1,0.13
"1847",1847,1051,2,8,13,0,0.26,0.27,0.25,0.77,0.44,0.42,0.17,0.68,0.16,0.2,0.44,0.26,0.49,0.7,0.41,0.16,0.17,0.72
"1848",1848,1051,2,9,14,0,0.68,0.74,0.67,0.19,0.72,0.49,0.53,0.04,0.13,0.47,0.04,0.08,0.06,0.56,0.08,0.56,0.08,0.32
"1849",1849,1051,3,1,15,0,0.06,0.38,0.05,0.71,0.13,0.78,0.09,0.48,0.13,0.12,0.8,0.47,0.75,0.75,0.45,0.25,0.39,0.1
"1850",1850,1051,3,2,16,0,0.19,0.71,0.25,0.2,0.29,0.65,0.18,0.42,0.13,0.16,0.63,0.44,0.55,0.48,0.13,0.43,0.05,0.33
"1851",1851,1051,3,3,17,0,0.48,0.64,0.45,0.29,0.63,0.68,0.31,0.56,0.13,0.13,0.68,0.07,0.6,0.34,0.09,0.48,0.19,0.22
"1852",1852,1051,3,4,18,0,0.18,0.68,0.17,0.18,0.12,0.71,0.09,0.03,0.09,0.09,0.45,0.09,0.55,0.3,0.03,0.16,0.12,0.03
"1853",1853,1051,3,5,19,0,0.71,0.71,0.52,0.29,0.23,0.48,0.33,0.44,0.09,0.2,0.64,0.12,0.61,0.61,0.16,0.42,0.49,0.12
"1854",1854,1051,3,6,20,0,0.18,0.27,0.25,0.6,0.09,0.76,0.29,0.73,0.16,0.32,0.29,0.09,0.3,0.25,0.16,0.27,0.61,0.47
"1855",1855,1051,3,7,21,0,0.63,0.63,0.66,0.3,0.29,0.54,0.32,0.04,0.19,1,0.23,0.04,0.22,0.1,0.02,0.54,0.05,0.28
"1856",1856,1051,3,8,22,0,0.6,0.66,0.29,0.2,0.58,0.52,0.64,0.1,0.19,0.07,0.29,0.04,0.29,0.38,0.04,0.45,0.03,0.11
"1857",1857,1051,3,9,23,0,0.49,0.46,0.22,0.11,0.25,0.74,0.42,0.12,0.13,0.13,0.18,0.04,0.05,0.02,0.02,0.02,0.03,0.03
"1858",1858,1051,4,1,24,0,0.07,0.28,0.32,0.77,0.28,0.6,0.08,0.8,0.12,0.05,0.39,0.71,0.21,0.53,0.29,0.23,0.05,0
"1859",1859,1051,4,2,25,0,0.19,0.66,0.55,0.06,0.35,0.59,0.25,0.39,0.08,0.11,0.25,0.33,0.31,0.16,0.03,0.37,0.03,0.12
"1860",1860,1051,4,3,26,0,0.16,0.75,0.54,0.39,0.11,0.74,0.35,0.31,0.06,0.06,0.16,0.18,0.18,0.37,0.05,0.46,0.04,0.02
"1861",1861,1051,4,4,27,0,0.04,0.82,0.43,0.1,0.33,0.75,0.4,0.09,0.03,0.08,0.1,0.1,0.1,0.17,0.03,0.45,0.02,0.07
"1862",1862,1051,4,5,28,0,0.19,0.78,0.52,0.21,0.19,0.74,0.42,0.48,0.48,0.09,0.3,0.3,0.33,0.37,0.04,0.51,0.49,0.06
"1863",1863,1051,4,6,29,0,0.32,0.77,0.56,0,0.29,0.87,0.56,0.25,0.27,0.01,0.03,0.07,0.15,0.25,0.06,0.68,0.02,0.06
"1864",1864,1051,4,7,30,0,0.13,0.36,0.25,0.08,0.48,0.07,0.28,0.12,0.08,0.34,0.51,0.33,0.4,0.75,0.79,0.21,0.12,0.76
"1865",1865,1051,4,8,31,0,0.15,0.45,0.46,0.12,0.37,0.66,0.46,0.17,0.15,0.17,0.19,0.12,0.07,0.3,0.03,0.59,0.02,0.03
"1866",1866,1051,4,9,32,0,0.34,0.49,0.5,0.27,0.36,0.83,0.55,0.26,0.04,0.05,0.01,0.31,0.02,0.31,0.01,0.64,0.02,0.06
"1867",1867,1051,4,10,33,0,0.31,0.42,0.67,0.2,0.4,0.72,0.6,0.25,0.21,0.03,0.19,0.03,0.05,0.01,0.01,0.54,0.02,0.03
"1868",1868,1051,4,11,34,0,0.16,0.41,0.66,0.36,0.14,0.75,0.34,0.01,0.49,0.07,0.04,0.04,0.03,0.05,0.04,0.51,0.04,0.04
"1869",1869,1051,4,12,35,0,0.27,0.47,0.31,0.09,0.34,0.73,0.38,0.23,0.42,0.07,0.5,0.38,0.23,0.45,0,0.23,0.01,0.02
"1870",1870,1051,5,1,36,0,0.36,0.69,0.31,0,0.03,0.71,0.35,0.02,0,0.06,0.57,0.01,0.56,0.33,0.01,0.25,0,0.05
"1871",1871,1051,5,2,37,0,0.19,0.65,0.21,0.06,0.15,0.73,0.25,0.04,0.14,0.05,0.06,0.07,0.06,0.32,0.07,0.31,1,0.09
"1872",1872,1051,5,3,38,0,0.46,0.52,0.69,0.45,0.64,0.28,0.68,0.69,0.22,0.34,0.04,0.54,0.28,0.22,0.7,0.69,0.24,0.49
"1873",1873,1051,5,4,39,0,0.43,0.62,0.7,0.22,0.3,0.7,0.45,0.13,0.23,0.1,0.05,0.11,0.43,0.05,0.04,0.01,0.05,0.06
"1874",1874,1051,5,5,40,0,0.69,0.62,0.57,0.28,0.65,0.27,0.75,0.64,0.16,0.65,0.27,0.24,0.21,0.74,0.69,0.65,0.75,0.71
"1875",1875,1051,5,6,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1876",1876,1051,5,7,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877",1877,1051,5,8,43,0,0.43,0.74,0.8,0.09,0.42,0.77,0.39,0.02,0.02,0.03,0.05,0.02,0.31,0.24,0.01,0.76,0,0.04
"1878",1878,1051,5,9,44,0,0.66,0.75,0.68,0.09,0.48,0.77,0.59,0.03,0.04,0,0.21,0.01,0.3,0.31,0.01,0.64,1,0.07
"1879",1879,1051,5,10,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880",1880,1051,5,11,46,0,0.26,0.7,0.27,0,0.11,0.43,0.19,0.07,0.08,0.05,0.04,0.05,0.3,0.16,0.31,0.31,0.11,0.24
"1881",1881,1051,5,12,47,0,0.01,0.8,0.52,0.05,0.02,0.77,0.26,0.04,0.05,0.05,0.08,0.06,0.04,0.03,0.05,0.63,0.03,0.05
"1882",1882,1052,1,1,1,0,0.63,0.35,0.5,0,0.57,0.83,0.5,0,0,0.02,0.03,0,0,0,0,0.66,0,0.48
"1883",1883,1052,1,2,2,0,0.54,0.47,0.63,0.02,0.65,0.51,0.66,0.05,0.12,0.23,0,0,0,0.05,0,0.58,0.02,0.26
"1884",1884,1052,1,3,3,0,0.76,0.55,0.62,0.01,0.76,0.79,0.67,0.15,0.01,0.3,0,0,0,0,0,0.67,0.54,0.6
"1885",1885,1052,1,4,4,0,0.39,0.42,0.38,0,0.43,0.73,0.67,0.59,0.47,0.26,0,0.04,0.03,0.57,0.03,0.61,0.54,0.58
"1886",1886,1052,1,5,5,0,0.67,0.47,0.6,0,0.63,0.58,0.64,0.24,0.65,0.19,0,0,0.02,0,0.03,0.64,0.21,0.29
"1887",1887,1052,1,6,6,0,0.6,0.63,0.32,0,0.28,0.58,0.65,0.3,0.71,0.52,0.1,0.07,0,0.18,0.06,0.09,0.59,0.67
"1888",1888,1052,2,1,7,0,0.39,0.68,0.52,0.04,0.59,0.68,0.63,0.04,0.02,0.15,0,0.02,0,0.03,0,0.67,0.42,0.28
"1889",1889,1052,2,2,8,0,0.79,0.7,0.72,0.02,0.72,0.48,0.66,0.02,0.02,0.01,0.02,0.02,0.02,0,0.08,0.65,0.04,0.03
"1890",1890,1052,2,3,9,0,0.7,0.78,0.69,0.04,0.82,0.78,0.84,0.1,0.1,0.07,0,0.08,0.02,0.02,0.02,0.78,0.02,0.03
"1891",1891,1052,2,4,10,0,0.46,0.65,0.71,0,0.58,0.74,0.7,0.01,0.67,0.03,0.03,0,0.03,0.03,0.01,0.53,0.61,0.61
"1892",1892,1052,2,5,11,0,0.36,0.4,0.4,0.06,0.6,0.63,0.41,0.06,0.75,0.59,0.06,0.15,0.22,0.62,0.04,0.59,0.67,0.68
"1893",1893,1052,2,6,12,0,0.3,0.68,0.62,0.06,0.57,0.73,0.23,0.14,0.76,0.23,0.03,0.03,0.03,0.19,0.03,0.65,0.62,0.66
"1894",1894,1052,2,7,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895",1895,1052,3,1,14,0,0.68,0.7,0.69,0.05,0.57,0.66,0.63,0,0.03,0.04,0.03,0.02,0.03,0.02,0,0.64,0.05,0.21
"1896",1896,1052,3,2,15,0,0.75,0.86,0.79,0.01,0.76,0.87,0.74,0.01,0,0,0.05,0.01,0.05,0,0.05,0.74,0,0.09
"1897",1897,1052,3,3,16,0,0.74,0.8,0.73,0,0.8,0.73,0.74,0.01,0,0,0.02,0.01,0,0,0.05,0.83,0.07,0.01
"1898",1898,1052,3,4,17,0,0.33,0.74,0.48,0.02,0.34,0.79,0.64,0,0.75,0.09,0.01,0.05,0.02,0.6,0,0.54,0.57,0.3
"1899",1899,1052,3,5,18,0,0.4,0.68,0.52,0.16,0.4,0.84,0.57,0.11,0.67,0.09,0.08,0,0.04,0.37,0.02,0.66,0.41,0.34
"1900",1900,1052,3,6,19,0,0.61,0.74,0.64,0.25,0.69,0.74,0.6,0.19,0.64,0.05,0.04,0,0.04,0,0.02,0.6,0.4,0.35
"1901",1901,1052,3,7,20,0,0.32,0.79,0.49,0.04,0.29,0.89,0.62,0.01,0.68,0.23,0,0.01,0.01,0.02,0,0.58,0.16,0.02
"1902",1902,1052,3,8,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903",1903,1052,4,1,22,0,0.61,0.29,0.66,0,0.64,0.7,0.65,0.05,0.07,0.12,0,0.01,0.04,0.06,0.05,0.62,0.11,0.1
"1904",1904,1052,4,2,23,0,0.83,0.46,0.72,0.09,0.76,0.68,0.92,0.07,0,0.05,0.04,0.03,0.07,0,0.03,0.86,0.05,0.3
"1905",1905,1052,4,3,24,0,0.76,0.69,0.78,0.07,0.64,0.81,0.78,0.03,0.03,0.03,0.04,0.05,0.01,0.01,0,0.73,0,0.06
"1906",1906,1052,4,4,25,0,0.79,0.83,0.93,0.09,0.85,0.69,0.93,0,0,0,0.02,0.01,0,0.05,0.01,0.83,0.09,0.12
"1907",1907,1052,4,5,26,0,0.67,0.76,0.79,0.2,0.46,0.74,0.77,0.12,0.04,0.04,0.05,0.1,0,0.04,0.01,0.72,0.05,0.08
"1908",1908,1052,4,6,27,0,0.79,0.79,0.82,0.02,0.76,0.75,0.75,0.03,0.06,0.02,0.03,0.02,0.06,0.02,0.05,0.88,0.06,0.06
"1909",1909,1052,4,7,28,0,0.82,0.8,0.84,0,0.77,0.81,1,0.04,0.05,0.04,0.07,0,0.02,0.02,0.04,0.86,0,0.07
"1910",1910,1052,4,8,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1911",1911,1052,4,9,30,0,0.52,0.67,0.71,0.21,0.54,0.76,0.72,0.14,0.06,0.06,0.06,0.05,0.19,0.08,0.05,0.72,0.13,0.27
"1912",1912,1052,5,1,31,0,0.69,0.82,0.66,0.02,0.39,0.66,0.51,0,0,0.01,0,0,0,0,0.01,0.62,0.32,0.18
"1913",1913,1052,5,2,32,0,0.48,0.65,0.64,0.03,0.41,0.57,0.8,0.01,0.02,0.25,0.02,0,0,0.01,0.03,0.7,0.18,0.28
"1914",1914,1052,5,3,33,0,0.66,0.77,0.66,0.03,0.77,0.8,0.78,0,0,0.18,0.01,0.02,0,0.04,0.04,0.81,0.17,0.28
"1915",1915,1052,5,4,34,0,0.89,0.95,1,0,0.82,0.98,0.87,0,0.02,0,0.06,0.04,0.04,0.05,0.03,0.94,0.01,0.17
"1916",1916,1052,5,5,35,0,0.75,0.56,0.73,0.14,0.62,0.84,0.72,0,0.03,0.03,0,0,0.03,0.01,0,0.66,0.05,0.37
"1917",1917,1052,5,6,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1918",1918,1052,5,7,37,0,0.7,0.89,0.83,0.24,0.73,0.66,0.92,0.05,0.33,0.02,0,0,0.01,0.01,0.05,0.65,0.25,0.39
"1919",1919,1052,5,8,38,0,0.13,0.72,0.44,0.08,0.37,0.66,0.44,0.03,0.69,0.01,0.04,0.01,0,0.11,0.02,0.62,0.04,0.13
"1920",1920,1052,5,9,39,0,0.65,0.64,0.7,0.18,0.59,0.64,0.71,0.26,0.17,0,0,0,0,0.02,0,0.69,0.22,0.19
"1921",1921,1054,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922",1922,1054,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923",1923,1054,1,3,3,0,0.74,0.35,0.37,0.75,0.7,0.33,0.66,0.32,0.11,0,0.06,0.04,0.03,0.06,0.03,0.66,0.08,0.07
"1924",1924,1054,1,4,4,0,0.49,0.82,0.78,0.14,0.29,0.83,0.74,0.11,0.14,0.04,0,0.05,0.11,0.03,0.07,0.72,0.09,0.13
"1925",1925,1054,1,5,5,0,0.48,0.87,0.76,0.23,0.5,0.8,0.74,0.28,0.11,0,0.03,0.06,0.03,0.01,0,0.74,0.04,0.04
"1926",1926,1054,1,6,6,0,0.26,0.82,0.54,0.14,0.18,0.79,0.56,0,0.05,0.1,0.08,0.06,0.02,0.05,0.05,0.75,0.11,0.07
"1927",1927,1054,1,7,7,0,0.46,0.85,0.73,0.19,0.38,0.82,0.48,0.13,0.13,0,0,0.04,0.02,0,0.04,0.71,0.08,0.05
"1928",1928,1054,1,8,8,0,0.47,0.63,0.66,0.37,0.75,0.41,0.59,0.06,0.25,0.04,0,0.04,0,0.01,0.01,0.64,0.05,0.19
"1929",1929,1054,1,9,9,0,0.55,0.78,0.75,0.03,0.62,0.62,0.42,0.03,0.24,0.03,0.04,0.05,0.04,0.17,0,0.73,0,0
"1930",1930,1054,2,1,10,0,0.54,0.64,0.66,0.19,0.72,0.7,0.68,0.01,0,0.02,0,0,0,0,0,0.72,0,0
"1931",1931,1054,2,2,11,0,0.16,0.52,0.58,0.06,0.18,0.53,0.43,0.27,0.71,0.12,0.13,0.1,0.03,0.06,0.05,0.4,0.45,0.33
"1932",1932,1054,2,3,12,0,0.59,0.67,0.65,0.14,0.44,0.69,0.7,0.15,0.12,0.16,0.07,0.15,0,0.09,0.04,0.6,0,0
"1933",1933,1054,2,4,13,0,0.29,0.57,0.61,0,0.56,0.69,0.56,0.05,0.53,0.01,0.03,0.01,0,0.16,0,0.74,0,0.02
"1934",1934,1054,2,5,14,0,0.24,0.54,0.62,0,0.35,0.67,0.5,0.09,0.62,0.04,0.03,0.02,0.02,0,0,0.65,0,0
"1935",1935,1054,2,6,15,0,0.14,0.55,0.61,0.21,0.21,0.34,0.54,0.5,0.51,0.2,0.01,0,0,0.04,0.01,0.5,0.01,0.01
"1936",1936,1054,2,7,16,0,0.63,0.69,0.72,0.08,0.68,0.69,0.7,0,0.01,0,0,0.01,0,0.01,0.01,0.69,0,0
"1937",1937,1054,2,8,17,0,0.74,0.26,0.82,0.05,0.84,0.53,0.68,0.09,0.03,0.05,0.02,0.01,0.06,0.05,0.02,0.73,0.04,0.03
"1938",1938,1054,3,1,18,0,0.7,0.67,0.78,0.09,0.64,0.61,0.74,0,0.06,0.07,0,0,0,0,0,0.68,0,0
"1939",1939,1054,3,2,19,0,0.47,0.76,0.85,0.01,0.58,0.91,0.8,0.05,0.06,0.05,0,0,0,0,0,0.76,0,0
"1940",1940,1054,3,3,20,0,0.48,0.82,0.68,0.01,0.48,0.73,0.76,0.03,0.14,0,0.02,0,0,0,0,0.68,0,0
"1941",1941,1054,3,4,21,0,0.58,0.84,0.8,0.05,0.2,0.82,0.66,0,0,0,0,0,0.01,0.2,0.04,0.63,0,0
"1942",1942,1054,3,5,22,0,0.59,0.66,0.69,0.08,0.39,0.52,0.7,0,0,0,0,0,0,0,0,0.64,0,0
"1943",1943,1054,3,6,23,0,0.36,0.24,0.26,0.6,0.39,0.2,0.19,0.42,0.42,0.18,0.01,0,0.27,0,0,0.19,0,0.44
"1944",1944,1054,3,7,24,0,0.41,0.44,0.58,0.16,0.51,0.33,0.56,0.09,0.25,0.02,0.06,0.03,0.01,0,0.02,0.44,0.01,0.05
"1945",1945,1054,4,1,25,0,0.42,0.8,0.73,0,0.53,0.79,0.7,0,0,0,0,0,0,0,0,0.72,0,0
"1946",1946,1054,4,2,26,0,0.65,0.44,0.77,0.11,0.66,0.34,0.7,0.19,0,0,0.03,0,0.01,0,0,0.7,0,0
"1947",1947,1054,4,3,27,0,0.45,0.62,0.65,0.13,0.53,0.71,0.71,0,0.2,0,0,0,0,0,0.02,0.71,0,0
"1948",1948,1054,4,4,28,0,0.45,0.73,0.71,0,0.55,0.63,0.49,0.04,0.2,0,0.06,0,0,0.03,0,0.43,0,0
"1949",1949,1054,4,5,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1950",1950,1054,4,6,30,0,0.36,0.79,0.52,0.11,0.22,0.24,0.67,0.06,0.04,0.07,0.06,0.02,0,0.03,0,0.43,0.01,0.03
"1951",1951,1054,4,7,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952",1952,1054,4,8,32,0,0.22,0.19,0.24,0.63,0.47,0.3,0.33,0.65,0.66,0.59,0.12,0,0.3,0.66,0.68,0.09,0.49,0.56
"1953",1953,1054,4,9,33,0,0.21,0.16,0.14,0.64,0.17,0.21,0.23,0.73,0.48,0.65,0,0,0.23,0.45,0.49,0.16,0,0.49
"1954",1954,1054,4,10,34,0,0.3,0.28,0.6,0.21,0.53,0.25,0.39,0.12,0.57,0.51,0,0,0,0,0.19,0.21,0,0.37
"1955",1955,1054,5,1,35,0,0.85,0.82,0.83,0,0.57,0.53,0.8,0,0,0,0,0,0,0,0,0.8,0,0
"1956",1956,1054,5,2,36,0,0.65,0.85,0.9,0,0.45,0.49,1,0,0,0,0,0,0,0,0,0.75,0,0
"1957",1957,1054,5,3,37,0,0.74,0.59,0.81,0,0.7,0.75,0.79,0,0.01,0,0,0,0,0,0,0.81,0,0
"1958",1958,1054,5,4,38,0,0.77,0.82,0.76,0.04,0.79,0.68,0.79,0,0,0,0,0.03,0,0,0,0.74,0,0
"1959",1959,1054,5,5,39,0,0.84,0.64,0.94,0,0.81,0.5,0.78,0,0,0,0,0,0,0,0,0.81,0,0
"1960",1960,1054,5,6,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961",1961,1054,5,7,41,0,0.3,0.83,0.76,0.11,0.44,0.86,0.82,0.01,0,0,0,0,0,0,0,0.76,0,0
"1962",1962,1054,5,8,42,0,0.78,0.71,0.77,0.05,0.7,0.73,0.77,0,0,0,0,0,0,0,0,0.66,0,0
"1963",1963,1056,1,1,1,0,0.66,0.64,0.65,0.13,0.6,0.67,0.54,0.3,0.36,0.58,0.06,0.04,0,0.12,0.2,0.49,0.16,0.57
"1964",1964,1056,1,2,2,0,0.71,0.31,0.42,0.23,0.67,0.66,0.57,0.29,0.11,0.2,0.02,0.02,0.01,0.15,0.09,0.62,0.03,0.2
"1965",1965,1056,1,3,3,0,0.49,0.59,0.53,0.25,0.62,0.6,0.58,0.34,0.28,0.17,0.01,0.02,0.02,0.13,0.01,0.57,0.19,0.16
"1966",1966,1056,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967",1967,1056,1,5,5,0,0.66,0.84,0.68,0,0.74,0.64,0.71,0.02,0.13,0.04,0.02,0,0.04,0.09,0.05,0.69,0.11,0.1
"1968",1968,1056,1,6,6,0,0.58,0.44,0.51,0.4,0.47,0.53,0.61,0.42,0.34,0.59,0.06,0.12,0.12,0.09,0.03,0.59,0.36,0.3
"1969",1969,1056,1,7,7,0,0.55,0.25,0.61,0.42,0.55,0.66,0.65,0.56,0.39,0.47,0.01,0.01,0.01,0.06,0.03,0.58,0.07,0.48
"1970",1970,1056,1,8,8,0,0.46,0.53,0.52,0.39,0.6,0.52,0.62,0.47,0.2,0.18,0.01,0,0,0.08,0,0.64,0.18,0.26
"1971",1971,1056,1,9,9,0,0.58,0.45,0.64,0.44,0.56,0.64,0.61,0.45,0.2,0.31,0.02,0.01,0,0.01,0.01,0.64,0.15,0.43
"1972",1972,1056,1,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973",1973,1056,1,11,11,0,0.65,0.53,0.59,0.22,0.71,0.63,0.65,0.15,0.13,0.24,0,0,0.01,0.03,0.02,0.56,0,0.29
"1974",1974,1056,1,12,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975",1975,1056,1,13,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976",1976,1056,1,14,14,0,0.54,0.3,0.51,0.57,0.52,0.4,0.49,0.38,0.33,0.4,0.05,0.39,0.12,0.26,0.41,0.63,0.31,0.62
"1977",1977,1056,2,1,15,0,0.65,0.72,0.72,0,0.67,0.67,0.71,0,0,0,0,0,0,0.1,0,0.56,0.01,0
"1978",1978,1056,2,2,16,0,0.68,0.7,0.75,0.03,0.69,0.66,0.67,0.01,0.04,0,0,0,0.05,0,0.02,0.56,0.1,0.04
"1979",1979,1056,2,3,17,0,0.63,0.53,0.58,0.03,0.6,0.58,0.64,0.03,0.04,0,0.02,0.01,0.02,0,0.03,0.56,0.01,0.09
"1980",1980,1056,2,4,18,0,0.82,0.73,0.8,0.02,0.83,0.8,0.91,0.04,0.02,0.02,0.02,0,0.02,0.01,0.02,0.76,0,0.03
"1981",1981,1056,2,5,19,0,0.63,0.64,0.68,0.05,0.68,0.74,0.68,0.05,0.01,0.02,0.05,0.01,0.02,0.01,0,0.6,0.02,0.01
"1982",1982,1056,2,6,20,0,0.7,0.76,0.75,0.09,0.74,0.74,0.77,0.02,0.01,0,0,0,0.01,0.01,0,0.65,0.01,0.03
"1983",1983,1056,2,7,21,0,0.69,0.78,0.7,0.2,0.76,0.72,0.76,0.01,0.04,0.06,0.03,0.02,0.06,0.06,0.01,0.65,0.07,0.04
"1984",1984,1056,2,8,22,0,0.68,0.66,0.7,0.38,0.79,0.64,0.7,0.12,0,0.09,0.02,0.04,0.03,0.02,0.05,0.54,0.03,0.19
"1985",1985,1056,2,9,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986",1986,1056,2,10,24,0,0.56,0.64,0.66,0.11,0.63,0.67,0.71,0.03,0,0.01,0.02,0.02,0,0.05,0.02,0.59,0.02,0.01
"1987",1987,1056,2,11,25,0,0.48,0.79,0.78,0.41,0.65,0.6,0.57,0.13,0.11,0.07,0.01,0.02,0.11,0.08,0.05,0.56,0.02,0.21
"1988",1988,1056,2,12,26,0,0.6,0.57,0.52,0.28,0.57,0.8,0.57,0.18,0.04,0.01,0,0.01,0.04,0.02,0,0.52,0.01,0
"1989",1989,1056,2,13,27,0,0.57,0.6,0.59,0.36,0.61,0.63,0.62,0.29,0.18,0.11,0.02,0,0.01,0.03,0.02,0.66,0.02,0.15
"1990",1990,1056,2,14,28,0,0.5,0.65,0.74,0.36,0.66,0.71,0.58,0.21,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.62,0,0.22
"1991",1991,1056,3,1,29,0,0.65,0.4,0.46,0.53,0.59,0.52,0.56,0.42,0,0.34,0.03,0.01,0.02,0.03,0.03,0.5,0.02,0.18
"1992",1992,1056,3,2,30,0,0.58,0.55,0.46,0.51,0.55,0.57,0.57,0.42,0.22,0.18,0.07,0.04,0.1,0.1,0.03,0.55,0.02,0.01
"1993",1993,1056,3,3,31,0,0.67,0.86,0.72,0.26,0.66,0.65,0.69,0.01,0,0,0.01,0.01,0,0.06,0.01,0.68,0.13,0.01
"1994",1994,1056,3,4,32,0,0.59,0.64,0.67,0.15,0.59,0.64,0.71,0,0,0,0,0,0,0,0,0.6,0,0.08
"1995",1995,1056,3,5,33,0,0.66,0.64,0.7,0.11,0.58,0.68,0.62,0.01,0.01,0.3,0.03,0.01,0.02,0,0.01,0.56,0.02,0.31
"1996",1996,1056,3,6,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997",1997,1056,3,7,35,0,0.67,0.82,0.68,0.08,0.63,0.64,0.7,0.01,0.02,0.01,0,0.03,0.01,0,0,0.6,0.01,0.08
"1998",1998,1056,3,8,36,0,0.63,0.67,0.74,0.32,0.62,0.68,0.67,0.03,0.01,0.02,0.01,0.01,0.01,0,0.02,0.63,0.01,0.1
"1999",1999,1056,3,9,37,0,0.6,0.61,0.61,0.28,0.64,0.53,0.56,0.13,0.02,0.03,0.02,0.02,0.06,0.03,0.02,0.53,0.03,0.4
"2000",2000,1056,3,10,38,0,0.69,0.69,0.74,0.16,0.7,0.85,0.74,0.09,0.02,0.04,0.02,0.02,0.04,0.01,0.02,0.64,0.02,0.17
"2001",2001,1056,3,11,39,0,0.82,0.39,0.31,0.52,0.71,0.35,0.49,0.54,0.02,0.02,0.01,0.02,0.01,0,0.03,0.52,0.1,0.24
"2002",2002,1056,4,1,40,0,0.8,0.82,0.9,0.01,0.78,0.8,0.81,0,0.02,0.03,0,0,0,0,0.02,0.68,0,0
"2003",2003,1056,4,2,41,0,0.82,0.82,0.82,0.03,0.79,0.77,0.79,0.01,0,0,0,0,0,0,0.01,0.7,0,0
"2004",2004,1056,4,3,42,0,0.82,0.83,0.85,0,0.79,0.84,0.82,0.26,0.02,0.01,0,0.01,0.01,0.03,0,0.63,0.01,0.01
"2005",2005,1056,4,4,43,0,0.76,0.83,0.86,0.01,0.8,0.81,0.8,0,0.02,0.03,0.02,0.01,0,0,0.01,0.77,0.02,0
"2006",2006,1056,4,5,44,0,0.81,0.9,0.94,0.02,0.91,0.9,0.82,0.01,0,0,0.02,0.03,0,0.02,0,0.79,0.01,0
"2007",2007,1056,4,6,45,0,0.84,0.86,0.84,0.05,0.79,0.79,0.88,0,0.02,0.02,0,0,0.01,0.01,0,0.7,0,0.03
"2008",2008,1056,4,7,46,0,0.81,0.83,0.88,0,0.81,0.85,0.85,0.02,0.02,0,0.02,0.02,0,0.01,0,0.76,0,0.01
"2009",2009,1056,4,8,47,0,0.77,0.58,0.53,0.53,0.86,0.53,0.63,0.65,0,0.02,0.05,0.01,0,0.01,0,0.62,0.02,0.26
"2010",2010,1056,4,9,48,0,0.83,0.88,0.9,0.34,0.84,0.85,0.89,0.01,0,0.01,0,0.02,0.01,0.01,0.01,0.77,0.01,0.01
"2011",2011,1056,4,10,49,0,0.87,0.85,0.87,0.39,0.8,0.64,0.8,0.39,0.04,0.04,0.01,0.01,0.03,0.01,0,0.71,0,0.02
"2012",2012,1056,4,11,50,0,0.82,0.56,0.84,0.59,0.66,0.48,0.79,0.35,0.01,0,0.02,0,0,0,0.03,0.57,0.02,0.29
