"","X","ID","day","beep","observationID","missing","Enthusiastic","Relaxed","Satisfied","Irritable","Energetic","Calm","Cheerful","Irritated","Bored","Nervous","Sad","Angry","Gloomy","Insecure","Anxious","Happy","Worried","Stressed"
"1192",1192,1036,2,3,18,0,0.46,0.41,0.46,0.16,0.49,0.57,0.49,0.14,0.57,0.35,0.1,0.07,0.13,0.33,0.51,0.57,0.3,0.37
"1193",1193,1036,2,4,19,0,0.45,0.59,0.56,0.26,0.4,0.58,0.6,0.32,0.7,0.37,0.11,0.04,0.34,0.29,0.2,0.56,0.21,0.42
"1194",1194,1036,2,5,20,0,0.47,0.6,0.6,0.22,0.45,0.62,0.53,0.34,0.62,0.55,0.07,0.08,0.16,0.3,0.2,0.56,0.22,0.39
"1195",1195,1036,2,6,21,0,0.49,0.62,0.51,0.29,0.25,0.57,0.43,0.29,0.69,0.32,0.08,0.05,0.24,0.23,0.18,0.42,0.17,0.39
"1196",1196,1036,2,7,22,0,0.46,0.57,0.45,0.24,0.29,0.58,0.47,0.17,0.67,0.24,0.05,0.06,0.18,0.2,0.25,0.47,0.23,0.29
"1197",1197,1036,2,8,23,0,0.32,0.66,0.39,0.39,0.32,0.69,0.51,0.1,0.83,0.16,0,0,0.17,0.16,0.19,0.58,0.19,0.52
"1198",1198,1036,2,9,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199",1199,1036,2,10,25,0,0.32,0.46,0.53,0.2,0.48,0.61,0.46,0.16,0.8,0.28,0.01,0,0.17,0.19,0.18,0.53,0.24,0.43
"1200",1200,1036,2,11,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201",1201,1036,2,12,27,0,0.27,0.42,0.54,0.23,0.29,0.62,0.47,0.17,0.74,0.31,0.16,0.13,0.21,0.13,0.25,0.55,0.2,0.28
"1202",1202,1036,2,13,28,0,0.39,0.56,0.6,0.3,0.34,0.61,0.54,0.15,0.73,0.3,0.08,0.05,0.16,0.34,0.31,0.57,0.14,0.35
"1203",1203,1036,2,14,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204",1204,1036,2,15,30,0,0.43,0.7,0.59,0.2,0.47,0.66,0.57,0.29,0.52,0.21,0.06,0.03,0.2,0.17,0.13,0.57,0.23,0.11
"1205",1205,1036,3,1,31,0,0.63,0.64,0.59,0.22,0.49,0.65,0.58,0.22,0.45,0.22,0.05,0.02,0.17,0.19,0.19,0.54,0.35,0.34
"1206",1206,1036,3,2,32,0,0.48,0.56,0.58,0.23,0.45,0.62,0.52,0.27,0.55,0.28,0.03,0,0.21,0.23,0.18,0.54,0.51,0.39
"1207",1207,1036,3,3,33,0,0.46,0.63,0.59,0.24,0.45,0.55,0.54,0.21,0.65,0.38,0.07,0.03,0.2,0.27,0.34,0.55,0.16,0.15
"1208",1208,1036,3,4,34,0,0.43,0.63,0.42,0.25,0.31,0.65,0.5,0.22,0.64,0.47,0.05,0.01,0.23,0.56,0.43,0.49,0.57,0.52
"1209",1209,1036,3,5,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210",1210,1036,3,6,36,0,0.47,0.61,0.58,0.18,0.46,0.67,0.54,0.2,0.64,0.3,0.09,0.04,0.22,0.21,0.32,0.54,0.4,0.33
"1211",1211,1036,3,7,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212",1212,1036,3,8,38,0,0.47,0.63,0.53,0.42,0.29,0.6,0.54,0.27,0.73,0.26,0.07,0.03,0.18,0.2,0.18,0.56,0.38,0.37
"1213",1213,1036,3,9,39,0,0.42,0.64,0.53,0.34,0.42,0.64,0.51,0.47,0.73,0.36,0.07,0.03,0.22,0.22,0.19,0.57,0.53,0.28
"1214",1214,1036,3,10,40,0,0.62,0.63,0.62,0.25,0.66,0.53,0.6,0.28,0.47,0.35,0.05,0.05,0.11,0.19,0.13,0.56,0.24,0.26
"1215",1215,1036,3,11,41,0,0.44,0.66,0.61,0.31,0.45,0.59,0.47,0.17,0.61,0.47,0.08,0.02,0.2,0.17,0.24,0.51,0.27,0.2
"1216",1216,1036,3,12,42,0,0.48,0.34,0.47,0.21,0.45,0.63,0.44,0.26,0.69,0.26,0.04,0.03,0.17,0.26,0.2,0.53,0.26,0.23
"1217",1217,1036,3,13,43,0,0.59,0.6,0.53,0.25,0.38,0.64,0.45,0.56,0.61,0.49,0.08,0.07,0.24,0.22,0.15,0.49,0.28,0.26
"1218",1218,1036,4,1,44,0,0.57,0.59,0.58,0.37,0.47,0.57,0.48,0.29,0.53,0.56,0.11,0.07,0.14,0.14,0.22,0.56,0.56,0.41
"1219",1219,1036,4,2,45,0,0.47,0.62,0.63,0.32,0.62,0.63,0.67,0.16,0.63,0.27,0.03,0.02,0.11,0.09,0.12,0.6,0.25,0.35
"1220",1220,1036,4,3,46,0,0.52,0.37,0.46,0.29,0.42,0.68,0.47,0.48,0.64,0.31,0.07,0.15,0.2,0.26,0.24,0.56,0.37,0.46
"1221",1221,1036,4,4,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222",1222,1036,4,5,48,0,0.39,0.43,0.41,0.24,0.3,0.61,0.48,0.24,0.65,0.17,0.05,0.02,0.18,0.13,0.09,0.48,0.16,0.14
"1223",1223,1036,4,6,49,0,0.39,0.29,0.43,0.28,0.42,0.67,0.4,0.2,0.64,0.14,0.01,0.02,0.16,0.16,0.1,0.54,0.16,0.12
"1224",1224,1036,4,7,50,0,0.57,0.54,0.55,0.27,0.57,0.58,0.57,0.13,0.27,0.27,0.14,0.06,0.13,0.23,0.21,0.6,0.29,0.13
"1225",1225,1036,5,1,51,0,0.45,0.63,0.55,0.24,0.52,0.69,0.57,0.19,0.53,0.28,0.07,0.08,0.16,0.17,0.14,0.56,0.21,0.17
"1226",1226,1036,5,2,52,0,0.55,0.61,0.57,0.3,0.47,0.65,0.48,0.32,0.64,0.27,0.04,0.03,0.15,0.34,0.16,0.55,0.25,0.2
"1227",1227,1036,5,3,53,0,0.52,0.7,0.57,0.16,0.58,0.53,0.47,0.29,0.31,0.39,0.03,0,0.17,0.17,0.24,0.52,0.27,0.18
"1228",1228,1036,5,4,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229",1229,1036,5,5,55,0,0.52,0.3,0.52,0.19,0.3,0.61,0.46,0.23,0.64,0.18,0.02,0,0.12,0.12,0.08,0.51,0.26,0.14
"1230",1230,1036,5,6,56,0,0.46,0.61,0.48,0.24,0.39,0.55,0.48,0.25,0.34,0.25,0.01,0.04,0.17,0.18,0.13,0.51,0.33,0.22
"1231",1231,1036,5,7,57,0,0.49,0.63,0.46,0.16,0.46,0.38,0.42,0.43,0.55,0.26,0.1,0.04,0.19,0.11,0.1,0.55,0.3,0.18
"1232",1232,1036,5,8,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233",1233,1036,5,9,59,0,0.54,0.66,0.61,0.25,0.49,0.63,0.52,0.19,0.33,0.25,0.07,0.01,0.18,0.17,0.14,0.58,0.15,0.12
"1234",1234,1037,1,1,1,0,0.64,0.46,0.48,0.07,0.62,0.67,0.69,0.08,0.09,0.07,0.13,0.09,0.08,0.26,0.07,0.7,0.07,0.26
"1235",1235,1037,1,2,2,0,0.78,1,0.81,0.1,0.88,0.83,0.85,0,0.08,0.1,0.07,0.11,0.14,0.21,0.06,0.78,0.11,0.16
"1236",1236,1037,1,3,3,0,0.94,0.93,0.88,0.04,0.9,1,0.89,0.06,0.02,0.02,0.03,0.04,0.05,0.06,0.05,0.84,0.08,0.08
"1237",1237,1037,1,4,4,0,0.83,1,0.88,0.1,0.88,0.84,0.8,0.08,0,0.08,0.11,0.04,0.1,0.1,0.1,0.8,0.11,0.11
"1238",1238,1037,1,5,5,0,0.71,0.6,0.78,0.08,0.71,0.77,0.76,0.08,0.06,0.06,0.04,0.04,0.07,0.04,0.04,0.79,0.09,0.29
"1239",1239,1037,1,6,6,0,0.74,0.55,0.62,0.1,0.77,0.66,0.87,0.11,0.14,0.12,0.12,0.07,0.09,0.27,0.13,0.71,0.06,0.12
"1240",1240,1037,1,7,7,0,0.76,0.57,0.89,0.09,0.83,0.53,0.68,0.09,0.05,0.05,0.04,0.04,0.06,0.25,0.22,0.72,0.14,0.35
"1241",1241,1037,1,8,8,0,0.94,0.7,0.79,0.05,0.02,0.64,0.72,0,0.05,0.08,0.07,0.02,0.05,0.07,0.06,0.78,0.05,0.33
"1242",1242,1037,1,9,9,0,0.78,0.85,1,0,0.82,0.76,1,0,0,0.07,0,0.03,0,0.04,0.01,0.85,0.52,0.6
"1243",1243,1037,2,1,10,0,0.73,0.75,0.93,0.02,0.92,0.74,0.93,0.07,0.05,0.05,0.03,0,0.09,0.05,0.03,0.86,0.32,0.05
"1244",1244,1037,2,2,11,0,0.86,0.8,0.85,0.04,0.88,0.81,0.91,0.05,0.05,0.06,0,0.04,0,0.04,0.02,0.01,0.27,0
"1245",1245,1037,2,3,12,0,0.84,1,0.87,0,0.59,0.9,0.74,0.04,0.22,0,0.08,0.05,0.07,0.07,0.05,0.85,0.28,0.05
"1246",1246,1037,2,4,13,0,0.82,0.86,0.85,0.05,0.86,0.81,0.84,0.03,0.05,0.03,0,0,0.02,0.03,0,0.84,0.22,0.08
"1247",1247,1037,2,5,14,0,0.81,0.82,0.88,0.06,0.77,0.95,0.86,0.03,0.21,0.06,0.05,0.07,0.04,0.15,0.04,0.85,0.32,0.07
"1248",1248,1037,2,6,15,0,0.66,0.82,0.71,0.02,0.05,0.83,0.67,0.13,0.3,0.03,0.04,0.04,0.04,0.04,0.06,0.69,0.08,0.05
"1249",1249,1037,2,7,16,0,0.83,0.91,0.86,0,0.88,0.92,0.95,0.03,0,0.02,0.03,0,0,0.05,0.04,0.84,0,0
"1250",1250,1037,2,8,17,0,0.9,0.95,0.93,0.03,0.84,0.91,0.93,0.02,0.02,0.06,0.07,0.04,0,0,0.03,0.84,0.02,0.03
"1251",1251,1037,3,1,18,0,0.72,0.82,0.86,0.02,0.78,0.9,0.89,0,0.01,0.05,0.01,0,0.02,0.28,0.01,0.8,0.02,0.03
"1252",1252,1037,3,2,19,0,0.9,0.93,0.89,0.01,0.94,0.82,1,0.01,0.01,0,0.02,0,0.01,0.01,0,0.89,0.15,0
"1253",1253,1037,3,3,20,0,0.76,0.96,0.64,0.01,0.76,0.8,0.8,0.02,0.01,0,0.01,0,0,0.01,0.01,0.72,0.27,0.18
"1254",1254,1037,3,4,21,0,0.84,0.89,0.86,0.01,0.74,0.85,0.83,0,0.01,0,0,0.01,0.02,0.01,0.01,0.75,0.33,0.1
"1255",1255,1037,3,5,22,0,0.72,0.84,0.71,0.03,0.92,0.74,0.81,0.05,0.02,0.01,0.01,0.02,0.07,0.02,0.01,0.8,0.15,0.19
"1256",1256,1037,3,6,23,0,0.74,0.71,0.83,0.02,0.82,0.83,0.82,0.01,0,0,0.01,0,0.02,0,0,0.91,0.02,0.02
"1257",1257,1037,3,7,24,0,0.38,0.7,0.45,0.01,0.33,0.78,0.58,0.02,0.11,0,0.01,0.02,0.02,0.08,0.01,0.79,0.12,0
"1258",1258,1037,4,1,25,0,0.87,0.92,0.9,0.05,0.91,0.91,0.9,0.02,0.02,0.02,0.02,0.05,0.01,0.02,0.02,0.85,0.01,0.01
"1259",1259,1037,4,2,26,0,0.89,0.87,0.91,0.02,0.92,0.82,0.83,0.01,0,0,0,0.03,0.01,0.02,0.03,0.85,0.06,0.03
"1260",1260,1037,4,3,27,0,0.9,0.92,0.96,0.02,0.9,0.95,0.96,0.01,0.04,0.03,0.04,0.01,0.03,0.05,0.03,0.97,0.01,0
"1261",1261,1037,4,4,28,0,0.96,1,0.98,0.02,0.92,0.91,0.85,0.01,0.01,0.03,0.01,0.02,0.06,0.01,0.02,0.95,0.02,0
"1262",1262,1037,4,5,29,0,0.88,0.88,0.91,0.03,0.85,0.92,0.92,0.06,0.02,0.01,0.02,0.02,0.05,0.03,0.07,0.84,0,0.01
"1263",1263,1037,4,6,30,0,0.68,0.74,0.55,0.01,0.54,0.76,0.81,0.02,0.37,0.25,0.01,0.03,0.01,0.02,0.01,0.73,0.28,0.33
"1264",1264,1037,4,7,31,0,0.76,0.76,0.85,0.02,0.8,0.91,0.89,0.04,0.12,0.03,0.02,0.06,0.03,0.02,0.01,0.94,0,0.01
"1265",1265,1037,4,8,32,0,0.72,0.9,0.74,0.02,0.79,0.67,0.8,0.01,0.29,0.03,0.01,0.02,0.01,0,0.05,0.8,0.01,0.03
"1266",1266,1037,4,9,33,0,0.92,0.9,0.92,0.03,0.91,0.95,0.98,0.02,0.02,0.02,0,0,0.03,0.02,0.02,0.97,0.01,0
"1267",1267,1037,4,10,34,0,0.86,0.76,0.87,0.02,0.81,0.86,0.9,0.01,0.04,0.03,0.02,0.02,0.02,0.01,0,0.85,0,0
"1268",1268,1037,5,1,35,0,0.85,0.88,0.72,0.01,0.71,0.79,0.79,0.04,0.12,0.01,0.01,0.02,0.02,0,0,0.78,0.03,0.03
"1269",1269,1037,5,2,36,0,0.92,0.91,0.99,0.01,0.92,1,0.92,0.01,0.01,0.03,0.03,0,0.02,0.02,0.02,0.9,0.01,0.02
"1270",1270,1037,5,3,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271",1271,1037,5,4,38,0,0.91,0.93,0.93,0.02,0.9,0.99,0.86,0.04,0.02,0.01,0,0.03,0.01,0.01,0.01,0.86,0.03,0.02
"1272",1272,1037,5,5,39,0,0.93,0.97,1,0.27,1,0.91,0.94,0.01,0.03,0,0,0.01,0.04,0.01,0,0.97,0.01,0.04
"1273",1273,1037,5,6,40,0,1,0.98,0.96,0.01,1,1,1,0.01,0,0.04,0,0.04,0.02,0.2,0,1,0.05,0
"1274",1274,1037,5,7,41,0,0.94,1,1,0.08,0.98,0.89,1,0.04,0.01,0.02,0.03,0.02,0.06,0.02,0.02,0.91,0.02,0.03
"1275",1275,1037,5,8,42,0,0.99,0.97,0.96,0.02,0.89,0.91,0.99,0,0.03,0,0.03,0.03,0.02,0.03,0.02,1,0.02,0.01
"1276",1276,1037,5,9,43,0,0.99,0.97,0.96,0.02,0.92,1,0.99,0.01,0,0,0,0.01,0,0,0,1,0,0.01
"1277",1277,1037,5,10,44,0,0.88,0.96,0.93,0.03,0.93,0.92,0.93,0.02,0.02,0.02,0,0.02,0.01,0,0,0.97,0.03,0
"1278",1278,1038,1,1,1,0,0.77,0.57,0.83,0.2,0.69,0.94,0.82,0.14,0.06,0.09,0.03,0.03,0.02,0.19,0,0.77,0.25,0.18
"1279",1279,1038,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280",1280,1038,1,3,3,0,0.66,0.86,0.72,0,0.84,1,0.87,0,0,0,0,0,0,0.01,0.24,0.91,0.25,0.04
"1281",1281,1038,1,4,4,0,0.58,1,0.8,0.11,0.75,0.83,1,0,0,0,0,0,0,0,0,0.9,0.04,0.18
"1282",1282,1038,1,5,5,0,0.88,0.94,0.77,0,0.89,0.71,0.83,0,0,0,0,0,0,0,0,0.95,0,0
"1283",1283,1038,1,6,6,0,0.84,0.91,0.93,0,0.83,0.99,0.79,0,0,0,0,0,0,0,0,1,0,0
"1284",1284,1038,1,7,7,0,0.65,0.9,0.76,0,0.62,1,0.72,0,0,0,0,0,0,0,0,1,0,0.01
"1285",1285,1038,1,8,8,0,0.8,0.9,0.71,0,0.57,0.95,0.78,0,0,0,0,0,0,0,0,0.85,0,0
"1286",1286,1038,2,1,9,0,0.73,0.87,0.95,0,0.79,0.95,1,0,0,0,0,0,0,0,0,1,0,0.34
"1287",1287,1038,2,2,10,0,0.89,0.87,0.89,0.02,0.82,1,0.91,0,0,0,0.01,0,0.02,0.01,0,1,0,0.02
"1288",1288,1038,2,3,11,0,0.85,0.96,0.63,0.17,0.97,1,1,0.25,0.01,0,0,0,0,0,0,1,0,0.23
"1289",1289,1038,2,4,12,0,0.79,0.96,0.83,0.05,0.9,1,0.74,0.07,0,0,0,0,0,0,0,1,0,0.18
"1290",1290,1038,2,5,13,0,0.94,0.88,0.95,0,0.91,1,1,0,0.23,0,0,0,0,0,0,1,0,0.15
"1291",1291,1038,2,6,14,0,0.94,1,0.77,0,1,0.88,0.94,0,0,0,0,0,0,0,0,1,0,0
"1292",1292,1038,2,7,15,0,0.88,1,0.55,0.27,0.91,0.78,0.98,0.25,0,0,0,0,0,0,0,1,0,0.16
"1293",1293,1038,2,8,16,0,0.61,1,0.86,0,0.64,1,0.89,0,0,0,0,0,0,0,0,0.86,0,0
"1294",1294,1038,2,9,17,0,0.61,1,0.93,0,0.92,1,0.78,0,0,0,0,0,0,0,0,1,0,0
"1295",1295,1038,3,1,18,0,0.73,1,0.76,0,1,1,1,0,0.19,0,0,0,0,0,0,1,0,0
"1296",1296,1038,3,2,19,0,0.77,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"1297",1297,1038,3,3,20,0,1,1,1,0,1,1,1,0,0.21,0,0,0,0,0,0,0.88,0,0
"1298",1298,1038,3,4,21,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"1299",1299,1038,3,5,22,0,1,1,1,0,1,1,1,0,0,0.1,0,0,0,0,0,1,0,0
"1300",1300,1038,3,6,23,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"1301",1301,1038,3,7,24,0,0.71,1,1,0,0.82,1,1,0,0.15,0,0,0,0,0,0,1,0,0
"1302",1302,1038,3,8,25,0,1,1,1,0,0.73,0.9,1,0.14,0,0,0,0,0,0,0,1,0,0
"1303",1303,1038,3,9,26,0,0.97,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"1304",1304,1038,4,1,27,0,0.7,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"1305",1305,1038,4,2,28,0,1,1,1,0,0.85,1,1,0,0.13,0,0,0,0,0,0,1,0,0
"1306",1306,1038,4,3,29,0,0.72,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"1307",1307,1038,4,4,30,0,0.7,1,0.75,0.14,0.78,1,0.83,0,0,0,0,0,0,0,0,1,0,0
"1308",1308,1038,4,5,31,0,1,1,1,0,1,0.97,1,0,0,0,0,0,0,0,0,1,0,0
"1309",1309,1038,4,6,32,0,1,1,1,0.14,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"1310",1310,1038,4,7,33,0,0.74,1,1,0,0.73,1,1,0,0,0,0,0,0,0,0,1,0,0
"1311",1311,1038,4,8,34,0,0.74,1,0.76,0,1,1,0.76,0,0,0,0,0,0,0,0,1,0,0
"1312",1312,1038,4,9,35,0,0.6,1,0.76,0,1,1,1,0,0.12,0,0,0,0,0,0,1,0,0
"1313",1313,1038,4,10,36,0,0.71,1,0.8,0.17,1,1,1,0,0.23,0,0,0,0,0,0,1,0,0
"1314",1314,1038,4,11,37,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"1315",1315,1038,4,12,38,0,0.6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"1316",1316,1038,4,13,39,0,0.63,1,0.84,0,0.82,1,0.77,0,0.3,0,0,0,0,0,0,1,0,0
"1317",1317,1038,5,1,40,0,0.93,1,1,0,0.61,1,0.81,0,0.14,0,0,0,0,0,0,0,0,0
"1318",1318,1038,5,2,41,0,0.9,1,0.82,0,0.91,0.83,1,0,0,0,0,0,0,0,0,0.8,0,0.15
"1319",1319,1038,5,3,42,0,0.92,1,1,0,0.9,1,0.87,0,0,0.01,0,0,0,0,0,0.84,0,0
"1320",1320,1038,5,4,43,0,0.91,0.69,0.89,0,0.89,1,0.84,0,0,0.01,0,0,0,0.03,0,0.87,0.03,0.01
"1321",1321,1038,5,5,44,0,0.93,1,0.89,0,0.93,1,1,0.01,0,0,0,0,0,0,0,0.84,0,0
"1322",1322,1038,5,6,45,0,1,1,0.81,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"1323",1323,1039,1,1,1,0,0.72,0.49,0.56,0.3,0.59,0.82,0.68,0.11,0.19,0.82,0.16,0.1,0.13,0.55,0.54,0.75,0.63,0.72
"1324",1324,1039,1,2,2,0,0.61,0.67,0.59,0.4,0.64,0.68,0.53,0.36,0.23,0.7,0.29,0.23,0.46,0.53,0.3,0.63,0.59,0.67
"1325",1325,1039,1,3,3,0,0.72,0.37,0.55,0.39,0.7,0.62,0.63,0.26,0.56,0.59,0.26,0.18,0.34,0.46,0.57,0.54,0.65,0.68
"1326",1326,1039,1,4,4,0,0.71,0.64,0.66,0.9,0.74,0.29,0.24,0.81,0.63,0.77,0.81,0.76,0.73,0.65,0.82,0.33,0.93,0.78
"1327",1327,1039,1,5,5,0,0.6,0.33,0.17,0.65,0.47,0.72,0.17,0.95,0.87,0.7,0.75,0.74,0.63,0.72,0.8,0.48,1,0.72
"1328",1328,1039,1,6,6,0,0.49,0.31,0.38,0.67,0.53,0.23,0.68,0.78,0.82,0.55,0.72,0.79,0.55,0.66,0.73,0.48,0.91,0.67
"1329",1329,1039,2,1,7,0,0.78,0.54,0.46,0.61,0.72,0.66,0.64,0.37,0.39,0.56,0.23,0.06,0.39,0.57,0.19,0.65,0.6,0.58
"1330",1330,1039,2,2,8,0,0.54,0.53,0.63,0.66,0.59,0.71,0.61,0.58,0.16,0.15,0.13,0.08,0.32,0.63,0.34,0.62,0.39,0.49
"1331",1331,1039,2,3,9,0,0.63,0.64,0.52,0.37,0.55,0.7,0.6,0.25,0.3,0.3,0.26,0.1,0.14,0.53,0.43,0.55,0.63,0.59
"1332",1332,1039,2,4,10,0,0.56,0.55,0.58,0.37,0.62,0.71,0.58,0.59,0.42,0.4,0.26,0.16,0.17,0.52,0.39,0.61,0.6,0.54
"1333",1333,1039,2,5,11,0,0.59,0.68,0.52,0.55,0.72,0.69,0.72,0.24,0.23,0.36,0.09,0.02,0.24,0.53,0.14,0.69,0.56,0.54
"1334",1334,1039,2,6,12,0,0.64,0.35,0.53,0.32,0.61,0.69,0.58,0.27,0.35,0.34,0.09,0.02,0.3,0.47,0.3,0.62,0.52,0.54
"1335",1335,1039,2,7,13,0,0.59,0.46,0.62,0.35,0.61,0.72,0.59,0.35,0.47,0.39,0.31,0.17,0.27,0.46,0.35,0.67,0.58,0.64
"1336",1336,1039,2,8,14,0,0.64,0.65,0.65,0.49,0.6,0.62,0.62,0.58,0.46,0.3,0.25,0.73,0.3,0.27,0.24,0.61,0.58,0.63
"1337",1337,1039,2,9,15,0,0.66,0.6,0.57,0.59,0.63,0.64,0.61,0.55,0.46,0.29,0.42,0.38,0.51,0.31,0.43,0.63,0.63,0.75
"1338",1338,1039,2,10,16,0,0.6,0.63,0.48,0.59,0.56,0.57,0.61,0.51,0.35,0.53,0.15,0.24,0.14,0.24,0.16,0.7,0.54,0.68
"1339",1339,1039,2,11,17,0,0.73,0.73,0.59,0.42,0.64,0.63,0.67,0.44,0.35,0.27,0.34,0.56,0.27,0.45,0.52,0.6,0.65,0.57
"1340",1340,1039,2,12,18,0,0.67,0.65,0.54,0.4,0.65,0.64,0.61,0.35,0.22,0.24,0.06,0.1,0.32,0.14,0.11,0.63,0.57,0.57
"1341",1341,1039,3,1,19,0,0.61,0.67,0.34,0.68,0.61,0.55,0.4,0.47,0.62,0.64,0.3,0.17,0.51,0.53,0.48,0.64,0.68,0.82
"1342",1342,1039,3,2,20,0,0.68,0.55,0.48,0.69,0.6,0.46,0.55,0.62,0.58,0.59,0.37,0.25,0.44,0.55,0.56,0.67,0.62,0.74
"1343",1343,1039,3,3,21,0,0.71,0.56,0.48,0.56,0.61,0.4,0.47,0.33,0.29,0.39,0.15,0.03,0.35,0.54,0.53,0.67,0.61,0.78
"1344",1344,1039,3,4,22,0,0.55,0.49,0.46,0.58,0.64,0.58,0.44,0.2,0.23,0.55,0.21,0.09,0.45,0.57,0.57,0.57,0.67,0.73
"1345",1345,1039,3,5,23,0,0.48,0.46,0.37,0.61,0.55,0.62,0.53,0.85,0.85,0.65,0.58,0.73,0.64,0.32,0.33,0.57,0.62,0.7
"1346",1346,1039,3,6,24,0,0.57,0.48,0.58,0.51,0.55,0.64,0.55,0.33,0.27,0.33,0.27,0.09,0.35,0.48,0.42,0.59,0.61,0.72
"1347",1347,1039,3,7,25,0,0.56,0.46,0.44,0.55,0.55,0.36,0.39,0.3,0.54,0.55,0.26,0.16,0.27,0.44,0.55,0.61,0.52,0.73
"1348",1348,1039,3,8,26,0,0.51,0.46,0.35,0.63,0.55,0.37,0.43,0.62,0.67,0.64,0.24,0.12,0.36,0.62,0.53,0.47,0.63,0.6
"1349",1349,1039,3,9,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350",1350,1039,3,10,28,0,0.53,0.46,0.37,0.64,0.53,0.37,0.56,0.25,0.36,0.53,0.27,0.17,0.54,0.49,0.31,0.62,0.68,0.73
"1351",1351,1039,3,11,29,0,0.58,0.61,0.46,0.67,0.41,0.62,0.53,0.3,0.35,0.46,0.14,0.09,0.31,0.53,0.14,0.61,0.58,0.71
"1352",1352,1039,3,12,30,0,0.47,0.53,0.38,0.61,0.61,0.68,0.48,0.19,0.29,0.44,0.58,0.54,0.65,0.34,0.38,0.67,0.66,0.74
"1353",1353,1039,3,13,31,0,0.55,0.43,0.4,0.57,0.55,0.85,0.64,0.32,0.37,0.22,0.14,0.13,0.38,0.56,0.35,0.67,0.72,0.79
"1354",1354,1039,3,14,32,0,0.54,0.36,0.56,0.54,0.65,0.61,0.58,0.38,0.24,0.17,0.08,0.06,0.38,0.54,0.3,0.68,0.58,0.79
"1355",1355,1039,4,1,33,0,0.63,0.72,0.57,0.36,0.7,0.72,0.76,0.23,0.26,0.46,0.15,0.1,0.09,0.43,0.42,0.65,0.63,0.58
"1356",1356,1039,4,2,34,0,0.64,0.65,0.54,0.55,0.65,0.56,0.65,0.38,0.31,0.63,0.21,0.11,0.17,0.64,0.52,0.65,0.64,0.71
"1357",1357,1039,4,3,35,0,0.65,0.61,0.45,0.52,0.62,0.62,0.63,0.28,0.19,0.35,0.18,0.08,0.18,0.54,0.55,0.66,0.65,0.69
"1358",1358,1039,4,4,36,0,0.57,0.63,0.58,0.52,0.67,0.6,0.64,0.33,0.25,0.6,0.1,0.03,0.09,0.66,0.61,0.61,0.69,0.71
"1359",1359,1039,4,5,37,0,0.71,0.57,0.36,0.6,0.65,0.61,0.55,0.33,0.29,0.63,0.27,0.05,0.11,0.3,0.57,0.63,0.54,0.69
"1360",1360,1039,4,6,38,0,0.56,0.52,0.45,0.31,0.54,0.56,0.63,0.23,0.27,0.58,0.3,0.08,0.22,0.57,0.55,0.63,0.63,0.71
"1361",1361,1039,4,7,39,0,0.65,0.59,0.55,0.45,0.61,0.61,0.63,0.35,0.26,0.55,0.12,0.05,0.36,0.57,0.56,0.64,0.69,0.73
"1362",1362,1039,4,8,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363",1363,1039,4,9,41,0,0.55,0.48,0.41,0.35,0.57,0.6,0.61,0.35,0.3,0.47,0.12,0.06,0.25,0.64,0.74,0.63,0.74,0.74
