"","X","ID","day","beep","observationID","missing","Joy","Exciteme","Pride","Pleased","Anger","Anxiety","Shame","Sad"
"2664",2664,59,3,4,18,0,0.25,0,0,0.25,0.25,0,0,0
"2665",2665,59,3,5,19,0,0.5,0,0.25,0.5,0,0,0,0
"2666",2666,59,3,6,20,0,0.5,0.25,0.25,0.5,0,0,0,0
"2667",2667,59,3,7,21,0,0.5,0,0,0.5,0,0.5,0,0.25
"2668",2668,59,4,1,22,0,0.5,0.25,0.25,0.5,0.25,0.25,0,0
"2669",2669,59,4,2,23,0,0.25,0.5,0.5,0.5,0,0.25,0,0
"2670",2670,59,4,3,24,1,NA,NA,NA,NA,NA,NA,NA,NA
"2671",2671,59,4,4,25,1,NA,NA,NA,NA,NA,NA,NA,NA
"2672",2672,59,4,5,26,0,0.5,0.25,0.5,0.5,0,0.5,0,0
"2673",2673,59,4,6,27,0,0.5,0.25,0,0.5,0,0,0,0
"2674",2674,59,4,7,28,0,0.25,0.25,0,0.5,0,0.25,0,0
"2675",2675,59,5,1,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"2676",2676,59,5,2,30,0,0.5,0.5,0.25,0.25,0,0.5,0.25,0
"2677",2677,59,5,3,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"2678",2678,59,5,4,32,0,0.5,0.75,0.5,0.5,0,0.25,0,0
"2679",2679,59,5,5,33,0,0.5,0.5,0,0.5,0,0,0,0
"2680",2680,59,5,6,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"2681",2681,59,5,7,35,0,0.5,0.75,0.75,0.75,0,0.25,0.25,0
"2682",2682,59,6,1,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"2683",2683,59,6,2,37,0,0.25,0.75,0.5,0.5,0,0.25,0.25,0
"2684",2684,59,6,3,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"2685",2685,59,6,4,39,0,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0
"2686",2686,59,6,5,40,0,0.5,0.25,0,0.5,0,0.25,0.25,0
"2687",2687,59,6,6,41,0,0.75,0.5,0.25,0.5,0,0.25,0.25,0
"2688",2688,59,6,7,42,0,0.75,1,0.5,0.5,0,0.25,0,0
"2689",2689,59,7,1,43,0,0.5,0.75,0.5,0.75,0,0.25,0.25,0
"2690",2690,59,7,2,44,1,NA,NA,NA,NA,NA,NA,NA,NA
"2691",2691,59,7,3,45,1,NA,NA,NA,NA,NA,NA,NA,NA
"2692",2692,59,7,4,46,0,0.75,0.5,0.75,0.75,0,0.25,0.25,0
"2693",2693,59,7,5,47,0,0.75,0.5,0.5,0.5,0,0.25,0,0
"2694",2694,59,7,6,48,0,0.5,0,0.25,0.25,0,0.5,0.25,0
"2695",2695,59,7,7,49,0,0.25,0.25,0.25,0.25,0,0.25,0.25,0
"2696",2696,60,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"2697",2697,60,1,2,2,0,0.75,0.75,0.75,0.75,0,0,0,0
"2698",2698,60,1,3,3,0,0.25,0.25,0.25,0.75,0,0.25,0,0
"2699",2699,60,1,4,4,0,0.25,0.25,0,0.5,0,0.25,0,0
"2700",2700,60,1,5,5,0,0.5,0.5,0.5,0.75,0,0,0,0.25
"2701",2701,60,1,6,6,0,0.5,0.5,0,0.75,0,0,0,0
"2702",2702,60,1,7,7,0,0.5,0.25,0.5,0.75,0,0,0,0
"2703",2703,60,2,1,8,0,0.5,0.5,0.5,0.75,0,0,0,0
"2704",2704,60,2,2,9,0,0.5,0.5,0.25,0.5,0,0.25,0,0
"2705",2705,60,2,3,10,0,0.25,0,0,0.25,0.25,0.25,0,0.25
"2706",2706,60,2,4,11,0,0.75,0.5,0.5,0.75,0,0,0,0
"2707",2707,60,2,5,12,0,0.25,0.25,0.25,0.5,0,0.25,0,0
"2708",2708,60,2,6,13,0,0.25,0.25,0.5,0.5,0,0.25,0,0.25
"2709",2709,60,2,7,14,0,0.5,0.25,0.25,0.5,0,0,0,0
"2710",2710,60,3,1,15,0,0.25,0,0,0.5,0.25,0.25,0,0
"2711",2711,60,3,2,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"2712",2712,60,3,3,17,1,NA,NA,NA,NA,NA,NA,NA,NA
"2713",2713,60,3,4,18,0,0.25,0,0,0.25,0.25,0.75,0,0.5
"2714",2714,60,3,5,19,0,0.25,0,0,0.25,0.5,0.75,0,0.75
"2715",2715,60,3,6,20,0,0.5,0.5,0.75,0.75,0,0,0,0
"2716",2716,60,3,7,21,0,0.5,0.25,0,0.5,0,0,0,0
"2717",2717,60,4,1,22,0,0.5,0.5,0.25,0.5,0,0.25,0,0
"2718",2718,60,4,2,23,0,0.5,0.5,0.25,0.5,0.25,0.25,0,0
"2719",2719,60,4,3,24,0,0.25,0.25,0.25,0.5,0,0,0,0
"2720",2720,60,4,4,25,0,0.75,0.5,0.5,0.75,0,0,0,0
"2721",2721,60,4,5,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"2722",2722,60,4,6,27,0,0.75,0.5,0.5,0.75,0,0,0,0
"2723",2723,60,4,7,28,0,0.25,0.5,0,0.5,0.25,0.25,0,0.25
"2724",2724,60,5,1,29,0,0.5,0.25,0.25,0.5,0,0,0,0
"2725",2725,60,5,2,30,0,0.25,0.25,0,0.5,0,0.25,0,0
"2726",2726,60,5,3,31,0,0.75,0.75,0.25,0.75,0,0,0,0.25
"2727",2727,60,5,4,32,0,0.5,0.25,0.5,0.5,0,0.25,0,0.25
"2728",2728,60,5,5,33,0,0.5,0.25,0,0.5,0,0,0,0
"2729",2729,60,5,6,34,0,0.5,0.5,0.25,0.5,0,0.25,0,0.25
"2730",2730,60,5,7,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"2731",2731,60,6,1,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"2732",2732,60,6,2,37,0,0.5,0.5,0.25,0.5,0,0.25,0,0
"2733",2733,60,6,3,38,0,0.5,0.5,0,0.5,0,0,0,0
"2734",2734,60,6,4,39,0,0.75,0.75,0.5,0.75,0,0.25,0,0
"2735",2735,60,6,5,40,0,0.75,0.5,0.5,0.5,0,0,0,0
"2736",2736,60,6,6,41,0,0.75,0.5,0,0.75,0,0,0,0
"2737",2737,60,6,7,42,0,0.5,0.5,0.5,0.75,0,0,0,0
"2738",2738,60,7,1,43,0,0.5,0.5,0.25,0.5,0,0.25,0,0
"2739",2739,60,7,2,44,0,0.5,0.5,0,0.75,0,0.25,0,0
"2740",2740,60,7,3,45,0,0.75,0.5,0.25,0.75,0,0,0,0
"2741",2741,60,7,4,46,0,0.5,0.75,0.25,0.75,0,0.25,0,0
"2742",2742,60,7,5,47,0,0.5,0.5,0.5,0.75,0,0,0,0
"2743",2743,60,7,6,48,1,NA,NA,NA,NA,NA,NA,NA,NA
"2744",2744,60,7,7,49,0,0.5,0.5,0.25,0.5,0,0.25,0,0.25
"2745",2745,61,1,1,1,0,0.5,0.5,0,0.5,0,0.25,0,0.25
"2746",2746,61,1,2,2,0,0.25,0.25,0,0.5,0,0.25,0,0.25
"2747",2747,61,1,3,3,0,0.25,0.25,0,0.25,0,0.25,0,0.25
"2748",2748,61,1,4,4,0,0.25,0,0,0.25,0,0.25,0,0.25
"2749",2749,61,1,5,5,0,0.5,0.5,0,0.5,0,0.25,0,0
"2750",2750,61,1,6,6,0,0.25,0.25,0,0.25,0,0.25,0,0
"2751",2751,61,1,7,7,0,0.75,0.75,0,0.25,0,0,0,0
"2752",2752,61,2,1,8,0,0.75,0.5,0,0.5,0,0,0,0
"2753",2753,61,2,2,9,0,0.5,0,0,0.25,0,0.5,0,0.25
"2754",2754,61,2,3,10,0,0.25,0.25,0,0.5,0,0.5,0.25,0.25
"2755",2755,61,2,4,11,0,0.25,0.25,0,0.25,0.25,0.75,0,0.5
"2756",2756,61,2,5,12,0,0.25,0.25,0,0.25,0,0.5,0,0.25
"2757",2757,61,2,6,13,0,0.25,0.25,0,0.25,0.5,0.75,0.25,0.25
"2758",2758,61,2,7,14,0,0.25,0.25,0,0.25,0.25,0.75,0.25,0.25
"2759",2759,61,3,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"2760",2760,61,3,2,16,0,0.75,0.75,0,0.75,0,0.25,0,0.25
"2761",2761,61,3,3,17,0,0.75,0.75,0,0.25,0,0,0,0.25
"2762",2762,61,3,4,18,0,0.5,0.75,0,0.5,0,0,0,0
"2763",2763,61,3,5,19,0,0.75,0.5,0,0.5,0,0,0,0
"2764",2764,61,3,6,20,0,0.5,0.5,0,0.5,0,0,0,0
"2765",2765,61,3,7,21,0,0.75,0.75,0,0.5,0,0,0,0
"2766",2766,61,4,1,22,0,0.75,0.5,0.25,0.5,0,0,0,0
"2767",2767,61,4,2,23,0,0.5,0.75,0.5,0.5,0,0,0,0
"2768",2768,61,4,3,24,0,0.5,0.75,0.5,0.5,0,0,0,0
"2769",2769,61,4,4,25,0,0.5,0.5,0.5,0.5,0,0.25,0,0
"2770",2770,61,4,5,26,0,0.75,0.75,0.5,0.5,0.25,0.25,0,0
"2771",2771,61,4,6,27,0,0.25,0.25,0,0.25,0.5,0.75,0,0.5
"2772",2772,61,4,7,28,0,0.25,0.25,0.25,0.5,0.75,0.75,0,0.75
"2773",2773,61,5,1,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"2774",2774,61,5,2,30,0,0.75,0.75,0.5,0.5,0,0,0,0
"2775",2775,61,5,3,31,0,0.5,0.5,0.5,0.5,0,0.25,0,0
"2776",2776,61,5,4,32,0,0.5,0.5,0.5,0.5,0,0,0,0
"2777",2777,61,5,5,33,0,0.5,0.5,0.5,0.5,0.25,0.25,0,0.25
"2778",2778,61,5,6,34,0,0.5,0.5,0.5,0.5,0.25,0,0,0.25
"2779",2779,61,5,7,35,0,0.5,0.5,0.5,0.5,0,0,0,0
"2780",2780,61,6,1,36,0,0.75,0.75,0.5,0.5,0,0,0,0
"2781",2781,61,6,2,37,0,0.5,0.5,0.5,0.5,0.25,0.5,0,0
"2782",2782,61,6,3,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"2783",2783,61,6,4,39,0,0.75,0.75,0.75,0.75,0,0,0,0
"2784",2784,61,6,5,40,0,0.75,0.75,0.5,0.5,0,0,0,0
"2785",2785,61,6,6,41,0,0.5,0.5,0.5,0.5,0,0,0,0
"2786",2786,61,6,7,42,0,0.75,0.75,0.5,0.75,0,0,0,0
"2787",2787,61,7,1,43,0,0.5,0.25,0.5,0.5,0,0.25,0,0.25
"2788",2788,61,7,2,44,0,0.5,0.5,0.5,0.5,0,0.25,0,0
"2789",2789,61,7,3,45,0,0.5,0.25,0.5,0.5,0,0.25,0,0
"2790",2790,61,7,4,46,0,0.5,0.5,0.5,0.5,0.5,0.25,0,0
"2791",2791,61,7,5,47,0,0.5,0.5,0.25,0.5,0,0.25,0,0
"2792",2792,61,7,6,48,0,0.5,0.5,0.25,0.5,0.25,0.5,0,0
"2793",2793,61,7,7,49,0,0.5,0.5,0.5,0.5,0.25,0.5,0,0.25
"2794",2794,63,1,1,1,0,0.5,0.5,0.5,0.75,0.25,0.25,0.25,0.5
"2795",2795,63,1,2,2,0,0.25,0.25,0.5,0.5,0,0.25,0,0
"2796",2796,63,1,3,3,0,0.25,0.25,0.5,0.25,0.25,0.5,0,0
"2797",2797,63,1,4,4,0,0.25,0.5,0.5,0.25,0,0.5,0.25,0
"2798",2798,63,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"2799",2799,63,1,6,6,0,0.25,0.25,0.5,0.25,0,0,0,0
"2800",2800,63,1,7,7,0,0.75,0.75,0.75,0.75,0,0,0,0
"2801",2801,63,2,1,8,0,0.25,0.25,0.5,0.5,0,0.25,0,0
"2802",2802,63,2,2,9,0,0.5,0.5,0.5,0.5,0,0,0,0
"2803",2803,63,2,3,10,0,0.5,0.25,0.75,0.75,0,0.25,0.25,0.25
"2804",2804,63,2,4,11,0,0.75,0.75,0.75,0.75,0.25,0,0,0.25
"2805",2805,63,2,5,12,0,0.75,0.75,0.75,0.75,0.25,0.25,0,0.25
"2806",2806,63,2,6,13,0,0.25,0.25,0.25,0.75,0.25,0.25,0,0.25
"2807",2807,63,2,7,14,0,0.25,0,0.5,0.25,0.25,0.25,0.25,0.25
"2808",2808,63,3,1,15,0,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.25
"2809",2809,63,3,2,16,0,0.5,0,0.25,0.5,0.25,0.5,0.25,0.25
"2810",2810,63,3,3,17,1,NA,NA,NA,NA,NA,NA,NA,NA
"2811",2811,63,3,4,18,0,0.5,0.25,0.25,0.5,0,0,0,0.25
"2812",2812,63,3,5,19,0,0.75,0.75,0.75,0.75,0,0,0,0.25
"2813",2813,63,3,6,20,0,0.75,0.5,0.5,0.75,0,0,0,0
"2814",2814,63,3,7,21,0,1,1,0.75,1,0,0,0,0.25
"2815",2815,63,4,1,22,0,0.5,0.5,0.5,0.75,0,0,0.25,0.25
"2816",2816,63,4,2,23,0,1,0.75,1,1,0.25,0.25,0.25,0.25
"2817",2817,63,4,3,24,0,0.75,0.5,0.5,0.75,0.25,0.25,0.25,0.25
"2818",2818,63,4,4,25,0,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25
"2819",2819,63,4,5,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"2820",2820,63,4,6,27,0,0.75,0.75,0.75,0.75,0.25,0.25,0,0.25
"2821",2821,63,4,7,28,0,0.5,0.75,0.75,0.75,0,0.25,0,0
"2822",2822,63,5,1,29,0,0.5,0.5,0.5,0.5,0,0.25,0,0
"2823",2823,63,5,2,30,0,0.5,0.5,0.5,0.75,0,0.25,0.25,0
"2824",2824,63,5,3,31,0,1,1,1,0.75,0.25,0,0,0.25
"2825",2825,63,5,4,32,0,1,1,0.75,1,0,0.25,0,0.25
"2826",2826,63,5,5,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"2827",2827,63,5,6,34,0,1,1,1,1,0,0,0,0.25
"2828",2828,63,5,7,35,0,1,1,1,1,0,0,0,0.25
"2829",2829,63,6,1,36,0,1,1,1,1,0,0,0,0.25
"2830",2830,63,6,2,37,0,1,1,0.75,1,0,0.25,0.25,0.25
"2831",2831,63,6,3,38,0,1,1,0.75,1,0,0,0,0.25
"2832",2832,63,6,4,39,0,0.75,1,0.75,0.75,0,0,0,0.25
"2833",2833,63,6,5,40,0,0.5,0,0,0.5,0,0.5,0,0
"2834",2834,63,6,6,41,0,0.5,0.75,0.5,0.5,0.25,0.25,0,0.25
"2835",2835,63,6,7,42,0,0.75,1,0.75,1,0,0,0,0.25
"2836",2836,63,7,1,43,0,0,0,0.25,0,0.25,0.25,0.25,0.25
"2837",2837,63,7,2,44,0,0,0.25,0.25,0.25,0.25,0.5,0.25,0.25
"2838",2838,63,7,3,45,0,1,1,1,1,0,0.5,0,0.25
"2839",2839,63,7,4,46,0,0.25,0.5,0.75,0.5,0.25,0,0.25,0.25
"2840",2840,63,7,5,47,0,0.5,0.25,0.75,0.25,0.25,0.25,0.25,0.25
"2841",2841,63,7,6,48,0,0.5,0.5,0.75,0.75,0.25,0.25,0.25,0.25
"2842",2842,63,7,7,49,0,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.25
"2843",2843,64,1,1,1,0,0.5,0.25,0,0.5,0,0,0,0.25
"2844",2844,64,1,2,2,0,0.25,0.25,0.25,0.25,0,0,0,0.25
"2845",2845,64,1,3,3,0,0.25,0.25,0.25,0.25,0,0,0,0
"2846",2846,64,1,4,4,0,0.5,0.75,0.25,0.75,0,0,0,0
"2847",2847,64,1,5,5,0,0.25,0.5,0.5,0.5,0,0,0,0
"2848",2848,64,1,6,6,0,0,0,0.25,0,0.5,0.25,0,0
"2849",2849,64,1,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"2850",2850,64,2,1,8,0,0.75,0.75,0.25,0.75,0,0,0,0
"2851",2851,64,2,2,9,0,0.5,0.5,0.5,0.25,0,0.25,0,0
"2852",2852,64,2,3,10,0,0.25,0.75,0.75,0.5,0,0,0,0
"2853",2853,64,2,4,11,0,0.75,0.5,0.25,0.5,0,0.25,0,0
"2854",2854,64,2,5,12,0,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0
"2855",2855,64,2,6,13,0,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0
"2856",2856,64,2,7,14,0,0.75,0.25,0.5,0.75,0,0,0,0
"2857",2857,64,3,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"2858",2858,64,3,2,16,0,0.25,1,0.25,0.5,0.25,0,0,0
"2859",2859,64,3,3,17,0,0,1,0,0,1,0.5,0,0
"2860",2860,64,3,4,18,0,0.25,0.5,0.5,0.25,0,0,0,0
"2861",2861,64,3,5,19,0,0.25,0,0.25,0.25,0,0.25,0,0
"2862",2862,64,3,6,20,0,0.75,0.75,0.75,0.75,0,0,0,0
"2863",2863,64,3,7,21,0,1,1,0.75,1,0,0,0,0
"2864",2864,64,4,1,22,0,0.75,0.5,0.5,1,0,0,0,0
"2865",2865,64,4,2,23,0,1,1,0.75,1,0,0,0,0
"2866",2866,64,4,3,24,0,0.75,0.75,0.5,1,0,0,0,0
"2867",2867,64,4,4,25,1,NA,NA,NA,NA,NA,NA,NA,NA
"2868",2868,64,4,5,26,1,NA,NA,NA,NA,NA,NA,NA,NA
"2869",2869,64,4,6,27,0,1,0.5,0.75,1,0,0,0,0
"2870",2870,64,4,7,28,0,0.5,0.25,0.25,0.5,0,0,0,0.25
"2871",2871,64,5,1,29,0,0,0,0,0.25,0,0,0,0
"2872",2872,64,5,2,30,0,0.75,0.5,0.25,0.5,0,0.25,0,0.25
"2873",2873,64,5,3,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"2874",2874,64,5,4,32,0,0.5,0.25,0.25,0.75,0,0.25,0,0
"2875",2875,64,5,5,33,0,0.25,0.5,0.25,0.25,0,0.25,0,0
"2876",2876,64,5,6,34,0,0.25,1,0.75,0.25,0,0,0,0
"2877",2877,64,5,7,35,0,0.25,0.5,0.5,0.25,0.25,0.25,0,0
"2878",2878,64,6,1,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"2879",2879,64,6,2,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"2880",2880,64,6,3,38,0,0,0.25,0,0,0.75,0.25,0,0
"2881",2881,64,6,4,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"2882",2882,64,6,5,40,0,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0
"2883",2883,64,6,6,41,0,0.5,0.75,0.25,0.25,0,0,0.25,0
"2884",2884,64,6,7,42,0,0.5,0.5,0.25,0.25,0.25,0,0.25,0
"2885",2885,64,7,1,43,1,NA,NA,NA,NA,NA,NA,NA,NA
"2886",2886,64,7,2,44,1,NA,NA,NA,NA,NA,NA,NA,NA
"2887",2887,64,7,3,45,1,NA,NA,NA,NA,NA,NA,NA,NA
"2888",2888,64,7,4,46,0,1,0.75,0.5,0.75,0,0,0,0
"2889",2889,64,7,5,47,1,NA,NA,NA,NA,NA,NA,NA,NA
"2890",2890,64,7,6,48,0,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0
"2891",2891,64,7,7,49,0,0.25,0,0.75,0,0,0,0.25,0.25
"2892",2892,65,1,1,1,0,0.5,0.5,0.25,0.25,0.5,0.75,0,0.75
"2893",2893,65,1,2,2,0,0.75,0.5,0.75,0.5,0,0.25,0,0.25
"2894",2894,65,1,3,3,0,0.5,0.75,0.5,0.75,0,0.25,0,0
"2895",2895,65,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"2896",2896,65,1,5,5,0,0.5,0.5,0.25,0.75,0,0,0,0
"2897",2897,65,1,6,6,0,0.75,0.5,0.5,0.75,0,0.25,0,0
"2898",2898,65,1,7,7,0,0.5,0.25,0,0.5,0,0.25,0,0.25
"2899",2899,65,2,1,8,0,0.5,0.5,0.5,0.5,0,0.25,0,0
"2900",2900,65,2,2,9,0,0.5,0.5,0,0,0.25,0.5,0,0.25
"2901",2901,65,2,3,10,0,0.5,0.5,0,0.5,0,0.25,0,0.25
"2902",2902,65,2,4,11,0,0.5,0.25,0.5,0.5,0,0.5,0,0
"2903",2903,65,2,5,12,0,0.5,0.5,0,0.75,0,0.25,0,0
"2904",2904,65,2,6,13,0,0.5,0.25,0.25,0.5,0,0.25,0,0
"2905",2905,65,2,7,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"2906",2906,65,3,1,15,0,0.5,0.5,0.25,0.75,0,0,0,0.5
"2907",2907,65,3,2,16,0,0.5,0.5,0.5,0.5,0,0,0,0
"2908",2908,65,3,3,17,0,0.5,0.75,0.25,1,0,0,0,0
"2909",2909,65,3,4,18,0,0.75,0.75,0.5,1,0,0.25,0,0
"2910",2910,65,3,5,19,0,0.75,0.5,1,1,0,0,0,0
"2911",2911,65,3,6,20,0,0.75,0.5,1,1,0,0,0,0
"2912",2912,65,3,7,21,0,0.5,0.5,0.5,0.75,0,0,0,0
"2913",2913,65,4,1,22,1,NA,NA,NA,NA,NA,NA,NA,NA
"2914",2914,65,4,2,23,1,NA,NA,NA,NA,NA,NA,NA,NA
"2915",2915,65,4,3,24,0,0.75,0.75,0.5,0.75,0,0.25,0,0
"2916",2916,65,4,4,25,0,0.5,0.5,0.25,0.5,0,0.25,0,0
"2917",2917,65,4,5,26,0,0.5,0.5,0.25,0.5,0,0,0,0
"2918",2918,65,4,6,27,0,0.5,0.5,0.25,0.5,0,0.25,0,0.25
"2919",2919,65,4,7,28,0,0.5,0.5,0.25,0.5,0,0.25,0,0.25
"2920",2920,65,5,1,29,0,0.5,0.5,0.5,0.5,0,0,0,0
"2921",2921,65,5,2,30,0,0.5,0.5,0.75,0.75,0,0.25,0.25,0
"2922",2922,65,5,3,31,0,0.25,0.5,0.25,0.75,0,0.25,0.25,0
"2923",2923,65,5,4,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"2924",2924,65,5,5,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"2925",2925,65,5,6,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"2926",2926,65,5,7,35,0,0.5,0.5,0.5,0.5,0,0,0,0
"2927",2927,65,6,1,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"2928",2928,65,6,2,37,0,0.75,0.5,0.5,0.75,0,0,0,0
"2929",2929,65,6,3,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"2930",2930,65,6,4,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"2931",2931,65,6,5,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"2932",2932,65,6,6,41,0,0.5,0.5,0.25,0.5,0,0.25,0,0.25
"2933",2933,65,6,7,42,0,0.25,0,0.25,0.25,0,0.25,0,0.25
"2934",2934,65,7,1,43,0,0.25,0,0,0.25,0,0.25,0,0
"2935",2935,65,7,2,44,0,0.25,0.25,0,0.25,0,0.25,0.25,0
"2936",2936,65,7,3,45,0,0.25,0.25,0,0,0,0.25,0,0
"2937",2937,65,7,4,46,0,0.25,0,0,0.25,0,0.25,0,0
"2938",2938,65,7,5,47,0,0.25,0.25,0,0.25,0,0.25,0,0.25
"2939",2939,65,7,6,48,1,NA,NA,NA,NA,NA,NA,NA,NA
"2940",2940,65,7,7,49,0,0.25,0.25,0,0.25,0,0.25,0,0
"2941",2941,66,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"2942",2942,66,1,2,2,0,0.5,0.25,0.5,0.5,0,0.5,0.25,0.25
"2943",2943,66,1,3,3,0,0,0.25,0.25,0.25,0,0.5,0.25,0.25
"2944",2944,66,1,4,4,0,0.25,0.25,0.5,0.25,0,0.5,0,0.25
"2945",2945,66,1,5,5,0,0,0.25,0.25,0.25,0.25,0.75,0.25,0.25
"2946",2946,66,1,6,6,0,0.25,0.25,0,0.25,0,0.75,0.25,0.25
"2947",2947,66,1,7,7,0,0.25,0.5,0.5,0.5,0,0.25,0,0.25
"2948",2948,66,2,1,8,0,0.5,0.5,0.25,0.5,0,0.25,0,0.25
"2949",2949,66,2,2,9,0,0.5,0.5,0.25,0.5,0,0.25,0,0.25
"2950",2950,66,2,3,10,0,0.25,0.25,0,0,0,0.5,0,0.25
"2951",2951,66,2,4,11,0,0,0.25,0,0.25,0,0.5,0.25,0.25
"2952",2952,66,2,5,12,0,0,0,0,0,0.25,0.5,0.25,0.25
"2953",2953,66,2,6,13,0,0.5,0.5,0.5,0.5,0,0.25,0,0.25
"2954",2954,66,2,7,14,0,0,0.25,0,0,0.25,0.5,0,0.25
"2955",2955,66,3,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"2956",2956,66,3,2,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"2957",2957,66,3,3,17,0,0.5,0.5,0.25,0.25,0,0.25,0.25,0.25
"2958",2958,66,3,4,18,0,0.25,0.25,0,0.25,0,0.5,0.5,0.25
"2959",2959,66,3,5,19,0,0,0.25,0,0.25,0.25,0.5,0.25,0.25
"2960",2960,66,3,6,20,0,0,0.25,0,0,0,0.5,0,0.25
"2961",2961,66,3,7,21,0,0,0,0,0,0.25,0.75,0.25,0.5
"2962",2962,66,4,1,22,0,0,0,0,0,0.25,0.5,0,0.25
"2963",2963,66,4,2,23,0,0.25,0.25,0,0.25,0.25,0.5,0,0.5
"2964",2964,66,4,3,24,1,NA,NA,NA,NA,NA,NA,NA,NA
"2965",2965,66,4,4,25,0,0,0.25,0,0.25,0.25,0.75,0.25,0.25
"2966",2966,66,4,5,26,0,0,0.25,0,0.25,0.25,0.75,0.25,0.25
"2967",2967,66,4,6,27,1,NA,NA,NA,NA,NA,NA,NA,NA
"2968",2968,66,4,7,28,0,0.5,0.25,0.5,0.75,0,0.25,0.25,0.25
"2969",2969,66,5,1,29,0,0.25,0.25,0,0.25,0,0.5,0.25,0.25
"2970",2970,66,5,2,30,0,0.25,0.25,0.25,0.5,0,0.25,0,0.25
"2971",2971,66,5,3,31,0,0,0.25,0,0,0.25,0.25,0.25,0.5
"2972",2972,66,5,4,32,0,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25
"2973",2973,66,5,5,33,0,0.25,0.5,0.25,0.25,0,0.25,0.25,0.25
"2974",2974,66,5,6,34,0,0.25,0.25,0,0.25,0,0.5,0.25,0.25
"2975",2975,66,5,7,35,0,0.25,0.25,0,0.25,0,0.25,0.25,0.25
"2976",2976,66,6,1,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"2977",2977,66,6,2,37,0,0,0.25,0.25,0.25,0.25,0.25,0,0.5
"2978",2978,66,6,3,38,0,0.25,0.25,0,0.25,0.25,0.25,0,0.25
"2979",2979,66,6,4,39,0,0.25,0.25,0,0,0.25,0.25,0.25,0.25
"2980",2980,66,6,5,40,0,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25
"2981",2981,66,6,6,41,0,0.5,0.25,0,0.25,0,0.25,0.25,0.25
"2982",2982,66,6,7,42,0,0,0,0,0,0.25,0.25,0.25,0.25
"2983",2983,66,7,1,43,0,0,0,0,0,0,0.75,0.25,0.25
"2984",2984,66,7,2,44,0,0,0,0,0,0.25,0.75,0,0.25
"2985",2985,66,7,3,45,0,0.25,0.25,0.25,0.5,0.5,0.75,0,0.25
"2986",2986,66,7,4,46,0,0.5,0.5,0.5,0.25,0,0.5,0.25,0.25
"2987",2987,66,7,5,47,0,0.5,0.75,0.5,0.5,0,0.25,0.25,0.25
"2988",2988,66,7,6,48,0,0.25,0.25,0.25,0.25,0,0.5,0.25,0.25
"2989",2989,66,7,7,49,0,0.25,0.25,0.25,0.25,0,0.5,0.25,0.25
"2990",2990,67,1,1,1,0,0.5,0.75,0,0.5,0,0.25,0,0
"2991",2991,67,1,2,2,0,0.75,1,0.25,0.25,0,0.25,0,0
